,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,36.58,19.49,33.11,29.88,30.05,26.28,27.3,24.4,21.1,16.31
1,Short-Term Investments,-,4.18,-,0.19,-,0.58,-,0.11,-,0.1
2,Trading Asset Securities,-,7.77,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,36.58,31.45,33.11,30.07,30.05,26.86,27.3,24.51,21.1,16.41
4,Cash Growth,10.51%,4.59%,10.17%,11.95%,10.06%,9.56%,29.40%,49.38%,0.04%,290.68%
5,Accounts Receivable,8.9,11.56,8.37,12.24,9.01,12.82,8,13.16,9.92,12.38
6,Other Receivables,1.67,0.11,1.62,0.2,2.06,0.13,1.6,0.1,1.82,0.11
7,Receivables,10.57,11.67,9.99,12.44,11.07,12.95,9.6,13.25,11.74,12.49
8,Inventory,8.93,11.44,9.95,10.29,9.88,12.37,11.18,10.64,13.24,12.43
9,Prepaid Expenses,-,0.14,-,0.11,-,0.1,-,0.12,-,0.24
10,Other Current Assets,0.09,0.58,0.11,0.42,0.05,0.48,0.06,0.55,0.05,0.16
11,Total Current Assets,56.17,55.28,53.16,53.33,51.05,52.76,48.16,49.07,46.14,41.72
12,"Property, Plant & Equipment",28.97,27.97,27.52,27.31,25.27,23.88,22.42,22.31,20.68,20.95
13,Other Long-Term Assets,0.3,0.72,0.17,0.06,-,2.08,1.71,0.49,1.63,1.48
14,Total Assets,85.44,83.97,80.84,80.71,76.32,78.72,72.29,71.88,68.45,64.15
15,Accounts Payable,2.55,4.45,2.86,3.93,2.9,4.6,3.08,3.15,4.75,3.58
16,Accrued Expenses,0.77,1.35,0.6,1.14,1.21,3.56,0.24,3.22,0.27,2.69
17,Current Portion of Long-Term Debt,-,-,0.24,0.5,0.73,0.73,0.47,0.67,0.45,0.45
18,Current Portion of Leases,0.21,0.2,0.15,0.18,0.13,0.19,0.16,0.18,0.19,0.19
19,Current Income Taxes Payable,1.71,1.53,1.83,1.41,1.63,1.48,1.89,1.82,1.5,1.02
20,Current Unearned Revenue,-,-,-,-,-,-,0.04,0.11,-,-
21,Other Current Liabilities,0.64,0.82,0.44,0.4,0.4,1.13,0.68,0.56,0.49,0.32
22,Total Current Liabilities,5.89,8.34,6.12,7.56,7,11.69,6.56,9.71,7.65,8.25
23,Long-Term Debt,-,-,1.35,2.36,2.61,3.06,1.59,1.84,2.07,2.3
24,Long-Term Leases,1.04,1.13,1.09,1.17,0.96,1.08,1,1.08,1.02,1.12
25,Long-Term Deferred Tax Liabilities,1.41,1.29,1.27,1.21,1.25,1.09,0.77,0.91,1.05,0.89
26,Total Liabilities,8.34,10.76,9.83,12.31,11.82,16.93,9.91,13.54,11.79,12.56
27,Common Stock,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73
28,Additional Paid-In Capital,13.49,13.49,13.49,13.49,13.49,13.49,13.49,13.49,13.49,13.49
29,Retained Earnings,51.39,47.77,45.69,42.31,39.42,36.5,37.2,33.07,31.32,26.24
30,Comprehensive Income & Other,10.5,10.23,10.1,10.88,9.87,10.08,9.95,10.06,10.13,10.13
31,Shareholders' Equity,77.1,73.21,71.01,68.4,64.5,61.79,62.37,58.34,56.66,51.58
32,Total Liabilities & Equity,85.44,83.97,80.84,80.71,76.32,78.72,72.29,71.88,68.45,64.15
33,Total Debt,1.25,1.32,2.84,4.21,4.43,5.06,3.23,3.77,3.73,4.06
34,Net Cash (Debt),35.34,30.12,30.27,25.86,25.62,21.8,24.08,20.75,17.37,12.35
35,Net Cash Growth,16.74%,16.50%,18.15%,18.61%,6.41%,5.08%,38.64%,68.03%,3.08%,-
36,Net Cash Per Share,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01
37,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
38,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
39,Working Capital,50.28,46.94,47.04,45.77,44.06,41.07,41.6,39.36,38.49,33.48
40,Book Value Per Share,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05
41,Tangible Book Value,77.1,73.21,71.01,68.4,64.5,61.79,62.37,58.34,56.66,51.58
42,Tangible Book Value Per Share,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05
43,Land,6.85,6.83,6.83,6.57,5.97,4.69,4.6,4.68,4.15,4.2
44,Buildings,10.95,10.94,10.98,10.9,10.24,9.68,9.84,9.9,9.52,9.55
45,Machinery,24.69,22.77,20.01,20.17,19.35,19.53,17.48,16.71,16.08,15.79
46,Construction In Progress,-,-,1.86,1.47,1.44,1.1,1.03,1.02,0.21,-
