,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+12 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+12 Quarters
0,Market Capitalization,19,28,37,41,48,72,87,13,17,53,53,80,116,92,88,130,76,26,30,51,61,Upgrade
1,Market Cap Growth,-61.63%,-61.63%,-57.88%,203.75%,190.00%,36.51%,62.80%,-83.40%,-85.66%,-42.98%,-39.66%,-38.10%,52.76%,260.00%,193.62%,153.75%,23.96%,-50.00%,-68.24%,-81.40%,-78.90%,Upgrade
2,Enterprise Value,22,27,33,17,24,68,43,-31,-29,7,8,35,71,58,54,101,48,3,6,25,34,Upgrade
3,Last Close Price,0.12,0.17,0.22,0.24,0.29,0.43,0.52,0.26,0.32,1.02,1.05,1.66,2.41,1.94,2.23,3.28,1.92,0.65,0.76,1.29,1.55,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.31,-,-,-,Upgrade
5,PS Ratio,0.12,0.18,0.25,0.29,0.39,0.54,0.60,0.09,0.11,0.35,0.36,0.53,0.77,0.60,0.57,0.84,0.51,0.17,0.20,0.31,0.37,Upgrade
6,PB Ratio,0.25,0.35,0.47,0.49,0.49,0.73,1.07,0.17,-,0.49,0.44,0.67,-,0.75,0.77,1.12,-,0.23,0.27,0.43,-,Upgrade
7,P/TBV Ratio,0.35,0.35,0.47,0.49,0.50,0.73,1.08,0.17,-,0.49,0.45,0.67,-,0.76,0.78,1.13,-,0.23,0.27,0.44,-,Upgrade
8,EV/Sales Ratio,0.14,0.17,0.22,0.12,0.20,0.51,0.29,-,-,0.05,0.05,0.23,0.46,0.38,0.34,0.66,0.32,0.02,0.04,0.15,0.21,Upgrade
9,EV/EBITDA Ratio,-,-4.72,-5.42,-,-1.69,-2.67,-,-,-,-,-,-,-,-,-,-,-,-,-,7.32,4.77,Upgrade
10,Debt / Equity Ratio,0.11,0.11,0.11,0.11,0.08,0.08,0.17,0.17,-,0.10,0.11,0.11,-,0.22,0.29,0.29,-,0.09,0.12,0.12,-,Upgrade
11,Debt / EBITDA Ratio,-,1.34,1.34,-,0.77,1.78,-,-,-,-,-,-,-,-,-,-,-,-,-,26.69,-,Upgrade
12,Asset Turnover,1.62,1.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
13,Quick Ratio,2.56,2.56,2.56,2.87,-,3.26,-,1.97,-,3.20,-,3.93,-,6.89,-,3.98,-,2.98,-,2.79,-,Upgrade
14,Current Ratio,2.80,2.80,2.80,3.14,-,3.67,-,2.15,-,3.20,-,4.22,-,7.12,-,4.12,-,3.13,-,2.92,-,Upgrade
15,Return on Equity (ROE),-10.02%,-9.80%,-75.65%,-1.08%,-10.57%,-49.94%,-,-,-33.55%,-33.15%,-,-,-40.81%,-9.00%,-,-,0.96%,-12.17%,-,-,Upgrade,
16,Return on Assets (ROA),-5.47%,-5.37%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
17,Return on Capital (ROIC),-6.16%,-6.04%,-38.25%,-0.47%,-5.77%,-27.36%,-,-,-19.23%,-19.85%,-,-,-21.91%,-7.41%,-,-,-4.70%,-9.64%,-,-,Upgrade,
18,Earnings Yield,-109.27%,-76.82%,-59.41%,-74.66%,-66.78%,-59.87%,-59.11%,-379.30%,-179.23%,-47.95%,-53.10%,-25.93%,-16.90%,-17.41%,-4.12%,-3.66%,-8.59%,-23.21%,-30.77%,-16.25%,-8.92%,Upgrade
19,FCF Yield,-173.07%,-12.37%,-4.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Buyback Yield / Dilution,-91.02%,0.24%,-79.73%,-245.76%,-300.00%,-304.07%,-115.85%,-24.82%,-7.73%,-26.81%,-34.39%,-22.27%,-20.99%,-2.00%,-,-,-,-,-,-,-,Upgrade
21,Total Shareholder Return,-91.02%,0.24%,-79.73%,-245.76%,-300.00%,-304.07%,-115.85%,-24.82%,-7.73%,-26.81%,-34.39%,-22.27%,-20.99%,-2.00%,-,-,-,-,-,-,-,Upgrade
