,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,940.24,940.24,1395,890.47,746.72,617.99,1108,861.76,651.88,679.7,788.63,784.78,862.27,634.14,739.84,702.35,866.12,572.51,696.05,583.9,Upgrade
1,Revenue Growth (YoY),25.91%,52.14%,25.90%,3.33%,14.55%,-9.08%,40.47%,9.81%,-24.40%,7.18%,6.60%,11.74%,-0.44%,10.76%,6.29%,20.29%,57.21%,-35.38%,-13.91%,-12.48%,Upgrade
2,Cost of Revenue,929.47,929.47,1376,865.36,730.09,617.81,1084,812.02,629.11,644.68,750.32,750.59,805.45,590.05,687.02,657.02,820.3,548.94,651.42,555.18,Upgrade
3,Gross Profit,10.77,10.77,19.15,25.11,16.64,0.18,24.21,49.73,22.78,35.03,38.31,34.18,56.81,44.09,52.82,45.33,45.82,23.57,44.63,28.72,Upgrade
4,"Selling, General & Admin",9.62,9.62,18.88,12,10.01,11.55,16.71,13.3,14.83,11.62,13.97,22.26,11.17,11.8,9.28,18.71,9.57,15.99,18.46,13.46,Upgrade
5,Other Operating Expenses,-0.2,-0.2,-0.05,-0.17,-0.54,-,0.43,-0.02,-1.22,-,0.3,-0.07,-2.23,-,2.93,-2.87,-1.32,-,-0.93,-0.35,Upgrade
6,Operating Expenses,7.93,7.93,16.92,13.62,9.5,6.43,22.92,13.28,13.61,11.62,29.47,26.64,28.05,19.57,191.55,15.84,8.25,15.99,54.71,13.11,Upgrade
7,Operating Income,2.84,2.84,2.22,11.49,7.14,-6.25,1.29,36.45,9.16,23.41,8.84,7.55,28.77,24.52,-138.74,29.49,37.57,7.58,-10.08,15.61,Upgrade
8,Interest Expense,-5.18,-5.18,-4.71,-5.26,-5.42,-5.94,-6.15,-4.29,-6.18,-4.09,-8.98,-1,-6.69,-6.87,-6.69,-6.25,-8.86,-11.67,-11.74,-8.59,Upgrade
