,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Cash & Equivalents,6603,8132,9040,8931,7143,8138,6630,4375,7216,6735,5892,6392,6632,7652,5794,6798,5133,5284,5698,6653,Upgrade
1,Short-Term Investments,-,303.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,6603,8435,9040,8931,7143,8138,6630,4375,7216,6735,5892,6392,6632,7652,5794,6798,5133,5284,5698,6653,Upgrade
3,Cash Growth,-7.55%,3.65%,36.34%,104.13%,-1.02%,20.84%,12.52%,-31.55%,8.81%,-11.99%,1.71%,-5.97%,29.22%,44.82%,1.68%,2.17%,-41.14%,-45.29%,-39.59%,-6.03%,Upgrade
4,Accounts Receivable,4290,4398,4138,4161,3821,3749,3646,3675,3497,3369,3246,3430,3289,3431,3271,3066,3833,3551,2966,1623,Upgrade
5,Other Receivables,1037,1911,794.6,494.06,717.52,1348,688.47,3379,734.57,2999,292.63,237.02,325.94,1089,419.66,507.7,837.72,1628,493.68,467.94,Upgrade
6,Receivables,5326,6309,4933,4655,4539,5097,4334,7054,4231,6368,3539,3689,3615,4520,3691,3573,4671,5178,3460,2091,Upgrade
7,Inventory,574.17,465.5,459.4,367.49,511.43,444.48,406.53,310.83,382.23,340.11,366.21,216.84,345.3,365.01,371.18,279.1,206.53,417.58,424.15,1846,Upgrade
8,Prepaid Expenses,-,31.99,-,26.03,-,20.05,-,20.97,-,24.16,-,23.05,-,61.96,-,56,-,39.93,-,49.65,Upgrade
9,Other Current Assets,265.5,189.39,220.95,493.22,243.11,336.23,224.94,318.98,211.06,145.61,296.78,1308,282.11,198.83,317.51,209.62,389.39,329.39,415.84,336,Upgrade
10,Total Current Assets,12770,15431,14653,14473,12436,14036,11596,12080,12041,13613,10095,11630,10875,12798,10173,10916,10400,11249,9998,10976,Upgrade
11,"Property, Plant & Equipment",2990,2965,2833,2853,2707,2740,2772,2836,1425,1441,1503,1516,1700,2195,2225,1867,5228,4717,4749,4582,Upgrade
12,Long-Term Investments,52752,51880,48054,46759,49463,48022,48631,46841,45765,45091,45259,42957,41558,40097,39606,38256,37393,36009,36339,36654,Upgrade
13,Goodwill,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,Upgrade
14,Other Intangible Assets,89238,90215,91047,92024,50060,50581,51036,51537,51720,36795,37181,37572,38020,38417,38786,39188,37426,37664,38038,38261,Upgrade
15,Long-Term Accounts Receivable,116.27,115.84,101.39,87.48,93.88,118.98,82.5,85.16,94.09,98.91,105.92,101.1,124.38,128.47,129.22,140.99,-,-,-,-,Upgrade
16,Long-Term Deferred Tax Assets,174.64,174.05,158.58,160.06,98.92,94.68,139.09,93.22,77.35,77.24,74.59,74.6,65.5,64.06,76.27,88.72,111.17,118.65,123.36,131.07,Upgrade
17,Long-Term Deferred Charges,742.02,801.33,858.26,907.19,836.48,900.04,964.06,973.03,904.71,950.31,990.08,1045,825.56,144.17,126.38,128.33,118.36,125.98,136.12,142.15,Upgrade
18,Other Long-Term Assets,173.51,176.06,178.61,198.6,3310,3312,3315,474.63,3480,3451,3445,3407,3518,3483,3439,3405,3463,3507,3440,254.02,Upgrade
19,Total Assets,158974,161777,157903,157482,119024,119823,118555,114939,115526,101536,98672,98321,96705,97346,94580,94009,94160,93410,92842,91019,Upgrade
20,Accounts Payable,2095,2068,2007,2240,1810,1867,1883,2066,1622,1710,1701,1992,1695,1653,1687,1873,1442,1403,1643,1825,Upgrade
21,Accrued Expenses,437.14,748.97,362.11,824.04,387.71,756.83,316.56,753.14,372.83,385.59,310.44,692.91,253.82,280.48,186.57,400,278.79,378.69,224.64,390.31,Upgrade
22,Short-Term Debt,2651,2632,2810,2745,2413,2319,2375,2345,4404,3166,2318,1905,1731,1681,1696,2745,5611,7525,6862,2510,Upgrade
23,Current Portion of Long-Term Debt,6592,4617,7410,7758,6259,3449,2049,1173,2780,3216,2966,2694,2528,3764,3808,3761,646.49,815.65,1075,1018,Upgrade
24,Current Portion of Leases,-,43.12,-,41.4,-,44.51,-,57.38,-,33.89,-,32.82,-,27.25,-,-,-,-,-,-,Upgrade
25,Current Income Taxes Payable,257.03,180.66,221.61,188.54,192.17,128.11,160.97,106.18,162.51,104.44,179.73,353.86,340.88,411.78,451.19,275.24,300,358.27,413.44,489.85,Upgrade
26,Current Unearned Revenue,1200,1205,1143,1156,1041,1080,997.6,1001,1127,800.73,1132,1102,818.18,1001,1112,957.54,817.29,801.6,659.94,-,Upgrade
27,Other Current Liabilities,1721,5602,1742,2259,1546,4123,1493,2223,2333,3513,847.65,961.4,1113,2078,1054,1045,2651,3027,2716,4977,Upgrade
28,Total Current Liabilities,14953,17097,15696,17211,13648,13767,9275,9724,12801,12928,9455,9735,8480,10896,9995,11057,11746,14309,13594,11209,Upgrade
29,Long-Term Debt,50245,51848,47342,51073,31070,33445,35114,33017,31739,21619,20652,21341,21980,21378,19708,19563,22891,22900,22582,22215,Upgrade
30,Long-Term Leases,179.52,179.25,170.2,183.52,205.32,204.19,202.95,199.67,230.64,232.23,233.96,226.93,249.73,253.45,235.38,-,-,-,-,-,Upgrade
31,Long-Term Unearned Revenue,124.19,130.94,142.99,150.98,140.88,147.68,154.51,161.75,177.33,169.51,177.56,184.76,190.91,198.95,224.44,209.87,180.84,190.57,138.45,139.33,Upgrade
32,Long-Term Deferred Tax Liabilities,6139,6189,6215,6268,3523,3554,3632,3612,3317,3225,3205,3224,3287,3299,3356,3371,3277,3289,3344,3360,Upgrade
33,Other Long-Term Liabilities,278.79,330.56,276.72,172.35,557.21,306.28,735.88,304.31,935.39,263.49,720.17,265.56,19.4,70.89,20.51,75.3,18.61,92.85,19.54,79.68,Upgrade
34,Total Liabilities,72212,76069,70141,75344,49394,51678,49371,47264,49200,38461,34444,35000,34207,36096,33539,34275,38113,40781,39678,37021,Upgrade
