,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Operating Revenue,63412,66279,51901,57274,62478,70066,57415,61041,69130,68605,62699,56536,62832,59820,51823,51082,54375,53245,46832,39916,Upgrade
1,Other Revenue,-,-303.15,303.15,-,523.7,-257.65,257.65,-,515.75,-248.17,248.17,-,668.49,-325.15,325.15,-,553.49,-225.35,225.35,-,Upgrade
2,Revenue,63412,65976,52205,57274,63001,69809,57673,61041,69646,68357,62947,56536,63500,59495,52148,51082,54928,53020,47057,39916,Upgrade
3,Revenue Growth (YoY),0.65%,-5.49%,-9.48%,-6.17%,-9.54%,2.12%,-8.38%,7.97%,9.68%,14.89%,20.71%,10.68%,15.61%,12.21%,10.82%,27.97%,20.91%,13.70%,22.76%,-1.08%,Upgrade
4,Cost of Revenue,-166876,62723,49815,54337,59908,65616,56061,57911,66221,66013,58268,52494,59704,56038,47520,44922,51142,45336,42843,34881,Upgrade
5,Gross Profit,230288,3252,2389,2936,3093,4193,1612,3130,3425,2344,4679,4042,3796,3457,4629,6159,3787,7684,4214,5035,Upgrade
6,"Selling, General & Admin",-7427,2657,2293,2478,2301,2480,2195,2553,2189,2461,2115,2443,2681,2439,2204,2620,546.02,2985,2445,2699,Upgrade
7,Research & Development,-170.42,57.56,57.02,55.84,92.99,60.27,56.5,57.48,89.15,53.08,47.35,54.37,107.75,48.93,50.63,48.26,57.39,44.26,37.65,43.55,Upgrade
8,Other Operating Expenses,234722,171.37,162,181.96,166.57,117.09,55.28,80.94,407.02,80.59,42.63,103.29,317.86,80.68,86.34,60.62,393.08,41.52,13.61,7.52,Upgrade
9,Operating Expenses,227114,2877,2561,2685,2567,2704,2309,2693,2685,2596,2208,2602,3111,2573,2342,2732,998.83,3069,2492,2753,Upgrade
10,Operating Income,3174,375.24,-171.57,251.16,526.16,1489,-697.09,437.42,740.15,-252.82,2472,1440,685.48,883.3,2287,3428,2788,4614,1722,2282,Upgrade
11,Interest Expense,-2931,-546.71,-565.81,-542.02,-586.06,-1768,-662.89,-549.69,-619.64,-587.48,-613.83,-550.01,-494.23,-541.63,-467.6,-401.79,-389.86,-387.1,-516.17,-555.47,Upgrade
12,Interest & Investment Income,1655,780.65,973.16,1177,941.46,-,1226,772.31,622.83,562.52,526.89,470.47,409.8,522.72,394.72,473.24,483.61,242.2,911.44,926.29,Upgrade
13,Currency Exchange Gain (Loss),-,-57.98,57.98,-,161.19,-99.42,99.42,-,-195.53,194.49,-194.49,-,67.94,-41.17,41.17,-,526.89,30.04,-30.04,-,Upgrade
14,Other Non Operating Income (Expenses),103.28,42.89,-61.82,-57.11,-214.25,2011,-101.73,-59.36,56.12,-255.05,-23.85,-88.97,-233.21,11.88,-36.67,-61.52,-258.29,153.13,-20.69,-287.71,Upgrade
15,EBT Excluding Unusual Items,2001,594.08,231.95,829.44,828.5,1632,-136.79,600.67,603.93,-338.35,2166,1271,435.79,835.11,2219,3438,3150,4653,2066,2365,Upgrade
16,Gain (Loss) on Sale of Investments,105.34,-89.43,-204.55,188.65,-29.1,103.45,-149.92,513.89,-362.53,666.96,311.73,-877.47,-275.4,493.49,-564.79,-495.87,-1987,-993.72,-52.19,-516.41,Upgrade
