,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,897.23,1327,927.53,1099,1845,1342,2333,1844,1170,127.17
1,Short-Term Investments,496.52,543.16,1134,911.36,221.48,735.84,-,673.31,913.44,-
2,Cash & Short-Term Investments,1394,1870,2061,2010,2067,2078,2333,2517,2084,127.17
3,Cash Growth,-32.38%,-6.97%,-0.27%,-3.26%,-11.43%,-17.45%,11.98%,1879.41%,1556.93%,112.83%
4,Accounts Receivable,147.8,111.11,182.72,113.02,23.21,83.74,70.24,90.25,39.08,34.16
5,Other Receivables,438.94,382.31,371.84,262.26,242.64,222.74,168.5,129.6,99.98,87.78
6,Receivables,586.74,493.42,554.56,375.28,295.85,306.48,238.75,219.84,139.06,121.94
7,Inventory,146.53,132.07,124.01,118.1,78.04,70.75,63.79,51.09,47.37,74.9
8,Restricted Cash,259.07,231.46,93.2,10.56,0.75,1.79,-,0.13,0,25
9,Other Current Assets,72.42,78.89,83.11,71.06,181.36,102.48,105.67,73.43,34.33,34.23
10,Total Current Assets,2459,2806,2916,2585,2623,2559,2742,2862,2305,383.25
11,"Property, Plant & Equipment",3220,3137,2620,2308,2008,2016,1862,1661,1164,1128
12,Long-Term Investments,411.85,145.18,173.46,163.93,142.76,333.69,365.47,71.74,39.85,21.19
13,Other Intangible Assets,27.43,25.67,25.99,24.56,21.46,18.39,11.12,11.91,5.47,3.08
14,Long-Term Deferred Tax Assets,139.35,116.15,115.26,115.02,91.11,82.22,85.35,86.75,110.75,63.28
15,Other Long-Term Assets,268.52,290.57,234.49,210.72,140.82,125.07,146.94,113.35,59.45,55.59
16,Total Assets,6525,6521,6085,5407,5027,5135,5213,4806,3684,1654
17,Accounts Payable,174.02,209.31,173.8,196.73,151.44,153.39,141.13,137.73,165.22,115.22
18,Accrued Expenses,278.21,350.64,-,191.56,0.23,-,-,-,-,-
19,Short-Term Debt,80,50,70,30,20,-,-,42.95,53,220.46
20,Current Portion of Long-Term Debt,40,40,-,-,-,-,-,-,-,-
21,Current Portion of Leases,580.27,539.47,465.52,442.91,418.5,390.69,353.93,317.21,295.59,234.05
22,Current Income Taxes Payable,46.43,68.22,67.37,17.47,30.88,38.26,45.45,37.17,14.94,23.09
23,Current Unearned Revenue,19.05,7.91,7.07,4.21,5.7,5.87,7.56,4.07,5.67,0.75
24,Other Current Liabilities,280.36,137.02,273.34,72.08,233.15,216.34,191.96,209.83,150.87,200.28
25,Total Current Liabilities,1498,1403,1057,954.96,859.92,804.55,740.04,748.95,685.28,793.84
26,Long-Term Debt,169.71,154.16,131.33,-,-,-,-,-,-,-
27,Long-Term Leases,1614,1545,1329,1207,1074,1114,1068,966.98,697.72,663.1
28,Long-Term Deferred Tax Liabilities,6.39,5.88,11.51,7.6,2.39,47.2,47.44,3.08,2.62,-
29,Other Long-Term Liabilities,71.2,56.2,53.43,37.95,32.01,31.65,29.22,27.05,20.03,26.74
30,Total Liabilities,3360,3164,2582,2208,1968,1998,1885,1746,1406,1484
31,Common Stock,0,0,0,0,0,0,0,0,0,0
32,Additional Paid-In Capital,2425,2636,2774,2780,2774,2836,2836,2885,2136,-
33,Retained Earnings,678.2,602.96,559.87,338.27,346.59,288.89,421.45,235.41,24.88,111.6
34,Treasury Stock,-65.89,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,122.16,96.19,146.43,55.56,-84.64,-42.14,15.17,-103.41,91.26,21.49
36,Total Common Equity,3159,3336,3480,3174,3036,3083,3272,3017,2252,133.09
37,Minority Interest,6.15,21.48,22.56,24.85,23.32,55.02,55.47,43.85,26.1,37.59
38,Shareholders' Equity,3165,3357,3502,3199,3059,3138,3328,3060,2278,170.68
39,Total Liabilities & Equity,6525,6521,6085,5407,5027,5135,5213,4806,3684,1654
40,Total Debt,2484,2329,1996,1680,1512,1505,1422,1327,1046,1118
41,Net Cash (Debt),-1090,-458.62,65.42,329.88,554.21,573.14,911.34,1190,1038,-990.44
42,Net Cash Growth,-,-,-88.20%,-42.44%,-39.19%,-51.84%,-12.16%,-,-,-
43,Net Cash Per Share,-0.76,-0.32,0.04,0.23,0.38,0.39,0.63,0.82,0.77,-0.99
44,Filing Date Shares Outstanding,1432,1437,1455,1454,1454,1453,1453,1453,1383,1000
45,Total Common Shares Outstanding,1432,1437,1455,1454,1454,1453,1453,1453,1383,1000
46,Working Capital,960.17,1403,1859,1630,1763,1755,2002,2113,1619,-410.59
47,Book Value Per Share,2.21,2.32,2.39,2.18,2.09,2.12,2.25,2.08,1.63,0.13
48,Tangible Book Value,3132,3310,3454,3150,3014,3064,3261,3005,2247,130.01
49,Tangible Book Value Per Share,2.19,2.30,2.37,2.17,2.07,2.11,2.24,2.07,1.62,0.13
50,Land,-,4.73,-,4.52,-,4.41,-,4.5,-,-
51,Buildings,-,0.54,-,0.52,-,0.51,-,0.52,-,-
52,Machinery,-,539.73,-,434.81,-,358.4,-,271.1,-,232.52
53,Construction In Progress,-,367.85,-,118.07,-,5.96,-,17.52,-,10.1
54,Leasehold Improvements,-,981.8,-,744.13,-,613.31,-,461.57,-,393.51
