,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,17.66,17.66,18.57,-,16.03,-,21.19,-,2.66,-,11,-,5.94,-,9.21,-,4.44,-,4.59,-,Upgrade
1,Short-Term Investments,1.62,1.62,1.63,-,1.54,-,1.72,-,16.84,-,2.06,-,2.06,-,2.28,-,2.37,-,2.4,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,0.05,-,0.16,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,19.28,19.28,20.2,17.56,17.56,22.9,22.9,-,19.49,13.11,13.11,-,8.15,11.49,11.49,-,6.8,6.99,6.99,-,Upgrade
4,Cash Growth,9.76%,-15.83%,-11.81%,-,-9.91%,74.67%,74.67%,-,139.19%,14.13%,14.13%,-,19.80%,64.36%,64.36%,-,17.68%,-1.49%,-1.49%,-,Upgrade
5,Accounts Receivable,2.46,2.46,2.04,-,2.77,-,2.68,-,3.82,-,2.34,-,5.96,-,5.04,-,8.81,-,8.06,-,Upgrade
6,Other Receivables,0.02,0.02,0.02,-,0.62,-,0.46,-,0.06,-,0.09,-,0.03,-,0.04,-,0.76,-,0.46,-,Upgrade
7,Receivables,2.48,2.48,2.06,-,3.39,-,3.14,-,3.88,-,2.43,-,5.99,-,5.08,-,9.57,-,8.52,-,Upgrade
8,Inventory,-,-,-,-,0.16,-,0.05,-,0.1,-,0.59,-,1.55,-,1.5,-,2.1,-,1.79,-,Upgrade
