,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,1018971,749800,796560,397845,1011031,846359,705611,658926,952518,663781,839815,478238,1061318,739236,657401,302306,762849,550168,473637,392051,Upgrade
1,Revenue Growth (YoY),0.79%,-11.41%,12.89%,-39.62%,6.14%,27.51%,-15.98%,37.78%,-10.25%,-10.21%,27.75%,58.20%,39.13%,34.37%,38.80%,-22.89%,15.47%,-10.87%,14.59%,-31.68%,Upgrade
2,Cost of Revenue,947244,711468,735277,365127,954466,772493,659815,612667,887855,602971,787110,435360,1002682,692058,611474,272740,719735,494589,432071,345982,Upgrade
3,Gross Profit,71727,38331,61282,32718,56565,73866,45796,46259,64663,60810,52704,42878,58636,47177,45927,29565,43114,55578,41566,46069,Upgrade
4,"Selling, General & Admin",60877,40590,61033,37177,54770,49219,49886,42683,51749,44122,36945,41130,43854,49208,41742,29292,42674,43050,39083,33945,Upgrade
5,Operating Expenses,60877,40590,61033,37177,54770,49219,49886,42683,51749,44122,36945,41130,43854,49208,41742,29292,42674,43050,39083,33945,Upgrade
6,Operating Income,10850,-2259,249.57,-4459,1795,24647,-4090,3576,12915,16688,15759,1749,14783,-2031,4185,273.12,439.57,12528,2484,12124,Upgrade
7,Interest Expense,-438.93,-1987,-,-589.22,-749.08,-12021,-,-1738,-874.32,-923.47,-,-2582,-554.24,-338.8,-932.18,-37.92,-622.04,-457.9,-692.32,-353.1,Upgrade
8,Interest & Investment Income,8436,5636,3221,6472,3892,6077,15756,5360,4327,3735,6475,3929,5141,9057,-,2671,3984,3684,3327,2821,Upgrade
9,Currency Exchange Gain (Loss),-,-,2209,-467.2,481.57,-,-9311,4560,6997,-,-25520,-433.6,-6494,-,3913,877.22,1470,-,3668,-6349,Upgrade
10,Other Non Operating Income (Expenses),-4045,1464,1202,1575,337.7,2185,10874,2676,-1286,-14307,12383,-333.03,542.77,2489,898.71,-234.63,-2985,-2626,-979.74,-1028,Upgrade
11,EBT Excluding Unusual Items,14803,2854,6881,2532,5757,20889,13229,14434,22077,5193,9098,2329,13418,9177,8065,3548,2287,13128,7807,7216,Upgrade
12,Gain (Loss) on Sale of Assets,-,-,-,-,-29.43,-,212.26,64.09,26.42,-,-,9.95,360.36,-,-,-,2092,-,-,-,Upgrade
13,Asset Writedown,-,-,-8.71,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Pretax Income,14803,2854,6872,2532,5728,20889,13442,14498,22104,5193,9098,2339,13778,9177,8065,3548,4379,13128,7807,7216,Upgrade
15,Income Tax Expense,5743,2203,2125,1539,4956,3981,7599,2997,5482,1585,2167,2244,3475,3195,2242,1553,3179,4115,3002,1349,Upgrade
16,Earnings From Continuing Operations,9060,651.39,4747,992.43,771.64,16907,5843,11501,16622,3608,6930,94.9,10303,5982,5823,1995,1200,9013,4805,5867,Upgrade
17,Minority Interest in Earnings,-5959,-2154,-3128,-941.81,-1201,-3999,-5815,-3524,-6618,-2653,-3233,-3247,-4863,-4122,-5601,-1948,-2884,-5163,-5650,-1803,Upgrade
18,Net Income,3101,-1502,1618,50.62,-429.04,12908,27.1,7977,10003,954.25,3698,-3152,5440,1860,222.5,47.6,-1684,3850,-844.59,4063,Upgrade
19,Preferred Dividends & Other Adjustments,-,-,-,-,4100,-,-,-,6606,-,-,-,4400,-,-,-,8000,-,-,-,Upgrade
20,Net Income to Common,3101,-1502,1618,50.62,-4529,12908,27.1,7977,3397,954.25,3698,-3152,1040,1860,222.5,47.6,-9684,3850,-844.59,4063,Upgrade
