,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,876900,844422,1055528,1201678,1201678,1217917,880000,905000,725000,600000,900000,805000,1475000,798000,551000,546250,494000,389500,285000,275500,190000,Upgrade
1,Market Cap Growth,-30.67%,-30.67%,19.95%,32.78%,65.75%,102.99%,-2.22%,12.42%,-50.85%,-24.81%,63.34%,47.37%,198.58%,104.88%,93.33%,98.28%,160.00%,18.03%,-20.83%,-21.29%,-46.48%,Upgrade
2,Enterprise Value,770852,689966,998180,1125360,1313902,1618378,1265704,1234145,1125728,889623,1149763,866067,1663240,962180,554765,526013,506184,204282,203168,491819,460091,Upgrade
3,Last Close Price,10800.00,10400.00,12940.00,14731.69,14731.69,14930.77,12672.34,13032.35,10440.28,8640.24,12734.53,11390.33,20870.48,11885.56,7926.92,7858.59,7106.90,5603.51,3811.84,3684.78,2541.23,Upgrade
4,PE Ratio,268.31,258.38,-,119.59,142.10,-,36.20,73.24,45.24,122.52,354.43,233.64,-,251.71,-72.95,-98.18,-74.50,-,175.87,-,13.51,Upgrade
5,Forward PE,-,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,Upgrade
6,PS Ratio,0.30,0.28,0.36,0.39,0.41,0.38,0.28,0.30,0.23,0.20,0.30,0.26,0.50,0.29,0.22,0.24,0.24,0.18,0.14,0.13,0.09,Upgrade
7,PB Ratio,0.94,0.81,1.03,1.17,1.14,1.16,1.05,1.10,0.86,0.72,1.10,0.99,1.78,1.00,0.70,0.69,0.60,0.47,0.35,0.34,0.22,Upgrade
8,P/TBV Ratio,0.91,0.91,1.14,1.30,1.31,1.32,1.24,1.30,1.02,0.85,1.30,1.16,2.08,1.19,0.83,0.82,0.71,0.57,0.41,0.40,0.26,Upgrade
9,P/FCF Ratio,4.30,4.14,-,-,5.54,14.64,-,-,-3.86,-,-67.51,-,-17.64,-,-1.98,-,2.07,-,2.23,0.93,0.88,Upgrade
