,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,420928,327344,326833,398798,649485,369566,212975,174604,228244,189669,165708,173549,202785,153643,175665,484763,437676,462745,329038,277336,Upgrade
1,Short-Term Investments,203430,220750,263120,264120,156120,109120,157840,205540,123040,186351,272451,259120,228620,194000,317239,6000,6000,57000,38945,57000,Upgrade
2,Cash & Short-Term Investments,624358,548094,589953,662918,805605,478686,370815,380144,351284,376021,438159,432669,431405,347643,492904,490763,443676,519745,367982,334336,Upgrade
3,Cash Growth,-22.50%,14.50%,59.10%,74.39%,129.33%,27.30%,-15.37%,-12.14%,-18.57%,8.16%,-11.11%,-11.84%,-2.77%,-33.11%,33.95%,46.79%,34.99%,32.75%,5.07%,-8.25%,Upgrade
4,Accounts Receivable,743515,711896,829683,795700,1022762,1123543,957045,955200,1174839,937173,955017,612826,837380,766080,723089,626010,783575,438064,582518,757597,Upgrade
5,Other Receivables,33175,48492,38937,31572,56441,63390,8201,99284,11872,131145,19385,75462,14815,36533,12066,30138,5052,16246,5851,27489,Upgrade
6,Receivables,776690,760388,868620,827272,1079204,1186934,965247,1054484,1186711,1068318,974402,688288,852195,802613,735156,656149,788627,454310,588370,785086,Upgrade
7,Inventory,416009,372301,300980,257787,318397,337997,421236,346373,363952,323010,311138,347503,256946,238319,251027,238518,163776,232727,320473,301617,Upgrade
8,Prepaid Expenses,2856,4282,5449,4433,9804,6536,12457,8227,6449,3205,4626,3524,947.31,908.27,1847,1786,1250,970.39,1429,3013,Upgrade
9,Other Current Assets,80207,69906,68481,33413,87330,40721,87424,26776,155606,41195,39240,31776,66263,35196,35469,26220,53792,27963,26782,22631,Upgrade
10,Total Current Assets,1900120,1754972,1833483,1785823,2300338,2050874,1857178,1816004,2064002,1811749,1767565,1503761,1607756,1424678,1516402,1413437,1451121,1235715,1305037,1446683,Upgrade
11,"Property, Plant & Equipment",65807,68686,71668,120069,121043,121194,117754,122506,126223,128858,132732,138254,144002,148739,154645,157679,163829,168494,174476,179962,Upgrade
12,Long-Term Investments,-,-,-,-,-,-,-,12770,-,-,-,-,-,-,-,604.16,-,-,-,-,Upgrade
13,Other Intangible Assets,5138,4768,4812,21898,22030,22263,22518,22773,20269,20524,20751,21004,21258,21515,21771,21968,22231,22488,22745,23034,Upgrade
14,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87,-,Upgrade
15,Long-Term Deferred Tax Assets,20907,20417,20655,21933,22020,22994,23859,25649,25937,24910,24977,27867,27947,20263,24034,26753,26604,25564,25918,25312,Upgrade
16,Other Long-Term Assets,73405,74843,73535,6440,6610,7100,7296,7008,9112,10287,9195,9340,9783,8905,9692,10401,9754,10656,11055,7899,Upgrade
17,Total Assets,2065376,1923686,2004152,1956163,2472041,2224425,2028604,2006710,2245543,1996328,1955220,1700226,1810746,1624100,1726544,1630842,1673539,1462917,1539318,1682890,Upgrade
18,Accounts Payable,369598,346472,315467,221644,313174,263854,258405,311782,479526,316248,260067,235210,239426,159714,244207,227373,201276,133479,228659,165869,Upgrade
19,Accrued Expenses,107690,22713,66203,13466,159776,25980,115601,14661,120550,100425,102876,95919,103338,110876,92213,81865,135183,92255,106099,82941,Upgrade
20,Short-Term Debt,413679,294967,436087,477743,809915,772433,653804,597666,643912,564163,589094,395140,507982,404958,394140,364198,371770,225627,181905,418438,Upgrade
21,Current Income Taxes Payable,12565,2757,2776,2496,4831,5863,8756,7056,7057,2533,3430,5685,7113,423.75,2096,6588,7660,5887,5357,2458,Upgrade
22,Current Unearned Revenue,-,-,-,-,-,-,-,151.52,46.62,81.59,116.55,151.52,186.49,221.45,256.42,431.25,354.95,361.32,396.28,431.25,Upgrade
23,Other Current Liabilities,107656,207898,134050,167712,115735,300320,153497,202034,126770,163481,151219,107869,118437,124331,172112,92869,98712,169379,174519,126787,Upgrade
24,Total Current Liabilities,1011188,874807,954583,883061,1403431,1368451,1190061,1133351,1377862,1146931,1106803,839974,976481,800524,905025,773325,814957,626988,696935,796923,Upgrade
25,Long-Term Unearned Revenue,12,-,21.67,-,-,-,114.55,14.57,87.75,172.94,258.12,146.55,209.82,273.09,336.36,276,312,348,384,420,Upgrade
26,Long-Term Deferred Tax Liabilities,2554,3306,3129,3522,3522,3691,3052,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,Upgrade
27,Other Long-Term Liabilities,13788,16762,18384,18865,15365,15063,15063,25835,31585,29914,30107,30044,30020,29312,31831,34721,32017,9607,26116,9592,Upgrade
28,Total Liabilities,1027541,894875,976118,905448,1422318,1387205,1208291,1161754,1412089,1179572,1139722,872718,1009265,832663,939747,810876,849840,639497,725988,809489,Upgrade
29,Common Stock,811945,811945,811945,811945,811945,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,Upgrade
30,Additional Paid-In Capital,39729,39729,39729,39729,39729,40104,40104,40104,40104,40104,40104,40318,18965,18965,18965,18965,18965,18965,18965,18965,Upgrade
31,Retained Earnings,78859,75793,77170,87512,87461,187729,174821,190555,182578,172498,171544,183571,186723,180669,179268,207961,207913,209520,205670,237087,Upgrade
32,Treasury Stock,-,-,-,-,-,-,-,-,-,-,-,-,-18545,-18543,-18541,-18538,-18537,-18534,-18532,-18530,Upgrade
33,Comprehensive Income & Other,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,5022,5023,2674,3481,4576,5250,2800,4568,2980,3660,Upgrade
34,Total Common Equity,933205,930139,931516,941858,941807,730506,717598,733332,725355,715275,716670,728912,689818,684572,684268,713638,711142,714520,709084,741183,Upgrade
35,Minority Interest,104630,98671,96518,108856,107915,106714,102715,111623,108100,101481,98828,98596,111663,106865,102529,106328,112557,108900,104245,132218,Upgrade
36,Shareholders' Equity,1037835,1028811,1028034,1050714,1049722,837220,820313,844956,833454,816756,815498,827508,801481,791437,786798,819966,823699,823420,813329,873401,Upgrade
37,Total Liabilities & Equity,2065376,1923686,2004152,1956163,2472041,2224425,2028604,2006710,2245543,1996328,1955220,1700226,1810746,1624100,1726544,1630842,1673539,1462917,1539318,1682890,Upgrade
38,Total Debt,413679,294967,436087,477743,809915,772433,653804,597666,643912,564163,589094,395140,507982,404958,394140,364198,371770,225627,181905,418438,Upgrade
39,Net Cash (Debt),210679,253128,153866,185175,-4310,-293747,-282989,-217522,-292628,-188142,-150936,37529,-76577,-57316,98764,126565,71905,294118,186077,-84101,Upgrade
40,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-,-70.35%,-,-,-46.92%,-,-,16.77%,-,-,Upgrade
41,Net Cash Per Share,2241.71,4043.86,1892.89,3658.06,-50.12,-4847.20,-2838.41,-3635.77,-4569.33,-3135.70,-3061.45,1031.78,-1206.94,-718.84,217.95,2215.52,456.71,5475.03,7577.90,-1017.64,Upgrade
42,Filing Date Shares Outstanding,81.19,81.19,81.19,81.19,81.19,60,60,60,60,60,60,60,57,57,57,57,57,57,57,57,Upgrade
43,Total Common Shares Outstanding,81.19,81.19,81.19,81.19,81.19,60,60,60,60,60,60,60,57,57,57,57,57,57,57,57,Upgrade
