,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,755.36,671.73,802.51,507.92,777.88,874.93,914.9,648.55,1005,1096,1008,765.24,1214,1249,1351,896.04,1290,1164,1071,461.16,Upgrade
1,Other Revenue,-,-7.83,7.83,-,11.44,-7.11,7.11,-,13.82,-6.49,6.49,-,14.86,-6.21,6.21,-,13.95,-2.49,2.49,-,Upgrade
2,Revenue,755.36,663.9,810.33,507.92,789.31,867.83,922.01,648.55,1019,1090,1014,765.24,1229,1242,1358,896.04,1304,1162,1074,461.16,Upgrade
3,Revenue Growth (YoY),-4.30%,-23.50%,-12.11%,-21.68%,-22.50%,-20.35%,-9.11%,-15.25%,-17.10%,-12.31%,-25.28%,-14.60%,-5.81%,6.93%,26.42%,94.30%,35.41%,30.66%,25.83%,-15.45%,Upgrade
4,Cost of Revenue,1839,662.85,774.95,575.35,829.18,753.36,765.84,601.37,896.02,803.12,708.63,625.91,830.79,784.62,844.33,621.79,841.21,683.34,596.94,374.6,Upgrade
5,Gross Profit,-1083,1.05,35.39,-67.43,-39.87,114.47,156.17,47.18,122.48,286.41,305.76,139.33,397.78,457.87,513.18,274.25,463.17,478.58,476.84,86.56,Upgrade
6,"Selling, General & Admin",-261.16,89.87,88.72,82.58,136.89,89.15,95.46,86.18,117.87,92.78,88.17,81.54,125.77,86.94,81.68,85.57,105.52,75.57,71.96,50.54,Upgrade
7,Research & Development,-55.11,20.84,17.27,17,24.16,27.78,22.82,20.9,19.69,29.98,27.14,21.77,25.14,36.03,32.21,24.19,24.47,32.07,32.33,25.6,Upgrade
8,Other Operating Expenses,-12.82,2.54,6.84,3.44,4.81,0.57,6.24,-0.35,16.21,1.05,4.28,0.3,8.57,0.9,4.19,1.99,12.7,4.84,5.97,0.46,Upgrade
9,Operating Expenses,-379.07,124.61,154.39,100.07,35.25,159.16,177.14,98.21,-40.32,182.99,198.53,95.51,372.67,159.72,188.08,112.15,144.97,165.65,179.82,80.7,Upgrade
10,Operating Income,-704.29,-123.56,-119,-167.5,-75.12,-44.69,-20.97,-51.02,162.8,103.42,107.22,43.82,25.1,298.15,325.1,162.1,318.2,312.93,297.02,5.86,Upgrade
11,Interest Expense,-6.03,-148.14,-67.63,-109.23,-18.84,-171.25,-33.36,-101.87,-,-178.01,-49.67,-90.2,-,-166.98,-38.02,-46.68,-,-133.28,-24.27,-21.26,Upgrade
12,Interest & Investment Income,325,0.13,2.9,3,5.32,0.03,2.11,2.93,28.7,4,2.38,2.83,48.69,3.46,4.8,5.67,67.44,5.91,4.54,1.42,Upgrade
13,Currency Exchange Gain (Loss),-,-0.03,0.03,-,0.02,-0.03,0.03,-,-0.01,-0.02,0.02,-,0.03,-0.06,0.06,-,0.12,-0,0,-,Upgrade
14,Other Non Operating Income (Expenses),-1.59,35.19,-38.8,-0.52,-111.81,73.32,-65.36,2.44,-151.39,67.83,-60.73,-6.65,-147.43,76.46,-44.46,-34.6,-140.1,63.27,-33.19,-35.1,Upgrade
15,EBT Excluding Unusual Items,-386.91,-236.41,-222.49,-274.26,-200.43,-142.62,-117.55,-147.53,40.1,-2.78,-0.77,-50.2,-73.6,211.03,247.48,86.49,245.66,248.82,244.11,-49.08,Upgrade
16,Impairment of Goodwill,-,-,-,-,-116.9,-,-,-,-,-,-,-,-27.71,27.71,-27.71,-,-37.37,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,-,-,-,-,-1.43,-0.09,-,-,-,-,-,-,-0.13,-0.05,-,-,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,-0.9,4.33,-3.58,0.15,-36.57,-0.5,-0.49,0.65,-4.29,-0.26,-0.4,-0.18,-9.63,1.7,-3.44,-0.24,1.28,0.66,-1.34,-0.37,Upgrade
19,Asset Writedown,0.36,-0.36,-0.22,0.22,-34.2,-0.48,-0.11,0.11,-14.02,-0.05,-0.13,0.13,29.42,-29.42,-0.13,0.13,-1.71,-,-,-,Upgrade
20,Other Unusual Items,-,-6.9,6.9,-,14.99,-4.38,4.38,-,3.84,-1.04,1.04,-,9.43,-1.41,1.41,-,10.23,-0.6,0.6,-,Upgrade
21,Pretax Income,-387.46,-239.33,-219.4,-273.89,-374.55,-148.07,-113.77,-146.77,25.63,-4.13,-0.26,-50.26,-72.22,208.44,218.73,86.38,218.09,248.89,243.36,-49.45,Upgrade
22,Income Tax Expense,-29.44,-32.62,-36.78,-35.38,19.47,-21.06,-23.36,-13.36,24.21,-22.81,10.51,3.72,-13.79,30.6,29.41,20.64,40.05,34.89,21.07,11.75,Upgrade
23,Earnings From Continuing Operations,-358.02,-206.71,-182.61,-238.51,-394.02,-127.01,-90.42,-133.41,1.42,18.68,-10.77,-53.98,-58.44,177.84,189.31,65.74,178.04,214,222.29,-61.2,Upgrade
24,Minority Interest in Earnings,-,-,-,-,-0.03,0.02,0.05,0.03,-0.01,0.02,0.02,0.05,0.06,-0.15,0.15,0.1,0.01,-0.22,0.29,0.07,Upgrade
25,Net Income,-358.02,-206.71,-182.61,-238.51,-394.05,-126.99,-90.37,-133.38,1.41,18.7,-10.75,-53.93,-58.37,177.7,189.47,65.84,178.05,213.78,222.58,-61.13,Upgrade
26,Net Income to Common,-358.02,-206.71,-182.61,-238.51,-394.05,-126.99,-90.37,-133.38,1.41,18.7,-10.75,-53.93,-58.37,177.7,189.47,65.84,178.05,213.78,222.58,-61.13,Upgrade
27,Net Income Growth,-,-,-,-,-,-,-,-,-,-89.48%,-,-,-,-16.88%,-14.88%,-,44.14%,10.27%,33.94%,-,Upgrade
28,Shares Outstanding (Basic),1257,1257,1257,1257,1257,1257,1257,1257,1253,1257,1255,1257,1258,1257,1258,1256,1257,1258,1196,1076,Upgrade
29,Shares Outstanding (Diluted),1257,1257,1257,1257,1257,1257,1257,1257,1253,1257,1255,1257,1258,1257,1258,1256,1257,1258,1196,1076,Upgrade
30,Shares Change (YoY),0.04%,-0.06%,-0.00%,0.01%,0.27%,-0.00%,0.17%,-0.00%,-0.37%,0.06%,-0.23%,0.05%,0.05%,-0.07%,5.14%,16.74%,16.85%,16.89%,10.93%,0.23%,Upgrade
31,EPS (Basic),-0.28,-0.16,-0.15,-0.19,-0.31,-0.10,-0.07,-0.11,0.00,0.01,-0.01,-0.04,-0.05,0.14,0.15,0.05,0.14,0.17,0.19,-0.06,Upgrade
32,EPS (Diluted),-0.28,-0.16,-0.15,-0.19,-0.31,-0.10,-0.07,-0.11,0.00,0.01,-0.01,-0.04,-0.05,0.14,0.15,0.05,0.14,0.17,0.19,-0.06,Upgrade
33,EPS Growth,-,-,-,-,-,-,-,-,-,-89.49%,-,-,-,-16.82%,-19.04%,-,23.36%,-5.66%,20.74%,-,Upgrade
34,Free Cash Flow,-,-155.99,-197.81,-151.79,-49.87,-69.19,-442.58,-180.3,-89.77,-278.05,-498.74,-533.25,-246.61,-432.06,-1004,-585.99,-406.1,-422.9,-633.68,-279.2,Upgrade
35,Free Cash Flow Per Share,-,-0.12,-0.16,-0.12,-0.04,-0.06,-0.35,-0.14,-0.07,-0.22,-0.40,-0.42,-0.20,-0.34,-0.80,-0.47,-0.32,-0.34,-0.53,-0.26,Upgrade
36,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,0.038,-,0.077,-,-,-,-,-,Upgrade
37,Gross Margin,-143.42%,0.16%,4.37%,-13.28%,-5.05%,13.19%,16.94%,7.28%,12.03%,26.29%,30.14%,18.21%,32.38%,36.85%,37.80%,30.61%,35.51%,41.19%,44.41%,18.77%,Upgrade
38,Operating Margin,-93.24%,-18.61%,-14.69%,-32.98%,-9.52%,-5.15%,-2.27%,-7.87%,15.98%,9.49%,10.57%,5.73%,2.04%,24.00%,23.95%,18.09%,24.39%,26.93%,27.66%,1.27%,Upgrade
39,Profit Margin,-47.40%,-31.14%,-22.54%,-46.96%,-49.92%,-14.63%,-9.80%,-20.57%,0.14%,1.72%,-1.06%,-7.05%,-4.75%,14.30%,13.96%,7.35%,13.65%,18.40%,20.73%,-13.26%,Upgrade
40,Free Cash Flow Margin,-,-23.50%,-24.41%,-29.88%,-6.32%,-7.97%,-48.00%,-27.80%,-8.81%,-25.52%,-49.17%,-69.68%,-20.07%,-34.77%,-73.98%,-65.40%,-31.13%,-36.40%,-59.01%,-60.54%,Upgrade
41,EBITDA,-533.72,47.01,48.03,3.07,95.45,95.3,153.92,88.97,302.79,206,257.61,146.4,127.68,412.47,466.24,276.42,432.52,405.18,407.17,98.11,Upgrade
42,EBITDA Margin,-70.66%,7.08%,5.93%,0.60%,12.09%,10.98%,16.69%,13.72%,29.73%,18.91%,25.40%,19.13%,10.39%,33.20%,34.35%,30.85%,33.16%,34.87%,37.92%,21.28%,Upgrade
43,D&A For EBITDA,170.57,170.57,167.03,170.57,170.57,139.99,174.89,139.99,139.99,102.58,150.38,102.58,102.58,114.33,141.14,114.33,114.33,92.26,110.15,92.26,Upgrade
44,EBIT,-704.29,-123.56,-119,-167.5,-75.12,-44.69,-20.97,-51.02,162.8,103.42,107.22,43.82,25.1,298.15,325.1,162.1,318.2,312.93,297.02,5.86,Upgrade
45,EBIT Margin,-93.24%,-18.61%,-14.69%,-32.98%,-9.52%,-5.15%,-2.27%,-7.87%,15.98%,9.49%,10.57%,5.73%,2.04%,24.00%,23.95%,18.09%,24.39%,26.93%,27.66%,1.27%,Upgrade
46,Effective Tax Rate,-,-,-,-,-,-,-,-,94.45%,-,-,-,-,14.68%,13.45%,23.89%,18.37%,14.02%,8.66%,-,Upgrade
47,Revenue as Reported,-,663.9,810.33,507.92,789.31,867.83,922.01,648.55,1019,1090,1014,765.24,1229,1242,1358,896.04,1304,1162,1074,461.16,Upgrade
