,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Market Capitalization,1184,1703,2673,4195,5298,5459,6342,10535,19324,17279,11475
1,Market Cap Growth,-59.41%,-59.41%,-49.55%,-23.16%,-16.46%,-48.19%,-67.18%,-39.03%,68.39%,91.99%,55.07%
2,Enterprise Value,4255,5794,5913,8582,9280,9621,7273,12921,19811,17954,11180
3,Last Close Price,0.14,0.21,0.33,0.51,0.66,0.68,0.79,1.26,2.52,2.27,1.62
4,PE Ratio,2.88,2.54,441.70,-,10.57,10.78,9.18,14.45,49.91,-,17.74
5,Forward PE,1.12,1.60,2.49,4.14,5.66,5.46,4.82,14.88,14.88,14.88,14.88
6,PS Ratio,0.29,0.41,0.67,1.08,1.36,1.57,1.92,3.77,9.95,11.67,6.40
7,PB Ratio,0.12,0.17,0.28,0.46,0.55,0.60,0.62,1.12,2.60,2.69,2.25
8,P/TBV Ratio,0.30,0.30,0.53,0.88,1.04,1.14,1.07,1.57,3.32,3.22,2.74
9,P/FCF Ratio,3.17,4.55,-,7.79,-,-14.52,-,16.07,-52.20,-,-
10,P/OCF Ratio,1.04,1.04,-,2.17,3.07,3.40,3.57,4.58,19.26,-,10.71
11,PEG Ratio,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60
12,EV/Sales Ratio,1.04,1.41,1.47,2.22,2.38,2.78,2.20,4.62,10.20,12.13,6.24
13,EV/EBITDA Ratio,2.96,4.36,4.40,6.16,6.34,7.38,5.58,11.14,25.49,29.61,13.73
14,EV/EBIT Ratio,5.10,7.20,7.10,9.40,9.92,11.45,8.03,15.42,38.09,47.48,18.78
15,EV/FCF Ratio,11.37,15.48,-,15.93,-,-25.60,-,19.71,-53.52,-,-
16,Debt / Equity Ratio,0.61,0.61,0.73,0.70,0.74,0.78,0.52,0.67,0.74,0.59,0.60
17,Debt / FCF Ratio,16.31,16.31,-,11.86,-,-19.12,-,9.64,-14.79,-,-
18,Return on Capital Employed (ROCE),4.92%,4.92%,6.83%,6.55%,5.61%,5.22%,5.53%,5.36%,4.00%,3.69%,6.99%
19,Earnings Yield,56.61%,39.38%,0.23%,5.41%,9.46%,9.28%,10.89%,6.92%,2.00%,1.17%,5.64%
20,FCF Yield,31.59%,21.98%,6.19%,12.84%,-1.39%,-6.89%,-5.06%,6.22%,-1.92%,-4.70%,4.49%
21,Buyback Yield / Dilution,-8.44%,-16.13%,-0.73%,-1.84%,6.58%,7.14%,-18.26%,-22.95%,-9.22%,-2.86%,-1.29%
22,Total Shareholder Return,-8.44%,-16.13%,-0.73%,-1.84%,6.58%,7.14%,-18.26%,-22.95%,-9.22%,-2.86%,-1.29%
