,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,66,65,49,40,91,186,146,112,129,173,271,Upgrade
1,Market Cap Growth,60.61%,60.61%,-46.15%,-78.30%,-37.25%,65.96%,12.83%,-34.96%,-52.33%,-42.79%,23.85%,Upgrade
2,Enterprise Value,263,217,188,60,93,186,181,119,181,226,321,Upgrade
3,Last Close Price,0.33,0.33,0.35,0.34,0.78,1.59,1.73,1.60,1.84,2.46,3.86,Upgrade
4,Forward PE,-,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,6.26,Upgrade
5,PS Ratio,0.10,0.11,0.08,0.06,0.15,0.81,-,0.41,-,0.34,0.50,Upgrade
6,PB Ratio,0.26,0.26,0.17,0.12,0.25,0.47,0.36,0.27,0.26,0.27,0.31,Upgrade
7,P/TBV Ratio,0.83,0.83,0.48,0.36,0.70,1.22,1.09,1.21,0.79,0.54,0.58,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,6.21,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,6.16,Upgrade
10,EV/Sales Ratio,0.46,0.38,0.30,0.09,0.15,0.80,-,0.43,-,0.44,0.59,Upgrade
11,EV/EBITDA Ratio,49.94,-,41.56,-,18.63,-,-,-,-,-,155.44,Upgrade
12,EV/FCF Ratio,-3.51,-,-,-,-,-,-,-,-,-,7.35,Upgrade
13,Debt / Equity Ratio,1.03,1.03,0.88,0.66,0.31,0.21,0.23,0.16,0.14,0.13,0.09,Upgrade
14,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,1.82,Upgrade
15,Earnings Yield,-95.40%,-96.86%,-92.24%,-116.97%,-44.36%,-9.57%,-,-10.24%,-,-47.41%,-8.71%,Upgrade
16,FCF Yield,-113.49%,-115.24%,-83.97%,-47.94%,-44.55%,-13.47%,-,-17.63%,-,8.04%,16.09%,Upgrade
17,Buyback Yield / Dilution,-11.24%,-37.09%,-3.41%,-32.55%,-,-39.79%,-,-8.36%,-,-1.02%,-20.01%,Upgrade
18,Total Shareholder Return,-11.24%,-37.09%,-3.41%,-32.55%,-,-39.79%,-,-8.36%,-,-1.02%,-20.01%,Upgrade
