,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,108.48,43.14,44.02,27.07,28.85,1.64,81.25,-,-,-
1,Other Revenue,-,-,-,-,-,-,-,-,-,10.54
2,Revenue,108.48,43.14,44.02,27.07,28.85,1.64,81.25,-,-,10.54
3,Revenue Growth (YoY),146.44%,59.36%,52.60%,1554.71%,-64.49%,-,-,-,-,-23.43%
4,Cost of Revenue,14.13,5.73,6.2,4.32,11.05,0.01,16.77,-,-,-
5,Gross Profit,94.36,37.42,37.82,22.75,17.79,1.63,64.48,-,-,10.54
6,"Selling, General & Admin",130.25,79.39,74.2,55.67,63.1,56.3,43.76,35.05,30.74,35.07
7,Research & Development,56.29,63.68,59.53,69.92,77.99,100.12,163.46,59.59,60.83,75.49
8,Other Operating Expenses,-,-,-,-,-,-,-,-,-,4.13
9,Operating Expenses,187.3,142.86,134.37,125.71,141.09,156.42,207.21,94.64,91.57,114.68
10,Operating Income,-92.94,-105.44,-96.54,-102.96,-123.29,-154.79,-142.73,-94.64,-91.57,-104.15
11,Interest Expense,-5.42,-5.08,-4.5,-4.08,-3.1,-1.14,-1.27,-1.32,-2.62,-3.72
12,Interest & Investment Income,0.22,0.13,0.02,0.14,0.24,0.91,1.04,1.29,8.17,3.74
13,Currency Exchange Gain (Loss),-0.45,1.38,-2.75,-1.14,-2.86,-1.95,-4.65,-45.58,13.68,17.28
14,Other Non Operating Income (Expenses),0.92,-0.63,3.71,13.72,12.21,10.45,2.44,9.81,18.16,-
15,EBT Excluding Unusual Items,-97.68,-109.64,-100.06,-94.33,-116.81,-146.51,-145.16,-130.44,-54.19,-86.85
16,Gain (Loss) on Sale of Investments,0.12,0.28,0.06,0.04,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-,-,-,0.03,-,-0.07,-,-,-,-
18,Other Unusual Items,-,-,-,0.24,-,-,-,-,-,-
19,Pretax Income,-97.57,-109.36,-100,-94.01,-116.81,-146.58,-145.16,-130.44,-54.19,-86.85
20,Earnings From Continuing Operations,-97.57,-109.36,-100,-94.01,-116.81,-146.58,-145.16,-130.44,-54.19,-86.85
21,Net Income,-97.57,-109.36,-100,-94.01,-116.81,-146.58,-145.16,-130.44,-54.19,-86.85
22,Net Income to Common,-97.57,-109.36,-100,-94.01,-116.81,-146.58,-145.16,-130.44,-54.19,-86.85
23,Shares Outstanding (Basic),4124,4124,4124,4124,4124,4124,4124,4124,4124,4129
24,Shares Outstanding (Diluted),4124,4124,4124,4124,4124,4124,4124,4124,4124,4129
25,Shares Change (YoY),-,-,-,-,-,-,-,-0.13%,18.69%,38.85%
26,EPS (Basic),-0.02,-0.03,-0.02,-0.02,-0.03,-0.04,-0.04,-0.03,-0.01,-0.02
27,EPS (Diluted),-0.02,-0.03,-0.02,-0.02,-0.03,-0.04,-0.04,-0.03,-0.01,-0.02
28,Free Cash Flow,-76.81,78.99,-40.64,-72.91,-109.1,-178.53,-169.61,-166.52,-177.95,-156.68
29,Free Cash Flow Per Share,-0.02,0.02,-0.01,-0.02,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04
30,Operating Margin,-85.68%,-244.41%,-219.32%,-380.33%,-427.40%,-9461.43%,-175.68%,-,-,-988.59%
31,Profit Margin,-89.94%,-253.49%,-227.17%,-347.27%,-404.93%,-8959.84%,-178.67%,-,-,-824.38%
32,Free Cash Flow Margin,-70.80%,183.10%,-92.32%,-269.33%,-378.22%,-10912.53%,-208.76%,-,-,-1487.22%
33,EBITDA,-66.39,-77.1,-73.03,-81.36,-102.31,-134.14,-128.65,-86.11,-83.82,-96.74
34,D&A For EBITDA,26.55,28.34,23.51,21.59,20.98,20.65,14.09,8.53,7.75,7.41
35,EBIT,-92.94,-105.44,-96.54,-102.96,-123.29,-154.79,-142.73,-94.64,-91.57,-104.15
