,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2516,1629,1897,2041,1794,2516,4124,5155,4330,5485,4743
1,Market Cap Growth,-20.20%,-20.20%,5.75%,-18.85%,-56.50%,-51.20%,-4.76%,-6.02%,-8.70%,-11.33%,-
2,Enterprise Value,2698,1749,2080,2180,1849,2473,3803,4627,3619,4747,3757
3,Last Close Price,0.61,0.40,0.46,0.49,0.43,0.61,1.00,1.25,1.05,1.33,1.15
4,PS Ratio,15.44,10.00,19.76,26.58,28.38,70.45,40.54,52.76,-,-,301.24
5,PB Ratio,20.33,13.16,8.40,6.16,3.96,4.37,5.58,5.77,4.14,4.97,4.02
6,P/TBV Ratio,13.16,13.16,8.40,6.16,3.96,4.37,5.58,5.77,4.14,4.97,4.02
7,P/FCF Ratio,1071.03,-,44.90,-,-,-,-,-,-,-,-
8,P/OCF Ratio,56.68,-,30.00,-,-,-,-,-,-,-,-
9,EV/Sales Ratio,16.56,10.74,21.66,28.38,29.24,69.25,37.38,47.36,-,-,238.63
10,EV/FCF Ratio,1148.60,-,49.23,-,-,-,-,-,-,-,-
11,Debt / Equity Ratio,2.12,2.12,1.38,0.63,0.43,0.26,0.08,0.05,0.05,0.04,0.10
12,Debt / FCF Ratio,111.45,-,7.37,-,-,-,-,-,-,-,-
13,Earnings Yield,-8.84%,-13.65%,-12.16%,-10.27%,-13.29%,-12.26%,-8.68%,-6.43%,-5.06%,-2.82%,-4.78%
14,FCF Yield,0.09%,0.14%,2.23%,-6.01%,-11.47%,-13.39%,-10.36%,-7.84%,-9.45%,-6.69%,-5.90%
15,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.13%,-18.69%,-38.85%,
16,Total Shareholder Return,-,-,-,-,-,-,-,0.13%,-18.69%,-38.85%,
