,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,74.07,173.35,23.14,33.57,80.29,81.56,307.18,484.85,643.35,588.72
1,Short-Term Investments,-,-,-,-,-,-,-,-,45.67,179.16
2,Trading Asset Securities,-,-,-,15.04,-,-,-,-,-,-
3,Cash & Short-Term Investments,74.07,173.35,23.14,48.61,80.29,81.56,307.18,484.85,689.02,767.88
4,Cash Growth,220.05%,256.59%,-71.18%,-40.39%,-73.86%,-83.18%,-55.42%,-36.86%,-31.74%,287.44%
5,Accounts Receivable,64.15,19.42,29.01,9.53,3.85,0.79,11.47,-,-,-
6,Other Receivables,17.57,23.97,32.46,30.66,31.46,41.47,15.64,16.31,26.49,6.89
7,Receivables,81.72,43.39,61.47,40.2,35.31,42.27,27.1,16.31,26.49,6.89
8,Inventory,101.7,102.04,103.24,100.8,80.36,53.21,37.66,33.43,26.75,22.22
9,Other Current Assets,25.58,23.43,22.34,11.52,28.28,70.74,26.02,34.54,34.31,158.15
10,Total Current Assets,283.07,342.21,210.19,201.12,224.23,247.77,397.96,569.13,776.56,955.14
11,"Property, Plant & Equipment",657.51,686.54,685.22,704.01,669.08,561.05,476.03,512.62,492.4,332.4
12,Other Long-Term Assets,5.82,6.23,7.54,12.39,44.7,91.09,104.64,81.29,48.32,108.94
13,Total Assets,946.39,1035,902.95,917.52,938,899.9,978.63,1163,1317,1396
14,Accounts Payable,12.25,10.03,16.74,16.77,76.11,60.09,53.75,4.52,3.05,4.51
15,Accrued Expenses,38.86,47.25,50.29,54.73,54.34,57.9,51.92,36.52,35.34,33.55
16,Short-Term Debt,-,-,-,-,0.31,0.74,2.76,0.02,0.53,65.64
17,Current Portion of Long-Term Debt,30.01,108.26,49.02,-,-,-,-,-,-,-
18,Current Portion of Leases,18.06,17,14.77,13.29,13.39,9.28,7.6,8.53,7.36,7.3
19,Current Income Taxes Payable,1.01,0.66,1.33,0.94,0.88,1.2,0.44,0.59,0.38,0.51
20,Current Unearned Revenue,47.22,40.28,30.66,26.6,18.72,37.93,28.21,80.72,113.68,69.18
21,Other Current Liabilities,117.9,92.72,91.05,76.07,59.27,67.87,47.16,71.72,113.05,89.66
22,Total Current Liabilities,265.31,316.19,253.86,188.4,223.02,235,191.83,202.63,273.39,270.33
23,Long-Term Debt,163.81,123.97,103.78,129.71,81.13,-,-,-,-,-
24,Long-Term Leases,31.75,33.35,24.91,28.34,32.17,36.41,29.9,31.82,33.15,35.12
25,Long-Term Unearned Revenue,299.14,308.03,165.25,122.43,110.56,26.51,14,47.11,4.35,37.31
26,Other Long-Term Liabilities,71.19,48.38,48.53,47.7,-,-,-,-,-,-
27,Total Liabilities,831.2,829.92,596.33,516.58,446.88,297.92,235.73,281.55,310.88,342.77
28,Common Stock,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
29,Additional Paid-In Capital,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401
30,Retained Earnings,-1330,-1233,-1123,-1023,-929.31,-812.5,-665.92,-520.76,-390.31,-336.12
31,Comprehensive Income & Other,42.13,34.42,26.63,20.95,17.13,11.17,5.5,-1.07,-6.6,-13.47
32,Shareholders' Equity,115.19,205.06,306.62,400.94,491.13,601.98,742.89,881.49,1006,1054
33,Total Liabilities & Equity,946.39,1035,902.95,917.52,938,899.9,978.63,1163,1317,1396
34,Total Debt,243.63,282.57,192.47,171.34,127,46.43,40.26,40.37,41.04,108.05
35,Net Cash (Debt),-169.57,-109.23,-169.33,-122.73,-46.71,35.13,266.92,444.48,647.98,659.83
36,Net Cash Growth,-,-,-,-,-,-92.10%,-58.81%,-32.64%,-25.23%,723.30%
37,Net Cash Per Share,-0.04,-0.03,-0.04,-0.03,-0.01,0.01,0.06,0.11,0.16,0.16
38,Filing Date Shares Outstanding,4124,4124,4124,4124,4124,4124,4124,4124,4124,4124
39,Total Common Shares Outstanding,4124,4124,4124,4124,4124,4124,4124,4124,4124,4124
40,Working Capital,17.76,26.02,-43.67,12.72,1.21,12.77,206.13,366.5,503.18,684.81
41,Book Value Per Share,0.03,0.05,0.07,0.10,0.12,0.15,0.18,0.21,0.24,0.26
42,Tangible Book Value,115.19,205.06,306.62,400.94,491.13,601.98,742.89,881.49,1006,1054
43,Tangible Book Value Per Share,0.03,0.05,0.07,0.10,0.12,0.15,0.18,0.21,0.24,0.26
44,Buildings,-,198.21,-,117.92,-,117.92,-,-,-,-
45,Machinery,-,357.53,-,335.14,-,280.95,-,150.45,-,117.78
46,Construction In Progress,-,167.23,-,239.12,-,98.4,-,310.72,-,144.27
47,Leasehold Improvements,-,78.79,-,78.79,-,78.63,-,34.95,-,34.43
