,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1040,917.87,792.14,913.99,868.73,576.95,488.79,1355,1398,1698
1,Trading Asset Securities,-,-,-,-,-,18,288.47,59.81,32.04,-
2,Cash & Short-Term Investments,1040,917.87,792.14,913.99,868.73,594.95,777.26,1415,1430,1698
3,Cash Growth,31.28%,0.42%,-8.82%,53.62%,11.77%,-57.95%,-45.66%,-16.66%,-24.15%,159.94%
4,Accounts Receivable,833.41,1338,1636,1353,1542,954.06,1026,1060,1305,1094
5,Other Receivables,5.21,16.99,20.75,21.32,1.93,1.54,8.91,11.92,75.9,15.15
6,Receivables,848.62,1365,1697,1375,1544,955.6,1035,1072,1381,1109
7,Inventory,580.2,818.96,435.31,603.72,410.64,467.69,164.95,370.95,301.54,314.04
8,Prepaid Expenses,68.31,88.97,127.81,303.2,232.38,333.07,-,88.49,39.62,56.48
9,Restricted Cash,387.16,472.69,548.61,587.74,631.72,703.12,535.57,392.46,268.27,74.89
10,Other Current Assets,191.26,222.14,201.64,323.64,177.04,284.84,894.98,105.43,77.52,134.95
11,Total Current Assets,3115,3886,3802,4107,3864,3339,3408,3444,3498,3387
12,"Property, Plant & Equipment",7900,7905,7230,6325,5485,4688,3324,2618,2245,1717
13,Long-Term Investments,158.6,165.87,162.67,183.05,166.58,59.5,57.16,58.43,119.51,131.16
14,Goodwill,10.67,10.67,10.67,10.67,10.67,10.67,8.9,38.29,9.01,8.9
15,Other Intangible Assets,413.68,424.12,434.57,449.46,464.15,185.19,54.36,61.66,62.89,70.87
16,Long-Term Deferred Tax Assets,163.66,140.74,117.94,85.12,89.92,59.34,30.88,31.16,14.28,13.72
17,Other Long-Term Assets,7.77,3.32,28.05,70.85,181.11,183.81,198.24,139.33,231.94,158.45
18,Total Assets,11770,12535,11786,11231,10262,8525,7082,6391,6181,5487
19,Accounts Payable,1237,1616,1614,1790,1679,1274,980.43,700.76,856.54,631.11
20,Accrued Expenses,54.66,58.77,53.19,95.82,61.01,72.07,37.23,53.18,26.15,35.73
21,Short-Term Debt,-,50,-,80,-,-,-,-,-,-
22,Current Portion of Long-Term Debt,2509,2388,2177,1308,1272,972.43,518.52,651.7,560.3,677.6
23,Current Portion of Leases,1.19,1.23,1.45,1.86,1.86,1.88,1.09,2.96,68.53,1.64
24,Current Income Taxes Payable,11.99,12.72,14,19,103.9,32.74,27.96,30.98,30.69,26.2
25,Current Unearned Revenue,113.41,117.23,134.26,283.14,62.94,101.4,48.86,49.85,3.06,66.22
26,Other Current Liabilities,1377,1543,1256,956.15,1041,872.13,637.74,504.31,553.82,242.73
27,Total Current Liabilities,5305,5788,5250,4533,4222,3326,2252,1994,2099,1681
28,Long-Term Debt,1022,1521,1657,1851,1307,828.43,483.28,360,443.62,365.92
29,Long-Term Leases,2.97,3.01,2.33,2.69,3.31,3.13,2.88,6.93,7.58,4.02
30,Long-Term Unearned Revenue,18.32,18.44,19.54,20.64,21.75,22.85,20.83,21.88,22.93,23.98
31,Long-Term Deferred Tax Liabilities,31.65,71.94,86.78,96.96,39,40.32,43.77,27.99,26.78,19.7
32,Other Long-Term Liabilities,785.76,292.8,97.95,-,-,-,-,-,-,-
33,Total Liabilities,7165,7695,7114,6505,5593,4221,2803,2411,2600,2095
34,Common Stock,535.42,535.42,535.42,535.42,535.42,535.42,535.42,535.42,535.42,535.42
35,Retained Earnings,2136,2293,2582,2570,2478,2280,2192,1962,1756,1694
36,Comprehensive Income & Other,634.67,631.7,394.25,408.6,415.97,409.53,402.24,402.47,401.44,397.43
37,Total Common Equity,3307,3460,3511,3514,3429,3225,3129,2900,2693,2627
38,Minority Interest,1298,1380,1161,1212,1239,1079,1150,1080,888.09,765.22
39,Shareholders' Equity,4604,4840,4673,4726,4669,4304,4279,3980,3581,3392
40,Total Liabilities & Equity,11770,12535,11786,11231,10262,8525,7082,6391,6181,5487
41,Total Debt,3535,3964,3838,3243,2584,1806,1006,1022,1080,1049
42,Net Cash (Debt),-2495,-3046,-3046,-2329,-1715,-1211,-228.5,393.36,350.25,648.64
43,Net Cash Growth,-,-,-,-,-,-,-,-39.36%,-63.97%,-
44,Net Cash Per Share,-4.66,-5.69,-5.69,-4.35,-3.20,-,-0.43,-,0.65,1.21
45,Filing Date Shares Outstanding,535.42,535.42,535.42,535.42,535.42,535.42,535.42,535.42,535.42,535.42
46,Total Common Shares Outstanding,535.42,535.42,535.42,535.42,535.42,535.42,535.42,535.42,535.42,535.42
47,Working Capital,-2189,-1902,-1448,-426.31,-358,12.95,1156,1450,1399,1706
48,Book Value Per Share,6.18,6.46,6.56,6.56,6.41,6.02,5.84,5.42,5.03,4.91
49,Tangible Book Value,2882,3026,3066,3054,2955,3030,3066,2800,2621,2547
50,Tangible Book Value Per Share,5.38,5.65,5.73,5.70,5.52,5.66,5.73,5.23,4.90,4.76
51,Buildings,-,2463,-,1692,-,1088,-,962.64,-,678.87
52,Machinery,-,4704,-,3638,-,2671,-,1802,-,1595
53,Construction In Progress,-,1818,-,1828,-,1495,-,654.35,-,203.17
