,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,162.96,77.47,41.14,64.23,24.57,88.5,23.96,120.64,31.89,35.05
1,Short-Term Investments,-,-,-,-,26.15,-,23.61,5.11,96.14,105.73
2,Trading Asset Securities,22.72,19.01,15.87,13.74,12.9,15.58,18.96,17.45,-,-
3,Cash & Short-Term Investments,185.68,96.48,57.01,77.96,63.63,104.08,66.53,143.2,128.03,140.77
4,Cash Growth,225.70%,23.75%,-10.40%,-25.10%,-4.37%,-27.32%,-48.03%,1.72%,-25.55%,-19.24%
5,Accounts Receivable,329.86,389.69,294.96,251.76,295.57,323,355.68,260.38,337.22,334.73
6,Other Receivables,-,-,-,-,-,-,5.3,8,-,-
7,Receivables,329.86,389.88,294.96,261.47,295.57,323,360.98,268.37,337.22,334.73
8,Prepaid Expenses,25.95,33.73,50.08,47.3,51.18,42.25,40.92,21.3,32.43,44.8
9,Other Current Assets,26.5,34.19,34.19,34.19,34.19,34.19,45.56,42.19,42.19,31.87
10,Total Current Assets,567.98,554.28,436.24,420.93,444.57,503.52,513.99,475.06,539.88,552.17
11,"Property, Plant & Equipment",12.98,16.57,15.53,16.29,17.92,18.59,15.18,15.73,18.69,16.54
12,Long-Term Investments,12.34,12.81,13.45,13.38,13.37,4.2,2.45,2.15,2,-
13,Other Long-Term Assets,11.35,10.54,8.24,4.12,5.57,5.92,6.24,5.38,6.57,6.33
14,Total Assets,604.65,594.19,473.46,454.72,481.42,532.23,537.86,498.32,567.14,575.03
15,Accounts Payable,124.88,113.14,76.46,61.57,74.82,100.59,129.09,72.68,78.73,120.66
16,Accrued Expenses,-,115.2,-,29.9,-,49.69,-,60.33,-,104.84
17,Current Portion of Leases,5.8,5.75,4.55,4.15,3.7,3.74,2.3,3.34,3.2,4.99
18,Current Income Taxes Payable,1.65,0.96,1.26,0.46,0.52,0.37,-,-,2.16,0.37
19,Current Unearned Revenue,-,-,-,-,-,-,-,5.95,-,-
20,Other Current Liabilities,196.23,76.88,113.55,73.61,120.28,87.16,120.38,72.96,199.42,63.27
21,Total Current Liabilities,328.56,311.93,195.83,169.69,199.31,241.54,251.77,215.27,283.51,294.14
22,Long-Term Leases,2.13,3.54,2.67,2.57,2.93,4.15,0.63,1.31,1.24,2.11
23,Long-Term Deferred Tax Liabilities,0.1,0.38,0.44,0.62,0.45,0.85,0.41,0.73,1.09,0.81
24,Total Liabilities,330.79,315.86,198.94,172.88,202.7,246.54,252.8,217.31,285.84,297.07
25,Common Stock,8,8,8,8,8,8,8,8,8,8
26,Additional Paid-In Capital,38.66,48.18,48.18,57.7,57.7,67.23,67.23,76.77,76.77,91.97
27,Retained Earnings,209.55,204.5,200.69,198.5,195.12,192.55,191.92,178.34,177.63,159.1
28,Comprehensive Income & Other,17.65,17.65,17.65,17.65,17.9,17.9,17.9,17.9,18.9,18.9
29,Shareholders' Equity,273.86,278.33,274.52,281.85,278.72,285.69,285.06,281.02,281.3,277.97
30,Total Liabilities & Equity,604.65,594.19,473.46,454.72,481.42,532.23,537.86,498.32,567.14,575.03
31,Total Debt,7.93,9.29,7.22,6.72,6.64,7.89,2.93,4.66,4.45,7.1
32,Net Cash (Debt),177.75,87.19,49.79,71.24,56.99,96.19,63.61,138.55,123.59,133.67
33,Net Cash Growth,257.03%,22.38%,-12.64%,-25.93%,-10.40%,-30.57%,-48.53%,3.65%,-23.31%,-18.12%
34,Net Cash Per Share,0.22,0.11,0.06,0.09,0.07,0.12,0.08,0.17,0.15,0.17
35,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,800
36,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,800
37,Working Capital,239.42,242.34,240.41,251.23,245.25,261.98,262.22,259.79,256.37,258.03
38,Book Value Per Share,0.34,0.35,0.34,0.35,0.35,0.36,0.36,0.35,0.35,0.35
39,Tangible Book Value,273.86,278.33,274.52,281.85,278.72,285.69,285.06,281.02,281.3,277.97
40,Tangible Book Value Per Share,0.34,0.35,0.34,0.35,0.35,0.36,0.36,0.35,0.35,0.35
41,Land,-,0.9,-,0.9,-,0.9,-,0.9,-,0.9
42,Machinery,-,17.3,-,19.59,-,18.56,-,14.26,-,13.3
43,Leasehold Improvements,-,3.65,-,3.65,-,3.65,-,3.65,-,3.65
44,Order Backlog,10,-,-,-,-,-,-,-,-,-
