,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2017,H2 2016,H1 2016,H2 2015,H1 2015
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Jun '17 Jun 30, 2017","Dec '16 Dec 31, 2016","Jun '16 Jun 30, 2016","Dec '15 Dec 31, 2015","Jun '15 Jun 30, 2015"
0,Revenue,834,823.22,710.82,805.58,638.16,318.3,224.21,238.75,186.24,338.37
1,Revenue Growth (YoY),17.33%,2.19%,11.39%,153.08%,184.63%,33.32%,20.39%,-29.44%,-,-
2,"Selling, General & Admin",70.23,105.09,70.06,80.6,58.99,40.83,53.84,39.63,33.59,44.65
3,Provision for Bad Debts,-19.41,6.56,-21.14,-27.71,4.04,-,-,-,-,-
4,Other Operating Expenses,592.14,557.07,508.94,601.2,491.72,1.86,2.41,0.9,7.92,1.66
5,Total Operating Expenses,642.96,668.73,557.86,654.1,554.75,42.69,56.25,40.53,41.51,46.3
6,Operating Income,191.04,154.49,152.96,151.48,83.4,275.62,167.95,198.22,144.73,292.06
7,Interest Expense,-22.36,-24.34,-24.58,-32.27,-35.99,-,-,-,-,-
8,Interest Income,10.08,8.55,9.69,13.66,12.65,1.27,-0.08,1.23,-,-
9,Net Interest Expense,-12.29,-15.8,-14.9,-18.61,-23.34,1.27,-0.08,1.23,-,-
10,Income (Loss) on Equity Investments,4.58,12.44,2.94,13.2,0.34,-,-,-,-,-
11,Currency Exchange Gain (Loss),1.1,-2.89,-,-,-,-,-,-,-,-
12,Other Non-Operating Income (Expenses),-0.89,-3.32,-0.73,-1.14,-0.57,-30.02,97.63,22.72,115.28,48.54
13,EBT Excluding Unusual Items,183.55,144.93,140.27,144.93,59.83,246.86,265.5,222.17,260.01,340.6
14,Gain (Loss) on Sale of Investments,-,-,-,0,0.15,-,-,-,-0.95,-6.24
15,Gain (Loss) on Sale of Assets,-0.18,0.94,-0,0.16,1.21,-,-,-,-,-
16,Asset Writedown,-5.33,-1.53,-2.45,-3.3,-2,-2.4,-2.82,-1.27,12.67,-3.29
17,Other Unusual Items,12.54,-10.62,10.62,-24.62,9.97,-,-,-,-,-
18,Pretax Income,190.58,133.72,148.43,117.18,69.16,-17.37,-7.77,-8.7,86.36,-7.85
19,Income Tax Expense,35.93,20.22,35.1,26.69,19.27,44.67,58.29,9.68,5.85,4.59
20,Earnings From Continuing Ops.,154.65,113.5,113.34,90.48,49.89,-62.04,-66.07,-18.38,80.51,-12.44
21,Minority Interest in Earnings,-42.37,-43.79,-34.07,-27.22,-16.73,23.47,21.2,-1.65,-37.98,3.99
22,Net Income,112.29,69.71,79.27,63.27,33.17,-38.57,-44.86,-20.02,42.53,-8.45
23,Net Income to Common,112.29,69.71,79.27,63.27,33.17,-38.57,-44.86,-20.02,42.53,-8.45
24,Net Income Growth,41.65%,10.18%,139.02%,-,-,-,-,-,-,-
25,Shares Outstanding (Basic),302,298,226,226,226,227,225,222,79,50
26,Shares Outstanding (Diluted),302,298,226,226,226,227,225,222,79,50
27,Shares Change (YoY),33.45%,31.89%,-,-0.39%,0.44%,1.98%,185.19%,347.56%,-,-
28,EPS (Basic),0.37,0.23,0.35,0.28,0.15,-0.17,-0.20,-0.09,0.54,-0.17
29,EPS (Diluted),0.37,0.23,0.35,0.28,0.15,-0.17,-0.20,-0.09,0.54,-0.17
30,EPS Growth,6.14%,-16.46%,139.02%,-,-,-,-,-,-,-
31,Free Cash Flow,-156.65,643.04,10.61,509.23,93.38,-157.12,172.68,-271.65,-428.97,-169.61
32,Free Cash Flow Per Share,-0.52,2.16,0.05,2.25,0.41,-0.69,0.77,-1.22,-5.44,-3.41
33,Profit Margin,13.46%,8.47%,11.15%,7.85%,5.20%,-12.12%,-20.01%,-8.39%,22.84%,-2.50%
34,Free Cash Flow Margin,-18.78%,78.11%,1.49%,63.21%,14.63%,-49.36%,77.02%,-113.78%,-230.33%,-50.13%
35,EBITDA,307.82,257.67,267.28,258.38,185.5,95.69,-16.69,40.8,8.4,5.44
36,D&A For EBITDA,116.78,103.18,114.32,106.9,102.1,81.9,85.81,72.18,49.03,52.31
37,EBIT,191.04,154.49,152.96,151.48,83.4,13.78,-102.5,-31.38,-40.63,-46.87
38,Revenue as Reported,-,-,-,-,-,318.3,224.21,238.75,186.24,338.37
