,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,34612,36779,36538,34973,34431,20958,19272,10720,9395,11737,5844,Upgrade
1,Market Cap Growth,5.16%,5.16%,6.12%,66.87%,78.66%,95.51%,105.13%,-8.67%,60.76%,47.69%,-4.02%,Upgrade
2,Enterprise Value,81737,87994,83124,80415,78069,25668,19898,12268,12242,13206,11272,Upgrade
3,Last Close Price,5.75,6.11,6.07,5.81,5.72,3.48,3.20,1.78,1.56,1.92,0.96,Upgrade
4,PE Ratio,-,-,2421.01,-,-,-59.17,-,-103.41,-,-,-,Upgrade
5,PS Ratio,6.27,6.66,6.61,5.78,8.21,12.03,18.08,9.00,7.38,9.90,6.54,Upgrade
6,PB Ratio,1.36,1.36,1.93,2.44,2.21,1.22,2.24,1.11,0.97,1.21,0.57,Upgrade
7,P/TBV Ratio,5.04,5.04,40.16,13.51,8.76,4.48,2.61,1.27,1.15,1.43,0.66,Upgrade
8,P/FCF Ratio,12.92,13.73,19.32,-,6.45,13.38,-,5.85,-3.01,-,-,Upgrade
9,P/OCF Ratio,9.74,9.74,10.98,8.22,5.59,11.54,-,5.83,-3.01,-,-,Upgrade
10,EV/Sales Ratio,14.80,15.93,15.03,13.29,18.62,14.73,18.67,10.30,9.62,11.14,12.61,Upgrade
11,EV/EBITDA Ratio,24.06,27.11,24.99,18.72,29.82,74.27,-,-14.01,-,41.98,41.16,Upgrade
12,EV/EBIT Ratio,61.32,62.70,50.50,27.58,44.56,116.06,-,-13.96,-,42.66,41.76,Upgrade
13,EV/FCF Ratio,30.52,32.85,43.96,-,14.61,16.39,-,6.69,-3.92,-,-,Upgrade
14,Debt / Equity Ratio,1.78,1.78,2.64,3.38,3.03,2.99,1.62,1.31,1.54,1.55,1.23,Upgrade
15,Debt / FCF Ratio,17.93,17.93,26.37,-,8.84,32.91,-,6.93,-4.76,-,-,Upgrade
16,Return on Capital Employed (ROCE),2.37%,2.37%,3.19%,6.11%,3.46%,0.43%,-,-4.71%,-,1.81%,1.54%,Upgrade
17,Earnings Yield,-0.24%,0.68%,0.89%,-1.57%,-0.49%,0.13%,0.16%,1.94%,-0.27%,-2.68%,-33.75%,Upgrade
18,FCF Yield,7.74%,7.28%,5.17%,8.18%,15.52%,7.47%,-2.75%,17.10%,-33.27%,-59.52%,-37.08%,Upgrade
19,Buyback Yield / Dilution,0.01%,-,0.02%,0.39%,0.03%,-0.24%,0.26%,1.38%,1.23%,-,-13.58%,Upgrade
20,Total Shareholder Return,0.01%,-,0.02%,0.39%,0.03%,-0.24%,0.26%,1.38%,1.23%,-,-13.58%,Upgrade
