,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,27281,23845,39030,32015,14626,20452,28098,26390,37477,-,34867,38438,32809,30577,17560,29208,18265,22824,16670,24081,Upgrade
1,Short-Term Investments,1147000,1098000,1149000,1045000,1145000,1102000,1226000,1157000,1053000,-,941000,1004000,1024000,968000,978000,911000,936000,876000,904000,785000,Upgrade
2,Cash & Short-Term Investments,1174281,1121845,1188030,1077015,1159626,1122452,1254098,1183390,1090477,-,975867,1042438,1056809,998577,995560,940208,954265,898824,920670,809081,Upgrade
3,Cash Growth,1.26%,-0.05%,-5.27%,-8.99%,6.34%,-,28.51%,13.52%,3.19%,-,-1.98%,10.87%,10.75%,11.10%,8.13%,16.21%,21.68%,22.67%,25.74%,24.78%,Upgrade
4,Accounts Receivable,50000,57736,60035,54343,41122,54076,48785,51391,56776,-,56569,54574,55865,61333,80945,57103,55702,67256,53176,50811,Upgrade
5,Other Receivables,51197,37289,3810,8093,26338,3177,4944,9854,28969,-,1164,4037,17589,731.38,1847,4256,14661,314.1,12143,6552,Upgrade
6,Receivables,101197,95025,63845,62436,67460,57253,53729,61245,85745,-,57733,58610,73454,62064,82792,61358,70364,67570,65319,57363,Upgrade
7,Inventory,13121,10577,11059,9602,8993,9963,10340,10494,9374,-,11544,12226,9581,10735,10370,10529,9264,9299,10523,9998,Upgrade
8,Prepaid Expenses,1986,4214,7176,935.38,1162,3945,7596,2440,3366,-,6735,6945,2246,4046,6617,6825,2076,4712,3188,3136,Upgrade
9,Other Current Assets,1159,453.37,3138,16383,9697,8362,11103,110520,28463,-,28154,27617,28027,29199,5886,7651,1315,3124,647.18,1496,Upgrade
10,Total Current Assets,1291745,1232115,1273249,1166372,1246939,1201974,1336866,1368089,1217425,-,1080033,1147837,1170117,1104621,1101224,1026571,1037283,983529,1000348,881075,Upgrade
11,"Property, Plant & Equipment",218619,232014,244746,224953,239377,253233,268505,104886,116305,-,139560,151032,164287,176759,174647,179790,192994,205970,219039,231942,Upgrade
12,Long-Term Investments,103027,103027,103027,123627,123627,123627,123627,137307,137307,-,137307,137307,137307,137307,137307,137307,137307,137307,142352,142352,Upgrade
13,Other Intangible Assets,735.16,14.84,29.84,44.84,59.84,74.84,89.84,112.86,148.03,-,218.36,253.53,301.83,168.44,214.89,264.45,342.08,431.37,296.64,374.47,Upgrade
14,Other Long-Term Assets,25022,25155,25352,25561,25773,25985,26201,26417,26633,-,27134,27281,27382,27588,27795,28001,28208,28368,28537,28745,Upgrade
15,Total Assets,1639149,1592326,1646404,1540559,1635776,1604895,1755290,1636812,1497819,-,1384252,1463710,1499395,1446443,1441188,1371934,1396135,1355606,1390573,1284488,Upgrade
16,Accounts Payable,14424,13989,42063,7391,36180,9499,9512,9511,24373,-,7996,9653,12207,16455,13525,7101,9164,6401,9360,10282,Upgrade
17,Accrued Expenses,110782,111007,97258,75396,102255,142463,132598,109293,64691,-,75793,70498,91429,89015,76489,68917,78884,62894,48555,29578,Upgrade
18,Current Income Taxes Payable,15648,35918,21303,15243,11318,27001,35423,26431,18077,-,20655,13598,14864,24189,20395,18024,16363,33496,32637,16121,Upgrade
19,Other Current Liabilities,9357,4311,187168,5582,110010,6676,209682,3110,7844,-,4246,2615,7940,2452,101980,2870,8396,15832,114944,13366,Upgrade
20,Total Current Liabilities,150212,165224,347792,103612,259763,185638,387215,148345,114985,-,108690,96364,126441,132112,212389,96912,112808,118623,205496,69346,Upgrade
21,Total Liabilities,150212,165224,347792,103612,259763,185638,387215,148345,114985,-,108690,96364,126441,132112,212389,96912,112808,118623,205496,69346,Upgrade
