,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,15827,23143,66598,701702,103748,57281,109616,44017,122310,50848,204311,263692,94190,84111,78096,71355,151556,59686,329662,71830,Upgrade
1,Short-Term Investments,8360,8360,30416,8360,21052,-,29611,10000,29622,-,-,-,-,-,-,-,-,1326620,-,1311620,Upgrade
2,Cash & Short-Term Investments,24187,31503,97014,710062,124800,57281,139227,54017,151932,50848,204311,263692,94190,84111,78096,71355,151556,1386306,329662,1383450,Upgrade
3,Cash Growth,-80.62%,-45.00%,-30.32%,1214.52%,-17.86%,12.65%,-31.86%,-79.52%,61.30%,-39.55%,161.61%,269.55%,-37.85%,-93.93%,-76.31%,-94.84%,8.58%,8.90%,-59.14%,73.63%,Upgrade
4,Accounts Receivable,86853,81940,130627,109678,128429,105616,141558,98735,151011,148012,148097,127756,152648,130753,192572,138113,149553,143071,160102,129707,Upgrade
5,Other Receivables,1162678,945783,960999,1509309,1234121,1296356,1264318,1323572,1278577,1263203,1244633,1249342,1273348,1101448,1096854,1079647,1368744,185656,1596489,281977,Upgrade
6,Receivables,1490992,1201626,1176087,1793349,1555911,1625333,1635265,1661667,1638949,1706835,1594838,1611744,1603357,1457095,1466887,1393221,1625759,411227,1792807,479110,Upgrade
7,Inventory,21467,26882,28576,26461,28547,34867,52268,31845,28357,37992,41185,37952,39115,44245,24997,42354,47840,84270,90256,96824,Upgrade
8,Prepaid Expenses,21836,17683,16590,13441,13194,24535,25301,28561,31007,26984,25752,32456,41205,47781,49702,61152,69390,70613,69635,92850,Upgrade
