,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2260263,2122931,2254541,2294596,1998950,2040913,2094320,2273615,2029468,1426731,1838729,1876877,3616421,3320300,2483591,1905706,2155580,2102821,1618935,1137869,653271,Upgrade
1,Market Cap Growth,4.02%,4.02%,7.65%,0.92%,-1.50%,43.05%,13.90%,21.14%,-43.88%,-57.03%,-25.96%,-1.51%,67.77%,57.90%,53.41%,67.48%,229.97%,131.00%,42.67%,-8.01%,-55.51%,Upgrade
2,Enterprise Value,3277442,3177378,3055522,2816314,3064582,3106073,3190358,3329369,3005236,2518377,2807315,2684728,4312197,3961319,3154342,2477845,2645710,1466789,2076899,692298,148232,Upgrade
3,Last Close Price,19750.00,18550.00,19700.00,20050.00,26200.00,22636.92,23229.29,25217.95,22509.98,15824.69,20394.38,20817.50,40111.78,38334.67,28687.54,22002.24,24887.15,24425.56,19457.11,13623.18,7821.31,Upgrade
4,PE Ratio,45.82,42.32,131.66,96.66,36.55,-,29.60,25.46,20.12,-,10.13,10.07,17.48,15.27,9.97,7.78,7.27,7.46,5.34,3.90,2.50,Upgrade
5,PS Ratio,6.04,5.29,5.36,5.12,4.37,3.86,3.82,3.88,2.86,1.66,1.96,2.18,4.02,3.75,2.31,1.59,1.69,1.59,1.18,0.80,0.50,Upgrade
6,PB Ratio,0.85,0.80,0.86,0.87,0.76,1.02,1.04,1.14,1.04,0.74,0.95,0.99,1.95,1.86,1.44,1.13,1.33,1.33,1.11,0.80,0.49,Upgrade
7,P/TBV Ratio,0.81,0.81,0.87,0.88,0.77,1.04,1.06,1.16,1.06,0.75,0.97,1.01,2.00,1.91,1.48,1.17,1.37,1.37,1.16,0.84,0.51,Upgrade
8,P/FCF Ratio,2244.65,2108.26,-,13.65,-,-,-27.19,-,-,-3.76,-,-,-,-,-,-,-,5.98,-,1.55,-,Upgrade
9,P/OCF Ratio,29.93,29.93,-,5.90,-,-,9.03,-,9.05,10.99,-,-201.42,-,75.06,-,31.29,-,4.60,-,1.30,-,Upgrade
10,EV/Sales Ratio,8.17,7.92,7.27,6.28,6.70,5.88,5.82,5.68,4.23,2.93,3.00,3.12,4.80,4.48,2.93,2.07,2.08,1.11,1.52,0.49,0.11,Upgrade
11,EV/EBITDA Ratio,20.03,24.46,13.84,9.37,-,8.30,7.38,8.81,6.45,4.61,5.65,5.60,10.35,8.82,5.42,3.95,3.95,2.17,3.21,1.06,0.26,Upgrade
12,EV/EBIT Ratio,23.25,29.63,15.65,11.67,-,12.11,10.32,11.61,-,6.84,9.90,10.28,19.37,13.41,8.93,6.23,6.06,3.32,4.09,1.33,0.31,Upgrade
13,EV/FCF Ratio,3254.80,3155.43,-,16.76,-,-,-41.41,-,-,-6.64,-,-,-,-,-,-,-,4.17,-,0.94,-,Upgrade
14,Debt / Equity Ratio,0.39,0.39,0.41,0.34,0.47,0.61,0.56,0.62,0.57,0.58,0.59,0.62,0.58,0.44,0.42,0.44,0.40,0.41,0.51,0.55,0.70,Upgrade
15,Debt / EBITDA Ratio,8.03,7.24,31.23,2.56,-,2.42,3.17,2.10,23.16,1.53,8.31,1.25,2.89,1.46,10.95,1.09,1.29,0.60,3.04,0.92,1.77,Upgrade
16,Debt / FCF Ratio,1031.77,1031.77,-,5.33,-,-,-14.57,-,-,-2.97,-,-,-,-,-,-,-,1.82,-,1.07,-,Upgrade
17,Asset Turnover,0.10,0.08,0.13,0.04,0.13,0.11,0.15,0.11,0.15,0.15,0.27,0.26,0.24,0.08,0.33,0.25,0.43,0.20,0.39,0.30,Upgrade,
18,Inventory Turnover,8.94,11.67,9.48,7.54,5.08,-,4.84,5.40,13.33,-,10.63,9.99,23.39,12.05,5.89,19.60,11.57,14.65,5.68,7.85,6.62,Upgrade
19,Quick Ratio,1.19,1.19,1.12,1.20,1.95,1.17,1.07,0.99,0.99,1.18,1.25,1.92,2.34,1.23,1.31,1.35,0.96,1.19,1.50,1.41,1.11,Upgrade
