,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1111,1088,1038,842,1134,1147,957.29,905.31,1238,1166,1049,1018,1184,1132,1001,1068,1167,1022,744.7,927.4,Upgrade
1,Other Revenue,-12.17,12.17,-,43.96,-14.17,14.17,-,21.52,-12.73,12.73,-,22.46,-10.28,10.28,-,16.91,-4.46,4.46,-,12.1,Upgrade
2,Revenue,1099,1100,1038,885.96,1119,1161,957.29,926.83,1225,1179,1049,1040,1174,1142,1001,1085,1163,1026,744.7,939.5,Upgrade
3,Revenue Growth (YoY),-1.80%,-5.25%,8.42%,-4.41%,-8.62%,-1.54%,-8.75%,-10.89%,4.34%,3.25%,4.76%,-4.15%,0.96%,11.28%,34.47%,15.51%,27.88%,0.21%,-10.89%,-3.30%,Upgrade
4,Cost of Revenue,478.97,523.69,465.93,393.45,527.33,594.72,456.18,395.19,519.2,510.23,440.3,492.06,438.71,486.08,431.5,578.27,438.81,435.93,348.11,387.93,Upgrade
5,Gross Profit,620.19,576.23,572,492.51,592,566.12,501.1,531.64,705.77,668.77,608.72,548.09,735.28,655.76,569.86,506.94,724.04,590.18,396.58,551.57,Upgrade
6,"Selling, General & Admin",305.4,308.76,338.18,311.81,341.35,325.34,292.72,332.2,403.43,408.01,388.77,365.4,433.69,397.48,363.4,294.65,426.87,340.92,281.28,313.32,Upgrade
7,Research & Development,59.78,56.45,68.51,121.54,46.06,52.06,41.34,115.94,53.75,39.7,57.37,86.48,57.65,47.39,51.85,75.37,56.95,47.8,28.26,94.72,Upgrade
8,Other Operating Expenses,-2.96,6.38,1.28,-2.91,3.22,3.51,3.53,26.12,-12.04,12.19,0.56,12.04,9.7,7.75,3.24,35.38,0.67,0.2,-1.83,27.08,Upgrade
