,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,21456,21456,39208,3594,20738,23137,31896,8889,19954,6812,3238,6930,1697,9360,12691,-,22961,16919,20839,13291,Upgrade
1,Short-Term Investments,85000,85000,10000,10000,-,-,-,-,-,-,6000,6000,6000,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,106456,106456,49208,13594,20738,23137,31896,8889,19954,6812,9238,12930,7697,9360,12691,-,22961,16919,20839,13291,Upgrade
3,Cash Growth,413.35%,360.10%,54.27%,52.92%,3.93%,239.66%,245.29%,-31.25%,159.24%,-27.22%,-27.21%,-,-66.48%,-44.68%,-39.10%,-,-0.05%,116.87%,-,78.57%,Upgrade
4,Accounts Receivable,67595,67595,50433,49415,42919,34113,32694,38333,44172,23811,32409,48021,42175,39363,32264,-,36154,35429,27257,44379,Upgrade
5,Other Receivables,2331,2331,949.46,804.05,767.56,917.6,959.95,1000,606.54,694.54,341.6,324.57,760.88,907.98,787.09,-,746.32,662.99,1420,889.48,Upgrade
6,Receivables,69926,69926,51382,50219,43687,35031,33654,39333,44779,24505,32750,48346,42936,40271,33051,-,36900,36092,28677,45269,Upgrade
7,Inventory,89450,89450,108310,114956,61162,65843,63849,79320,75500,70325,65559,66899,56512,41134,58257,-,45330,37229,37338,34107,Upgrade
8,Prepaid Expenses,215.74,215.74,1863,2833,404.92,1163,1472,2071,42.52,781.86,1482,2232,344.02,900.33,3565,-,725.61,829.63,537.84,414.85,Upgrade
9,Other Current Assets,20679,20679,15231,17616,13252,9862,21671,23261,11759,19284,25928,22604,18234,17389,20592,-,20021,10387,6030,5214,Upgrade
10,Total Current Assets,286726,286726,225994,199217,139243,135036,152542,152875,152033,121709,134956,153011,125723,109054,128155,-,125937,101457,93421,98295,Upgrade
11,"Property, Plant & Equipment",150006,150006,145068,149263,148795,146719,99643,103552,106475,103292,97755,95912,91137,87460,84529,-,77633,73162,57116,59584,Upgrade
12,Other Intangible Assets,410.32,410.32,463.59,235.82,84.44,90.09,95.74,101.39,107.04,112.69,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Long-Term Deferred Tax Assets,3320,3320,1273,1419,902.79,824.88,900.74,811.73,789.76,756.38,799.48,1300,1116,1059,900.9,-,918.83,828.83,859.75,821.32,Upgrade
14,Other Long-Term Assets,10727,10727,7923,7466,8171,9200,9734,10423,11870,13295,14364,10200,8321,7871,5562,-,5639,5677,5716,5754,Upgrade
15,Total Assets,451189,451189,380721,357601,297197,291871,262915,267762,271275,239165,247875,260423,226296,205444,219146,-,210128,181125,157112,164454,Upgrade
16,Accounts Payable,18216,18216,13301,28782,15598,32109,9285,10013,9934,8561,10803,14279,11959,7986,12368,-,26231,23286,6686,8595,Upgrade
17,Accrued Expenses,31534,31739,18463,16514,19294,17297,14659,10949,24965,14722,14591,13420,18699,16180,19307,-,19143,16808,19125,13072,Upgrade
18,Short-Term Debt,20326,20326,-,7812,-,-,-,18427,13573,2939,18416,40970,30816,27671,37257,-,27864,9984,8503,11604,Upgrade
19,Current Income Taxes Payable,3461,3335,14310,6568,2008,5658,3418,1123,-,5373,3448,5493,2543,2819,1087,-,2025,3917,3964,2544,Upgrade
20,Other Current Liabilities,8314,8236,14981,13375,3484,5258,7324,7647,8018,8092,8804,10677,6546,4598,17061,-,12042,11685,11494,2271,Upgrade
21,Total Current Liabilities,81852,81852,61055,73052,40384,60322,34686,48159,56490,39685,56063,84840,70564,59254,87079,-,87305,65681,49771,38085,Upgrade
22,Other Long-Term Liabilities,23073,23073,3588,3693,3705,3729,3792,3825,3932,3967,4000,4260,4306,4479,4076,-,4230,4244,4259,4323,Upgrade
23,Total Liabilities,104925,104925,64643,76745,44089,64051,38478,51984,60422,43652,60062,89100,74870,63733,91155,-,91535,69925,54030,42407,Upgrade
24,Common Stock,71476,71476,71476,71476,71476,71476,71476,71476,71476,71476,71476,71476,71476,71476,71476,-,71476,71476,71476,71476,Upgrade
25,Retained Earnings,274788,274788,244602,209380,181631,156343,152961,144302,139377,124037,116336,99847,79950,70235,56515,-,47116,39725,31606,50571,Upgrade
26,Comprehensive Income & Other,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.44,-,0.29,0.29,0.29,0.29,Upgrade
27,Shareholders' Equity,346264,346264,316078,280856,253107,227819,224438,215778,210853,195513,187812,171323,151426,141711,127991,-,118592,111201,103082,122047,Upgrade
28,Total Liabilities & Equity,451189,451189,380721,357601,297197,291871,262915,267762,271275,239165,247875,260423,226296,205444,219146,-,210128,181125,157112,164454,Upgrade
29,Total Debt,20326,20326,-,7812,-,-,-,18427,13573,2939,18416,40970,30816,27671,37257,-,27864,9984,8503,11604,Upgrade
30,Net Cash (Debt),86130,86130,49208,5782,20738,23137,31896,-9538,6381,3873,-9179,-28040,-23120,-18311,-24566,-,-4903,6935,12336,1687,Upgrade
31,Net Cash Growth,315.33%,272.25%,54.27%,-,225.01%,497.36%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
32,Net Cash Per Share,12051.72,12049.70,6884.86,808.86,2901.01,3236.84,4461.42,-1335.26,892.62,541.72,-1284.18,-3923.41,-3234.25,-2561.54,-3440.78,-,-685.88,970.16,1726.39,235.97,Upgrade
33,Filing Date Shares Outstanding,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.14,7.15,7.15,7.15,7.15,Upgrade
34,Total Common Shares Outstanding,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.14,7.15,7.15,7.15,7.15,Upgrade
35,Working Capital,204875,204875,164939,126165,98859,74713,117856,104715,95543,82024,78894,68171,55159,49800,41076,-,38633,35777,43650,60210,Upgrade
36,Book Value Per Share,48444.93,48444.93,44221.66,39293.88,35411.62,31873.61,31400.49,30188.93,29496.89,27353.71,26276.35,23969.39,21185.63,19826.38,17906.90,-,16591.97,15557.80,14421.95,17071.88,Upgrade
37,Tangible Book Value,345854,345854,315614,280620,253023,227729,224342,215676,210746,195400,187812,171323,151426,141711,127991,-,118592,111201,103082,122047,Upgrade
38,Tangible Book Value Per Share,48387.53,48387.53,44156.80,39260.89,35399.80,31861.01,31387.10,30174.75,29481.91,27337.94,26276.35,23969.39,21185.63,19826.38,17906.90,-,16591.97,15557.80,14421.95,17071.88,Upgrade
39,Buildings,136128,136128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
40,Machinery,159786,159786,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
41,Construction In Progress,3967,3967,959.35,33058,30154,51068,653.25,578.61,279.25,9693,2517,1738,1003,3513,2661,-,6244,1993,401.49,344.74,Upgrade
