,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,260.22,524.64,103.43,322.07,207.28,475.89,487.89,736.28,1101,1383
1,Trading Asset Securities,-,-,-,-,-,-,-,154.56,154.29,-
2,Cash & Short-Term Investments,260.22,524.64,103.43,322.07,207.28,475.89,487.89,890.84,1255,1383
3,Cash Growth,151.58%,62.90%,-50.10%,-32.32%,-57.52%,-46.58%,-61.13%,-35.59%,7.45%,-28.04%
4,Accounts Receivable,0.81,2.89,0.57,2.64,0.14,2.61,2.58,2.75,2.74,2.77
5,Other Receivables,217.9,224.89,10.38,208.14,2155,1855,1770,10.68,605.15,280.48
6,Receivables,218.71,227.78,10.96,210.78,2155,1858,1773,13.43,607.89,283.24
7,Other Current Assets,1.13,1.76,201.3,5.09,5.84,4.98,3.46,896.32,8.77,207.72
8,Total Current Assets,480.06,754.17,315.69,537.94,2368,2339,2264,1801,1872,1874
9,"Property, Plant & Equipment",510.19,535.55,543.51,573.79,574.38,592.32,601.68,616.36,548.11,553.07
10,Long-Term Investments,240,160,180,180,140,170,39,268,-,-
11,Other Intangible Assets,199.98,200.83,198.94,199.9,201.97,203.79,204.85,205.72,204.8,206.66
12,Other Long-Term Assets,2925,2825,2826,2700,660,660,660,660,660,660
13,Total Assets,4355,4476,4064,4192,3944,3965,3770,3551,3285,3294
14,Accounts Payable,58.45,64.11,57.01,68.1,74.2,68.62,16.19,53.94,15.47,19.72
15,Accrued Expenses,44.33,49.54,37.6,43.16,30.56,35.78,20.6,30.17,22.11,30.42
16,Short-Term Debt,-,-,-,-,-,-,-,-,-,330
17,Current Portion of Long-Term Debt,50.02,50.02,50.02,50.02,50.02,50.02,97.02,50.02,50.02,-
18,Current Income Taxes Payable,7.92,6.06,2.24,3.34,3.23,5.33,3.3,3.97,2.38,3.87
19,Current Unearned Revenue,12.48,340,14.78,329.55,10.72,308.55,21.74,267.99,8.45,239.48
20,Other Current Liabilities,95.13,5.77,107.04,17.25,161.11,21.87,224.7,57.83,147.97,51.92
21,Total Current Liabilities,268.33,515.5,268.68,511.42,329.85,490.16,383.56,463.92,246.4,675.41
22,Long-Term Debt,493.96,496.23,450.19,446.1,479.04,406.71,458.17,265.96,310.98,-
23,Total Liabilities,762.29,1012,718.87,957.52,808.88,896.87,841.72,729.88,557.38,675.41
24,Common Stock,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95
25,Additional Paid-In Capital,430.34,522.95,522.95,619.17,619.17,767.41,767.41,864.58,864.57,945.91
26,Retained Earnings,2851,2638,2512,2331,2268,2095,1949,1741,1568,1416
27,Comprehensive Income & Other,298.57,289.93,297,271.28,235.46,192.28,198.88,202.24,281.54,243.71
28,Shareholders' Equity,3593,3464,3345,3234,3136,3068,2928,2821,2728,2618
29,Total Liabilities & Equity,4355,4476,4064,4192,3944,3965,3770,3551,3285,3294
30,Total Debt,543.98,546.25,500.21,496.12,529.06,456.73,555.19,315.98,361,330
31,Net Cash (Debt),-283.77,-21.61,-396.78,-174.05,-321.78,19.16,-67.3,574.86,894.32,1053
32,Net Cash Growth,-,-,-,-,-,-96.67%,-,-45.41%,-23.45%,-45.21%
33,Net Cash Per Share,-0.18,-0.01,-0.25,-0.11,-0.20,0.01,-0.04,0.36,0.56,0.65
34,Filing Date Shares Outstanding,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609
35,Total Common Shares Outstanding,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609
36,Working Capital,211.73,238.67,47,26.51,2038,1849,1881,1337,1626,1199
37,Book Value Per Share,2.23,2.15,2.08,2.01,1.95,1.91,1.82,1.75,1.70,1.63
38,Tangible Book Value,3393,3263,3146,3034,2934,2864,2723,2615,2523,2412
39,Tangible Book Value Per Share,2.11,2.03,1.96,1.89,1.82,1.78,1.69,1.63,1.57,1.50
40,Buildings,-,785.05,-,784.05,-,749.69,-,665.35,-,639.04
41,Machinery,-,331.89,-,317.15,-,285.47,-,271.68,-,247.19
42,Construction In Progress,-,7.77,-,0.09,-,21.74,-,83.09,-,13.54
