,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,1774,1514,1329,1516,1948,1806,1925,1788,1646,1728,1927,2389,2508,2223,2328,2705,3105,-,-,-,-,Upgrade
1,Market Cap Growth,-16.18%,-16.18%,-30.94%,-15.23%,18.30%,4.52%,-0.13%,-25.15%,-34.36%,-22.25%,-17.21%,-11.69%,-19.23%,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,1735,1453,1263,1396,1827,1684,1805,1658,1516,1682,1796,2079,2198,1896,1958,2705,3104,-,-,-,-,Upgrade
3,Last Close Price,21.77,18.58,15.79,18.38,23.61,21.63,23.05,20.49,18.86,19.80,21.67,26.60,27.92,24.75,25.92,29.66,34.05,-,-,-,-,Upgrade
4,PE Ratio,28.95,24.78,23.08,31.90,38.95,25.51,28.62,19.50,20.39,34.14,35.16,44.89,35.82,26.61,25.18,28.20,33.90,-,-,-,-,Upgrade
5,PS Ratio,2.02,1.73,1.52,1.76,2.12,1.74,1.84,1.60,1.56,1.82,2.17,2.98,3.20,2.96,3.14,3.76,4.58,-,-,-,-,Upgrade
6,PB Ratio,1.80,1.47,1.32,1.53,1.93,1.80,-,1.78,1.67,1.88,2.13,2.44,2.53,2.24,2.39,2.75,3.24,-,-,-,-,Upgrade
7,P/TBV Ratio,1.62,1.62,1.45,1.69,2.13,1.99,-,1.96,1.85,2.05,2.32,2.59,2.69,2.38,2.54,2.92,3.45,-,-,-,-,Upgrade
8,P/FCF Ratio,25.40,21.68,19.77,-,24.72,73.98,23.03,-,-128.98,-17.85,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,9.16,9.16,7.74,7.40,10.68,17.75,11.60,-,17.92,-48.92,-23.44,-,-,27.52,43.14,23.20,27.60,-,-,-,-,Upgrade
10,EV/Sales Ratio,1.98,1.66,1.44,1.62,1.99,1.62,1.72,1.49,1.43,1.77,2.02,2.60,2.81,2.53,2.64,3.76,4.58,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,11.51,10.21,9.88,11.77,15.19,15.75,17.69,14.13,15.09,20.18,21.78,23.67,21.24,16.57,15.63,20.64,24.28,-,-,-,-,Upgrade
12,EV/EBIT Ratio,23.27,19.49,20.29,26.81,32.60,37.44,41.10,26.14,30.07,45.39,45.56,43.84,-,23.55,21.36,27.03,31.93,-,-,-,-,Upgrade
13,EV/FCF Ratio,24.84,20.81,18.78,-,23.19,68.98,21.60,-,-118.75,-17.38,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.33,0.33,0.31,0.24,0.25,0.35,-,0.29,0.29,0.26,0.32,0.21,0.18,0.05,0.05,0.05,0.05,0.09,0.07,0.05,0.05,Upgrade
15,Debt / EBITDA Ratio,2.25,1.81,2.84,1.72,1.77,2.70,-,2.06,3.21,2.15,2.17,2.76,9.30,0.48,0.33,0.37,0.83,0.32,0.21,0.18,0.21,Upgrade
16,Debt / FCF Ratio,4.85,4.85,4.63,-,3.18,14.26,-,-,-22.10,-2.43,-,-,-,-,-,-,-,-,0.67,-,0.45,Upgrade
17,Asset Turnover,0.58,0.63,0.51,-,-,-,0.66,0.89,0.69,0.86,0.57,0.65,0.57,0.66,0.57,0.73,0.92,-,-,-,Upgrade,
18,Inventory Turnover,5.45,5.45,5.18,4.00,-,-,-,6.22,7.82,4.98,5.43,3.94,4.63,4.13,5.92,6.29,8.62,7.20,-,-,-,Upgrade
19,Quick Ratio,0.94,0.94,0.96,1.20,1.15,1.25,-,1.21,1.20,1.08,0.97,1.53,1.78,2.28,2.54,2.88,3.01,1.27,1.43,-,1.33,Upgrade
20,Current Ratio,1.21,1.21,1.26,1.72,1.54,1.57,-,1.56,1.52,1.51,1.46,2.27,2.34,3.10,3.20,3.54,3.48,2.01,1.98,-,2.03,Upgrade
21,Return on Equity (ROE),7.78%,5.80%,6.77%,-,-,-,7.80%,12.87%,5.60%,12.27%,3.42%,0.21%,6.90%,11.16%,10.39%,7.39%,18.87%,23.83%,16.77%,-,Upgrade,
22,Return on Assets (ROA),4.62%,1.71%,2.80%,-,-,-,3.45%,1.08%,2.88%,3.57%,1.46%,-1.33%,3.67%,5.53%,5.39%,1.78%,9.89%,-,-,-,Upgrade,
23,Return on Capital (ROIC),5.52%,2.07%,3.42%,-,-,-,4.09%,1.30%,3.47%,4.16%,1.69%,-1.60%,4.52%,6.76%,6.57%,2.21%,12.63%,16.56%,11.52%,-,Upgrade,
24,Return on Capital Employed (ROCE),7.02%,7.02%,5.78%,4.56%,5.02%,4.04%,-,6.05%,4.90%,3.86%,4.19%,4.53%,-,7.55%,8.73%,9.46%,9.46%,17.60%,17.11%,-,15.87%,Upgrade
25,Earnings Yield,3.44%,4.03%,4.33%,3.14%,2.57%,3.92%,3.49%,5.13%,4.90%,2.93%,2.84%,2.23%,2.79%,3.76%,3.97%,3.55%,2.95%,-,-,-,-,Upgrade
26,FCF Yield,3.94%,4.61%,5.06%,6.48%,4.05%,1.35%,4.34%,1.21%,-0.78%,-5.60%,-9.96%,-7.84%,-5.13%,-3.33%,-3.31%,-0.50%,-0.40%,-,-,-,-,Upgrade
27,Dividend Yield,2.04%,-,-,-,3.12%,1.98%,-,-,0.76%,-,-,-,1.54%,-,-,-,1.26%,-,-,-,-,Upgrade
28,Payout Ratio,117.87%,207.12%,10.60%,14.87%,273.52%,7.35%,276.37%,11.30%,2.03%,283.41%,7.88%,14.69%,74.35%,19.38%,124.59%,2.34%,0.08%,0.34%,44.55%,1.19%,1.56%,Upgrade
