,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,5820,3721,3363,4628,5810,4473,5426,3192,2287,2056,2608,3011,3346,3194,3367,2949,3586,-,-,-,-,Upgrade
1,Market Cap Growth,-16.82%,-16.82%,-38.02%,45.00%,154.03%,117.52%,108.03%,6.01%,-31.64%,-35.63%,-22.54%,2.10%,-6.70%,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,6849,4675,4175,5153,6335,4836,5762,3636,2732,2454,2866,3299,3634,3427,3524,3456,4093,-,-,-,-,Upgrade
3,Last Close Price,22.61,14.41,12.79,17.84,22.42,18.56,22.53,13.25,9.49,8.61,10.74,12.40,13.78,13.16,13.76,12.05,14.66,-,-,-,-,Upgrade
4,PE Ratio,725.09,65.16,53.66,60.53,84.67,-172.71,-160.08,-66.11,-,18.47,21.74,22.49,23.69,33.58,35.86,31.22,43.94,-,-,-,-,Upgrade
5,Forward PE,36.47,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,13.14,16.66,22.35,26.26,26.59,29.84,28.93,37.00,-,-,-,-,Upgrade
6,PS Ratio,2.90,1.91,1.77,2.57,3.45,2.81,3.73,2.32,1.74,1.59,2.03,2.35,2.61,2.66,2.91,2.62,3.34,-,-,-,-,Upgrade
7,PB Ratio,3.99,2.34,2.10,2.88,3.64,3.12,3.84,2.29,1.61,-,2.09,2.34,2.61,2.72,2.92,2.54,3.03,-,-,-,-,Upgrade
8,P/TBV Ratio,2.80,2.80,2.64,3.60,4.44,3.85,4.57,2.75,1.93,-,2.51,2.78,3.07,3.24,3.48,2.96,3.58,-,-,-,-,Upgrade
9,P/FCF Ratio,-,-,-,-,-48.98,144.18,-,-,-11.38,-13.34,-,-,-68.37,-,-,-,-277.15,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-1719.72,-,-,67.60,54.00,-,-,-17.86,-21.63,-,-,-315.35,-57.89,-,-,121.13,-,-,-,-,Upgrade
11,PEG Ratio,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.49,1.91,-,-,-,-,Upgrade
12,EV/Sales Ratio,3.28,2.40,2.19,2.86,3.76,3.04,3.96,2.64,2.08,1.89,2.23,2.57,2.83,2.85,3.05,3.07,3.81,-,-,-,-,Upgrade
13,EV/EBITDA Ratio,72.43,68.50,46.57,47.44,58.37,380.53,-6854.14,-134.38,-,35.81,31.98,30.92,31.05,25.47,28.19,27.03,35.90,-,-,-,-,Upgrade
14,EV/EBIT Ratio,81.76,81.76,54.29,56.93,71.39,-550.51,-257.17,-83.19,-,47.44,39.00,37.72,37.05,29.71,33.30,31.23,41.71,-,-,-,-,Upgrade
15,EV/FCF Ratio,-,-,-,-,-53.41,155.89,-,-,-13.59,-15.92,-,-,-74.27,-,-,-,-316.35,-,-,-,-,Upgrade
16,Debt / Equity Ratio,0.78,0.78,0.72,0.69,0.49,0.58,0.48,0.44,0.52,-,0.47,0.39,0.39,0.43,0.54,0.55,0.54,1.00,0.93,0.67,0.67,Upgrade
17,Debt / EBITDA Ratio,16.04,44.11,10.20,12.73,6.05,7.31,3.76,7.12,-,-,7.82,12.95,2.96,3.50,4.32,8.01,3.36,6.80,4.92,18.40,2.35,Upgrade
18,Debt / FCF Ratio,-,-,-,-,-6.57,26.87,-,-,-3.68,-,-,-,-10.13,-,-,-,-49.76,-30.15,-,-,3.21,Upgrade
19,Asset Turnover,0.58,0.65,0.60,0.83,0.66,0.69,0.56,-,-,0.63,0.51,0.93,0.56,0.63,0.51,0.81,0.56,-,-,-,Upgrade,
20,Inventory Turnover,2.61,2.45,2.64,2.85,3.69,2.78,2.91,2.94,-,-,2.57,2.47,4.56,2.25,3.44,3.06,4.44,2.32,-,-,-,Upgrade
21,Quick Ratio,1.43,1.43,1.55,1.72,1.96,1.85,2.68,3.11,2.69,-,1.84,2.10,2.31,1.89,1.86,1.91,1.96,1.26,1.30,-,1.49,Upgrade
22,Current Ratio,1.97,1.97,2.14,2.27,2.42,2.51,3.39,3.97,3.19,-,2.37,2.76,2.68,2.42,2.21,2.25,2.21,1.59,1.60,-,1.76,Upgrade
23,Return on Equity (ROE),1.65%,1.54%,3.37%,9.69%,4.30%,5.95%,1.84%,-,-,2.06%,1.09%,31.39%,5.73%,7.35%,3.60%,21.30%,9.30%,11.74%,-1.52%,-,Upgrade,
24,Return on Assets (ROA),0.31%,1.55%,1.62%,1.46%,2.37%,3.62%,1.83%,-,-,1.41%,0.62%,3.29%,4.12%,3.19%,1.93%,5.86%,3.49%,-,-,-,Upgrade,
25,Return on Capital (ROIC),0.36%,1.74%,1.82%,1.69%,2.71%,3.96%,2.01%,-,-,1.55%,0.68%,3.69%,4.61%,3.53%,2.13%,6.55%,3.97%,6.00%,0.64%,-,Upgrade,
