,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,32183,31228,33404,48856,53636,102724,76690,49624,26008,4630,5853,Upgrade
1,Market Cap Growth,-43.19%,-36.08%,-37.72%,-52.44%,-30.06%,107.01%,194.88%,971.81%,344.34%,-45.73%,-32.77%,Upgrade
2,Enterprise Value,50997,46277,49846,59849,64517,113465,105568,101201,85547,69304,80182,Upgrade
3,Last Close Price,1.13,1.16,1.24,1.81,1.90,3.62,2.70,1.89,1.17,0.21,0.28,Upgrade
4,PE Ratio,-,-,-,8.19,-,12.69,-,-32.61,-,-,-26.53,Upgrade
5,Forward PE,-,9.00,4.46,3.27,3.31,8.38,10.05,34.10,-,-,12.32,Upgrade
6,PS Ratio,1.29,1.34,0.90,2.16,-,5.94,-,2.53,1.49,0.26,0.27,Upgrade
7,PB Ratio,0.69,0.63,0.63,0.87,1.04,2.14,1.93,1.48,1.07,0.17,0.20,Upgrade
8,P/TBV Ratio,0.71,0.71,0.71,0.97,1.12,2.44,2.17,1.84,1.34,0.21,0.24,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-1.64,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-,31.92,-,30.14,13.78,5.70,-,Upgrade
11,PEG Ratio,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,Upgrade
12,EV/Sales Ratio,2.20,1.99,1.34,2.64,-,6.56,-,5.16,4.91,3.85,3.72,Upgrade
13,EV/EBITDA Ratio,40.91,-,4.29,6.60,-,15.41,-,14.60,15.42,12.42,12.16,Upgrade
14,EV/EBIT Ratio,-,-,6.14,8.32,-,17.33,-,27.41,52.77,49.52,44.54,Upgrade
15,EV/FCF Ratio,-3.54,-,-,-,-,-,-,-,-,-24.51,-,Upgrade
16,Debt / Equity Ratio,0.39,0.39,0.34,0.35,0.30,0.25,0.39,0.77,2.08,2.06,2.07,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-20.05,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,12.16%,10.73%,-,11.80%,-,8.03%,3.81%,2.65%,2.96%,Upgrade
19,Earnings Yield,-14.98%,-15.44%,8.28%,12.20%,-,7.88%,-,-3.07%,-25.88%,-28.33%,-3.77%,Upgrade
20,FCF Yield,-44.81%,-71.95%,-77.55%,-19.62%,-,-3.38%,-,-2.19%,-2.33%,-61.08%,-29.25%,Upgrade
21,Buyback Yield / Dilution,0.96%,0.56%,-,0.92%,-,-10.26%,-,-24.40%,-6.63%,-8.02%,-8.47%,Upgrade
22,Total Shareholder Return,0.96%,0.56%,-,0.92%,-,-10.26%,-,-24.40%,-6.63%,-8.02%,-8.47%,Upgrade
