,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 5, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+20 Quarters
0,Market Capitalization,165980,155660,133300,101480,139320,157380,189200,134160,126420,145340,123840,122980,85140,98900,104060,62780,61060,46440,55900,54180,57620,Upgrade
1,Market Cap Growth,-1.09%,-1.09%,-29.55%,-24.36%,10.20%,8.28%,52.78%,9.09%,48.48%,46.96%,19.01%,95.89%,39.44%,112.96%,86.15%,15.87%,5.97%,5.88%,-22.62%,-4.55%,-12.99%,Upgrade
2,Enterprise Value,42897,73418,57934,20178,41396,43421,117682,67773,68171,85062,66919,76579,44920,69161,74321,33939,33517,24597,63579,58255,61695,Upgrade
3,Last Close Price,19300.00,18100.00,14679.41,11175.29,15342.35,16031.34,19272.65,13666.06,12877.63,13986.95,11917.87,11835.11,8193.54,9517.74,10014.32,6041.70,5876.17,4469.20,5379.59,5214.07,5545.12,Upgrade
4,PE Ratio,3.84,3.67,3.33,3.21,-,-,3.83,7.30,4.99,7.28,7.18,8.11,12.45,33.09,48.01,180.33,-,-2.02,-2.11,-,-,Upgrade
5,PS Ratio,2.47,3.07,2.04,1.22,1.27,1.07,1.13,0.77,0.74,0.96,0.86,0.92,0.77,0.98,1.01,0.56,0.50,0.35,0.42,0.38,0.37,Upgrade
6,PB Ratio,0.94,0.89,0.74,0.73,1.02,1.04,1.24,1.14,1.09,1.29,1.10,1.13,0.85,1.02,1.09,0.67,0.65,0.49,0.60,0.58,-,Upgrade
7,P/TBV Ratio,0.92,0.92,0.77,0.78,1.07,1.10,1.30,1.22,1.16,1.38,1.17,1.21,0.92,1.10,1.18,0.73,0.71,0.53,0.65,0.63,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,36.06,-,-,4.60,4.79,5.27,8.48,12.98,6.37,6.48,4.25,11.52,-,2.61,Upgrade
