,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,84,105,217,146,163,222,243,84,34,34,63,Upgrade
1,Market Cap Growth,-28.21%,-28.21%,32.76%,-34.18%,-32.76%,164.26%,618.73%,145.85%,-46.71%,-54.10%,-20.93%,Upgrade
2,Enterprise Value,8,-10,129,20,47,85,99,-32,-50,-65,-52,Upgrade
3,Last Close Price,0.24,0.35,0.77,0.52,0.58,0.79,0.88,0.30,0.15,0.15,0.34,Upgrade
4,PE Ratio,-,-,-14.65,-,-,-,-,-10.63,-,-,-,Upgrade
5,PS Ratio,-4.73,-4.73,-9.77,-3.18,-3.60,122.79,71.52,21.80,12.32,17.38,-0.63,Upgrade
6,PB Ratio,0.54,0.81,1.27,0.96,0.88,1.19,1.12,0.34,0.15,0.14,0.24,Upgrade
7,P/TBV Ratio,0.81,0.81,1.27,0.96,0.88,1.19,1.12,0.34,0.15,0.14,0.24,Upgrade
8,P/FCF Ratio,-,-,-39.76,-,-,-56.49,-,48.50,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-39.76,-,-,-56.49,-,48.50,-,-,-,Upgrade
10,EV/Sales Ratio,-,-,-,-0.43,-,46.77,29.18,-,-,-,-,Upgrade
11,EV/FCF Ratio,-,-,-23.61,-,-,-21.52,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,Upgrade
13,Debt / FCF Ratio,-,-,0.00,-,-,0.00,-,0.00,-,-,-,Upgrade
14,Earnings Yield,-32.69%,-26.08%,-6.83%,-24.08%,-27.03%,-33.12%,-9.34%,-9.40%,-125.56%,-253.71%,-111.56%,Upgrade
15,FCF Yield,-1.41%,-1.41%,-2.52%,-6.29%,3.56%,-1.77%,-2.94%,2.06%,-14.51%,-4.57%,15.54%,Upgrade
16,Buyback Yield / Dilution,-0.72%,-1.47%,0.03%,-1.47%,-2.13%,-7.08%,-20.66%,-35.10%,-22.56%,-2.86%,-0.00%,Upgrade
17,Total Shareholder Return,-0.72%,-1.47%,0.03%,-1.47%,-2.13%,-7.08%,-20.66%,-35.10%,-22.56%,-2.86%,-0.00%,Upgrade
