,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,-,-,-,-,-,34.23,-,-,-,-
1,Revenue,-,-,-,-,-,34.23,-,-,-,-
2,Cost of Revenue,-1.13,42.23,-,-,-,-,-,-,-,-
3,Gross Profit,1.13,-42.23,-,-,-,34.23,-,-,-,-
4,"Selling, General & Admin",35.68,36.19,59.84,76.46,76.12,62.21,55.74,57.84,27.85,11.52
5,Research & Development,39.33,774.28,164.62,366.89,461.09,485.76,282.18,180.39,148.38,124.59
6,Other Operating Expenses,-2.6,0.52,-8.01,-8,-3.43,-11.84,-5.13,-12.67,-2.05,-13.57
7,Operating Expenses,72.41,810.99,216.45,435.35,533.78,536.13,332.8,225.56,174.18,122.54
8,Operating Income,-71.28,-853.22,-216.45,-435.35,-533.78,-501.9,-332.8,-225.56,-174.18,-122.54
9,Interest Expense,-5.22,-3.64,-6.05,-5.88,-2.3,-1.07,-1.42,-2.31,-1.07,-0.08
10,Interest & Investment Income,3.5,4.38,8.7,2.75,4.14,6.67,5.38,7.97,2.45,0.82
11,Earnings From Equity Investments,-,0.18,-0.13,-0.57,-,-,-,-,-,-
12,Currency Exchange Gain (Loss),1.48,-3.95,0.83,3.16,13.17,-20.21,2.58,-116.41,-1.89,-2.81
13,EBT Excluding Unusual Items,-71.52,-856.26,-213.11,-435.89,-518.78,-516.51,-326.25,-336.31,-174.69,-124.6
14,Gain (Loss) on Sale of Investments,-,-,0.49,1.67,0.33,0.33,0.45,2.13,-,-
15,Gain (Loss) on Sale of Assets,0.04,0.01,-0,-0.65,0.03,-0.09,-0.01,0.64,-,-0
16,Asset Writedown,0.01,-,-,-,-,-,-,-,-,-
17,Other Unusual Items,-,-,-,-,-,-,-,20.76,-20.76,-9.47
18,Pretax Income,-71.48,-856.24,-212.62,-434.87,-518.41,-516.27,-325.82,-312.78,-195.45,-134.07
19,Income Tax Expense,0.02,-7.53,-0.51,1.08,0.01,-,-,0.07,-,-
20,Net Income,-71.49,-848.71,-212.11,-435.95,-518.42,-516.27,-325.82,-312.85,-195.45,-134.07
21,Net Income to Common,-71.49,-848.71,-212.11,-435.95,-518.42,-516.27,-325.82,-312.85,-195.45,-134.07
22,Shares Outstanding (Basic),430,430,428,387,366,364,349,346,273,248
23,Shares Outstanding (Diluted),430,430,428,387,366,364,349,346,273,248
24,Shares Change (YoY),0.46%,10.91%,17.15%,6.47%,4.82%,5.23%,27.84%,39.26%,18.44%,26.71%
25,EPS (Basic),-0.17,-1.98,-0.50,-1.13,-1.42,-1.42,-0.93,-0.90,-0.72,-0.54
26,EPS (Diluted),-0.17,-1.98,-0.50,-1.13,-1.42,-1.42,-0.93,-0.90,-0.72,-0.54
27,Free Cash Flow,-111.15,-175.98,-214.33,-269.54,-719.19,-650.19,-477.41,-254.71,-195.2,-182.91
28,Free Cash Flow Per Share,-0.26,-0.41,-0.50,-0.70,-1.97,-1.79,-1.37,-0.74,-0.72,-0.74
29,Operating Margin,-,-,-,-,-,-1466.22%,-,-,-,-
30,Profit Margin,-,-,-,-,-,-1508.21%,-,-,-,-
31,Free Cash Flow Margin,-,-,-,-,-,-1899.41%,-,-,-,-
32,EBITDA,-65.06,-846.51,-209.32,-428.42,-528.03,-498.09,-329.88,-223.42,-172.9,-121.51
33,D&A For EBITDA,6.22,6.72,7.14,6.93,5.75,3.81,2.92,2.14,1.28,1.04
34,EBIT,-71.28,-853.22,-216.45,-435.35,-533.78,-501.9,-332.8,-225.56,-174.18,-122.54
