,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,15062136,12293517,15562213,17106790,14048245,9738930,16241938,9011730,11606029,7552604,5247607,6667783,6192497,6368585,7606274,9637237,10611737,9388181,12214555,10666167,Upgrade
1,Short-Term Investments,15139009,12757854,11200088,8614631,16490883,17052136,10919692,7356980,7092588,10460948,12467498,12344096,11825796,9853927,10554057,9221406,8552645,8586347,4929455,4380365,Upgrade
2,Trading Asset Securities,4596,4676,4707,4783,4740,4773,4777,5026,5055,5677,6303,6125,5919,5816,6364,6553,6523,6269,6249,6500,Upgrade
3,Cash & Short-Term Investments,30205741,25056047,26767008,25726203,30543868,26795839,27166408,16373736,18703672,18019229,17721409,19018005,18024212,16228328,18166696,18865196,19170905,17980798,17150259,15053032,Upgrade
4,Cash Growth,-1.11%,-6.49%,-1.47%,57.12%,63.30%,48.71%,53.30%,-13.90%,3.77%,11.04%,-2.45%,0.81%,-5.98%,-9.75%,5.93%,25.32%,14.99%,9.66%,11.69%,-6.08%,Upgrade
5,Accounts Receivable,11849034,9150002,9125772,13485705,9483208,12200235,12719765,10896874,11394978,9786462,11740687,11228780,6807778,7621958,10221608,9001074,6521474,5607509,7419482,7432601,Upgrade
6,Other Receivables,767514,269314,806561,835036,882224,769919,865195,1056505,866995,1338468,1443437,1513576,1762729,1265528,1589677,1707624,1688022,1529521,2031195,1826117,Upgrade
7,Receivables,12616548,9419316,9932333,14320741,10365432,12971697,13586095,11953379,12261974,11137414,13184125,12752949,8570508,8924048,11811285,10735090,8209496,7158555,9450677,9260741,Upgrade
8,Inventory,15659106,13527159,15136091,16750219,14639914,19594580,15366854,14580944,17232373,14692230,21536397,24253628,13163096,11737676,12449895,10411846,9399531,8331104,8898358,6759486,Upgrade
9,Prepaid Expenses,355864,371705,461013,307234,293253,256443,340370,234442,268643,256383,352813,243914,247890,209663,290803,139226,199929,186801,207089,193240,Upgrade
10,Other Current Assets,1248219,1246749,1102851,1179985,1464460,1522438,1522114,1585391,1703527,1273204,2235195,2119899,1297961,1277423,1423264,998373,816958,882915,765829,673153,Upgrade
11,Total Current Assets,60085477,49620976,53399295,58284382,57306926,61140996,57981841,44727892,50170190,45378461,55029939,58388395,41303667,38377137,44141943,41149732,37796819,34540173,36472212,31939652,Upgrade
12,"Property, Plant & Equipment",12246624,11939825,11906677,11994010,12230024,11802701,11975973,12165146,12516100,12520906,12788445,12782651,13099743,13086747,13438297,13919769,14126912,13863823,14102552,14268326,Upgrade
13,Long-Term Investments,3211015,3090448,3207388,5159280,4812247,3902704,5812287,6645168,6498899,7826519,7831251,6919890,5290403,5150081,5117935,4418293,4093388,3874170,3857257,3993171,Upgrade
14,Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,9636,-,36074,-,64050,-,81321,-,Upgrade
15,Other Intangible Assets,2412170,2373873,2381040,2335865,2344267,2295185,2298370,2310247,2324793,2295912,2298788,2277626,2265631,2222664,2229299,2207974,2182250,2134379,2148818,2126115,Upgrade
16,Long-Term Accounts Receivable,285,315.15,315.15,345.31,367.92,390.53,413.15,428.22,450.84,1517,27203,451.9,26810,26839,757.65,767.65,820.2,827.74,857.89,5383,Upgrade
17,Long-Term Deferred Tax Assets,151065,138004,93973,75199,71286,60453,61191,60315,134850,185613,323633,62550,58950,57561,57455,55945,116100,327544,452452,51471,Upgrade
18,Other Long-Term Assets,3301607,3025662,2978228,2883277,2910501,2673978,2687752,2729685,2830333,2817216,2781148,2780476,2736401,2658584,2700828,2759989,2725875,2730681,2622317,2694667,Upgrade
19,Total Assets,81408243,70189104,73966916,80732358,79675619,81876406,80817827,68638881,74475615,71026145,81080407,83212040,64791241,61579613,67722588,64512470,61106213,57471597,59737788,55078785,Upgrade
20,Accounts Payable,25614511,18839440,18640555,26063349,22157175,26253918,22509590,19220510,24220522,23643006,30321622,31881221,16024392,12063318,17164818,15340852,11909925,7211546,11093276,7445066,Upgrade
21,Accrued Expenses,4155062,4702512,4404606,3495176,3888408,4218871,3916896,3098001,3179477,3184238,3824379,4426245,4288869,1825750,4663692,4423480,4435174,4650866,4801797,3641686,Upgrade
22,Short-Term Debt,17382979,13058048,17118575,16007279,18948765,16333617,17793561,13552483,13314785,13329410,16880523,16521976,13875157,15907458,14170406,13874378,14411869,15843157,13767574,14741875,Upgrade
23,Current Portion of Long-Term Debt,-,-,-,-,186559,-,-,-,274964,-,344072,-,350031,-,289191,-,309698,-,219073,-,Upgrade
24,Current Income Taxes Payable,423286,421131,441877,296718,519748,567845,182492,68441,148675,87713,131319,118758,167686,2243962,305890,148683,-,115267,73770,111717,Upgrade
25,Current Unearned Revenue,11424,14539,9823,17375,12166,31911,27892,32786,26787,27755,30489,37234,28716,33025,45543,42381,34700,40353,38715,38526,Upgrade
26,Other Current Liabilities,3702613,3655998,4056560,3753840,3947791,5092134,7566834,3284567,4529366,3162759,2089136,309052,472235,491331,2193104,2612408,4298310,4800910,5293301,5408582,Upgrade
27,Total Current Liabilities,51289875,40691667,44671996,49633736,49660612,52498296,51997266,39256788,45694576,43434880,53621540,53294487,35207087,32564844,38832645,36442182,35399675,32662100,35287507,31387452,Upgrade
28,Long-Term Debt,488640,549821,595969,616679,646814,758370,775806,792486,823351,1011647,1067209,1040388,1144339,1171883,1217437,1307109,1299472,1273069,1381822,1454652,Upgrade
29,Long-Term Unearned Revenue,19576,19961,20047,22014,23867,12510,14521,16499,18478,20518,22511,24555,26626,21252,23349,25998,27747,30333,34078,35630,Upgrade
30,Long-Term Deferred Tax Liabilities,101412,97892,84062,22881,21970,20786,26899,21652,19900,21591,20207,12399,11506,15979,16643,30072,29818,10634,10739,10632,Upgrade
31,Other Long-Term Liabilities,206481,154729,147356,123865,120249,158032,111465,125560,136700,124547,127294,164157,141491,211649,229801,229492,223098,190478,207572,230530,Upgrade
32,Total Liabilities,52105984,41514070,45519431,50419175,50473512,53447994,52925957,40212985,46693005,44613183,54858761,54535986,36531049,33985608,40319875,38034854,36979810,34166614,36921718,33118896,Upgrade
33,Common Stock,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,12938781,Upgrade
34,Additional Paid-In Capital,7359059,7359059,7359059,7359059,7359059,7359059,7359059,7359059,7359059,7359059,7359059,7359059,7359059,7363140,7285326,6162655,4988376,4988376,4311814,3925554,Upgrade
35,Retained Earnings,6016932,5456167,5297530,7010448,5964039,5322185,4625818,4963128,4398706,3205471,3138368,5483130,5111066,4533247,4476107,4893525,4057424,3326485,3655259,3040457,Upgrade
36,Treasury Stock,-232858,-232858,-232858,-232858,-232858,-232858,-232858,-232858,-232858,-232858,-232858,-232858,-232858,-232858,-250648,-500648,-750648,-750648,-921861,-1030648,Upgrade
37,Comprehensive Income & Other,-66349,-69722,-59103,-76670,-89485,-96897,59489,23117,29416,26251,7231,-43986,-52679,-66729,-65811,-40555,-71034,-74398,-74097,-84311,Upgrade
38,Total Common Equity,26015565,25451426,25303409,26998760,25939536,25290269,24750289,25051227,24493103,23296704,23210581,25504126,25123369,24535580,24383754,23453758,21162899,20428596,19909896,18789832,Upgrade
39,Minority Interest,3286694,3223608,3144077,3314423,3262572,3138143,3141581,3374669,3289508,3116258,3011066,3171928,3136823,3058425,3018959,3023858,2963504,2876387,2906174,3170056,Upgrade
40,Shareholders' Equity,29302259,28675034,28447485,30313183,29202107,28428412,27891870,28425896,27782611,26412962,26221647,28676054,28260192,27594005,27402713,26477616,24126402,23304983,22816070,21959889,Upgrade
