,Fiscal Quarter,Current,H1 2025,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,34,106,123,190,424,568,652,301,83,219,337,Upgrade
1,Market Cap Growth,-67.63%,-44.14%,-71.12%,-66.60%,-34.88%,89.08%,681.82%,37.29%,-75.25%,-37.62%,-28.91%,Upgrade
2,Enterprise Value,-200,-19,92,133,384,530,634,355,292,346,496,Upgrade
3,Last Close Price,0.06,0.18,0.29,0.60,1.40,1.88,2.15,1.19,0.33,1.04,1.60,Upgrade
4,PS Ratio,0.07,0.18,0.35,2.31,-,11.00,-,3.52,1.46,3.84,7.56,Upgrade
5,PB Ratio,0.07,0.93,3.35,-1.47,-3.39,-7.06,-16.35,-8.02,61.55,5.19,3.96,Upgrade
6,P/TBV Ratio,0.51,0.28,0.43,1.29,2.61,3.15,3.36,1.78,0.48,12.02,6.53,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-,3.99,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-,2.00,1.83,-,-31.75,Upgrade
9,EV/Sales Ratio,-,-,0.27,1.62,-,10.25,-,4.15,5.11,6.06,11.14,Upgrade
10,EV/EBITDA Ratio,-,-,6.68,46.89,-,-,-,12.57,-6787.68,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-,-,-10.09,-,-,-,Upgrade
12,EV/FCF Ratio,2.10,-,-,-,-,-,-,4.72,-,-,-,Upgrade
13,Debt / Equity Ratio,4.70,0.97,4.51,-2.49,-2.53,-3.50,-6.61,-7.18,230.63,6.90,2.87,Upgrade
14,Debt / FCF Ratio,-,-,-,-,-,-,-,3.57,-,-,-,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-20.51%,-,-,-,Upgrade
16,Earnings Yield,-123.41%,-31.76%,-27.69%,-12.88%,-,-4.35%,-,-26.56%,-130.27%,-51.60%,-29.23%,Upgrade
17,FCF Yield,-277.39%,-76.19%,-72.42%,-7.89%,-,-1.68%,-,25.06%,-46.65%,-28.20%,-21.02%,Upgrade
18,Buyback Yield / Dilution,-22.46%,-80.39%,-,-14.04%,-,-9.10%,-,-19.98%,-21.50%,-19.97%,-4.29%,Upgrade
19,Total Shareholder Return,-22.46%,-80.39%,-,-14.04%,-,-9.10%,-,-19.98%,-21.50%,-19.97%,-4.29%,Upgrade
