,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,44.79,114.73,25.77,19.73,81.66,49.64,55.64,90.83,46.14,34.04
1,Short-Term Investments,85.28,27.12,104.55,111.48,44.21,124.78,83.77,62.82,6.14,6.16
2,Cash & Short-Term Investments,130.06,141.85,130.31,131.21,125.87,174.42,139.4,153.65,52.29,40.2
3,Cash Growth,-0.19%,8.11%,3.53%,-24.77%,-9.71%,13.52%,166.62%,282.21%,-,-
4,Accounts Receivable,74.43,77.07,78.76,82.69,102.52,79.04,130.38,90.68,99.48,117.91
5,Other Receivables,1.02,0.59,0.94,0.89,5.22,1.16,0.54,0.24,-,-
6,Receivables,75.45,77.66,79.7,83.57,107.74,80.2,130.92,90.92,99.48,117.91
7,Prepaid Expenses,2.49,1.9,1.58,5.25,1.86,2.57,0.13,0.51,0.33,0.35
8,Other Current Assets,0.04,0.04,1.67,1.62,1.6,1.87,1.87,-,7.7,6.03
9,Total Current Assets,208.05,221.45,213.26,221.65,237.06,259.06,272.32,245.07,159.8,164.48
10,"Property, Plant & Equipment",37.64,38.23,38.89,37.27,2.06,2.09,1.61,1.94,2.46,1.99
11,Other Long-Term Assets,-,-,-,0.96,13.73,13.79,13.69,13.84,-,-
12,Total Assets,245.68,259.67,252.15,259.87,252.85,274.94,287.63,260.85,162.26,166.47
13,Accounts Payable,13.14,15.73,6.65,9.86,19.15,4.06,3.34,19.5,0.3,9.62
14,Accrued Expenses,2.14,3.64,0.48,7.91,-,6.91,-,7.06,0.27,3.56
15,Current Portion of Long-Term Debt,0.53,0.52,0.52,0.51,-,-,-,-,-,-
16,Current Portion of Leases,0.09,0.1,0.07,0.6,0.9,0.66,0.85,1.02,1.03,0.64
17,Current Income Taxes Payable,0.03,0.03,0.97,1.01,4.11,3.19,8.25,5.6,17.62,14.53
18,Current Unearned Revenue,0.06,2.31,1.27,-,-,0.4,38.05,11.18,20.49,30.65
19,Other Current Liabilities,16.41,19.52,25.72,12.17,14.38,22.62,6.1,6,3.03,4.39
20,Total Current Liabilities,32.4,41.85,35.67,32.06,38.54,37.84,56.58,50.36,42.75,63.38
21,Long-Term Debt,12.04,12.3,12.55,12.81,-,-,-,-,-,-
22,Long-Term Leases,0.04,0.08,0.09,0.23,0.45,0.69,0.03,0.31,0.82,0.66
23,Total Liabilities,44.48,54.23,48.31,45.1,38.99,38.53,56.61,50.67,43.57,64.04
24,Common Stock,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,-,-
25,Additional Paid-In Capital,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,35.57,35.57
26,Retained Earnings,120.07,124.32,122.71,133.65,132.74,155.28,149.89,129.04,118.63,102.37
27,Comprehensive Income & Other,-35.51,-35.51,-35.51,-35.51,-35.51,-35.51,-35.51,-35.51,-35.51,-35.51
28,Shareholders' Equity,201.2,205.45,203.84,214.78,213.87,236.41,231.01,210.17,118.69,102.43
29,Total Liabilities & Equity,245.68,259.67,252.15,259.87,252.85,274.94,287.63,260.85,162.26,166.47
30,Total Debt,12.69,13,13.23,14.15,1.35,1.35,0.88,1.33,1.85,1.3
31,Net Cash (Debt),117.37,128.85,117.08,117.06,124.52,173.07,138.52,152.32,50.44,38.9
32,Net Cash Growth,0.25%,10.07%,-5.97%,-32.36%,-10.11%,13.63%,174.65%,291.58%,-,-
33,Net Cash Per Share,0.23,0.26,0.23,0.23,0.25,0.35,0.28,0.33,0.13,0.10
34,Filing Date Shares Outstanding,500,500,500,500,500,500,500,500,500,396.9
35,Total Common Shares Outstanding,500,500,500,500,500,500,500,500,396.9,396.9
36,Working Capital,175.64,179.6,177.59,189.59,198.52,221.22,215.74,194.71,117.05,101.11
37,Book Value Per Share,0.40,0.41,0.41,0.43,0.43,0.47,0.46,0.42,0.30,0.26
38,Tangible Book Value,201.2,205.45,203.84,214.78,213.87,236.41,231.01,210.17,118.69,102.43
39,Tangible Book Value Per Share,0.40,0.41,0.41,0.43,0.43,0.47,0.46,0.42,0.30,0.26
40,Buildings,-,35.75,-,35.75,-,-,-,-,-,-
41,Machinery,-,0.87,-,0.98,-,0.95,-,0.81,-,0.8
42,Leasehold Improvements,-,3.21,-,1.98,-,1.43,-,1.43,-,1.43
