,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,57.15,60.16,68.12,55.81,87.24,94.86,89.64,150.38,126.41,141.13
1,Revenue Growth (YoY),-16.11%,7.80%,-21.91%,-41.17%,-2.68%,-36.92%,-29.09%,6.56%,30.92%,-
2,Cost of Revenue,56.63,52.89,68.01,46.53,71.44,80.97,60.09,120.37,96.59,110.06
3,Gross Profit,0.52,7.27,0.12,9.28,15.8,13.9,29.54,30.02,29.82,31.07
4,"Selling, General & Admin",7.27,7.74,7.13,9.39,6.68,9.4,6.15,12.39,3.51,3.5
5,Operating Expenses,7.33,7.72,7.25,8.99,6.96,9.05,6.55,12.23,3.64,3.54
6,Operating Income,-6.81,-0.45,-7.14,0.29,8.84,4.85,23,17.78,26.17,27.53
7,Interest Expense,-0.12,-0.02,-0,-0.35,-0.02,-0.02,-0.03,-0.04,-0.04,-0.05
8,Interest & Investment Income,2.63,2.06,1.72,0.95,0.81,0.78,0.52,0.28,0.01,0
9,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,0.16,-,-
10,Other Non Operating Income (Expenses),0.07,-0.04,0.07,0,0.01,0.01,0,7.18,-6.79,-
11,EBT Excluding Unusual Items,-4.23,1.55,-5.35,0.88,9.64,5.62,23.48,25.35,19.35,27.48
12,Other Unusual Items,-,-,-,-,-,-,-,-14.94,-,-
13,Pretax Income,-4.23,1.55,-5.35,0.88,9.64,5.62,23.48,10.42,19.35,27.48
14,Income Tax Expense,0.02,-0.06,0.01,-0.03,1.24,0.22,2.64,0,3.09,3.3
15,Net Income,-4.25,1.61,-5.37,0.91,8.4,5.4,20.84,10.41,16.26,24.19
16,Net Income to Common,-4.25,1.61,-5.37,0.91,8.4,5.4,20.84,10.41,16.26,24.19
17,Net Income Growth,-,76.62%,-,-83.12%,-59.69%,-48.19%,28.19%,-56.94%,-0.57%,-
18,Shares Outstanding (Basic),500,500,500,500,500,500,500,460,397,397
19,Shares Outstanding (Diluted),500,500,500,500,500,500,500,460,397,397
20,Shares Change (YoY),-,-,-,-,-,8.70%,25.98%,15.90%,-,-
21,EPS (Basic),-0.01,0.00,-0.01,0.00,0.02,0.01,0.04,0.02,0.04,0.06
22,EPS (Diluted),-0.01,0.00,-0.01,0.00,0.02,0.01,0.04,0.02,0.04,0.06
23,EPS Growth,-,76.62%,-,-83.12%,-59.69%,-52.33%,1.76%,-62.85%,-0.57%,-
24,Free Cash Flow,-13.69,21.17,3.74,-20.72,-18.01,35.8,-13.01,19.39,14.01,-16.18
25,Free Cash Flow Per Share,-0.03,0.04,0.01,-0.04,-0.04,0.07,-0.03,0.04,0.04,-0.04
26,Operating Margin,-11.91%,-0.75%,-10.48%,0.51%,10.13%,5.11%,25.65%,11.83%,20.71%,19.51%
27,Profit Margin,-7.44%,2.67%,-7.88%,1.63%,9.63%,5.69%,23.25%,6.93%,12.86%,17.14%
28,Free Cash Flow Margin,-23.95%,35.19%,5.49%,-37.13%,-20.64%,37.74%,-14.51%,12.89%,11.08%,-11.46%
29,EBITDA,-6.27,0.22,-6.72,0.36,8.95,4.98,23.15,17.94,26.33,27.67
30,D&A For EBITDA,0.54,0.68,0.42,0.07,0.11,0.14,0.15,0.15,0.15,0.14
31,EBIT,-6.81,-0.45,-7.14,0.29,8.84,4.85,23,17.78,26.17,27.53
