,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,75,79,78,105,120,163,125,178,245,-,-
1,Market Cap Growth,-24.88%,-24.88%,-35.42%,-35.69%,-4.00%,-8.45%,-48.98%,-,-,-,-
2,Enterprise Value,-39,-47,-36,-9,-1,-6,-9,30,196,-,-
3,Last Close Price,0.15,0.16,0.15,0.21,0.23,0.31,0.20,0.28,0.39,-,-
4,PE Ratio,-,-,-21.23,-,13.27,12.13,4.91,5.85,9.46,-,-
5,PS Ratio,0.66,0.69,0.62,0.87,0.86,0.92,0.70,0.76,0.91,-,-
6,PB Ratio,0.38,0.40,0.39,0.53,0.58,0.78,0.54,0.79,1.20,-,-
7,P/TBV Ratio,0.40,0.40,0.39,0.53,0.58,0.78,0.54,0.79,1.20,-,-
8,P/FCF Ratio,10.32,-,3.20,-6.34,-,-,5.65,-,7.56,-,-
9,P/OCF Ratio,10.80,-,2.89,4.88,-51.59,-,5.62,-,7.55,-,-
10,EV/Sales Ratio,-,-,-,-,-,-,-,0.13,0.73,-,-
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,0.74,4.56,-,-
12,EV/EBIT Ratio,-,-,-,-,-,-,-,0.75,4.59,-,-
13,EV/FCF Ratio,-5.36,-,-,-,-,-,-,-,6.05,-,-
14,Debt / Equity Ratio,0.06,0.06,0.06,0.06,0.07,0.01,0.01,0.00,0.01,0.02,0.01
15,Debt / FCF Ratio,1.70,-,0.52,-0.78,-,-,0.06,-,0.04,-0.85,-
16,Return on Capital Employed (ROCE),-,-,-,-,4.01%,6.39%,11.74%,17.65%,20.88%,44.93%,44.67%
17,Earnings Yield,-3.42%,-3.27%,-4.71%,-4.14%,7.53%,8.24%,20.38%,17.10%,10.57%,-,-
18,FCF Yield,9.69%,9.25%,31.22%,-15.78%,-31.33%,10.63%,17.70%,3.49%,13.24%,-,-
19,Buyback Yield / Dilution,-,-,-,-,-,-8.70%,-25.98%,-15.90%,-,-,
20,Total Shareholder Return,-,-,-,-,-,-8.70%,-25.98%,-15.90%,-,-,
