,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,59.49,57.3,49.63,44.63,46.64,40.11,41.38,32.75,28.72,24.1
1,Revenue Growth (YoY),19.88%,28.38%,6.40%,11.26%,12.73%,22.48%,44.09%,35.88%,20.23%,9.43%
2,Cost of Revenue,27.09,25.55,22.51,20.83,22.48,17.77,17.87,13.11,12.05,9.97
3,Gross Profit,32.4,31.75,27.11,23.8,24.16,22.35,23.51,19.65,16.66,14.14
4,"Selling, General & Admin",6.55,5.54,5.59,4.97,5.54,5.74,5.47,4.24,3.76,4.25
5,Research & Development,4.29,4.2,4.07,4.34,4.46,4.33,4.03,4.63,3.36,4.07
6,Operating Expenses,10.84,9.75,9.66,9.31,10,10.07,9.5,8.87,7.12,8.32
7,Operating Income,21.56,22,17.45,14.49,14.16,12.28,14.01,10.77,9.55,5.82
8,Interest Expense,-0.13,-0.16,-0.11,-0.24,-0.17,-0.08,-0.02,-0.03,-0.03,-0.03
9,Interest & Investment Income,1.16,0.87,0.65,0.29,0.1,0.01,0.01,0.02,0.05,0.16
10,Currency Exchange Gain (Loss),-,-,0.06,0.25,-,-,-0.14,0.14,0.41,-
11,Other Non Operating Income (Expenses),0.03,0.01,0.01,0.1,-0.05,0.07,-0.1,0.13,-0.01,0.13
12,EBT Excluding Unusual Items,22.62,22.71,18.06,14.89,14.04,12.28,13.75,11.04,9.97,6.07
13,Gain (Loss) on Sale of Assets,-,-,-,-,0.06,-,-0.07,-,-,-
14,Pretax Income,22.62,22.71,18.06,14.89,14.1,12.28,13.69,11.04,9.97,6.07
15,Income Tax Expense,3.67,3.61,2.29,2.56,1.75,1.98,1.78,1.75,0.86,0.95
16,Net Income,18.94,19.1,15.78,12.32,12.35,10.31,11.91,9.29,9.11,5.12
17,Net Income to Common,18.94,19.1,15.78,12.32,12.35,10.31,11.91,9.29,9.11,5.12
18,Net Income Growth,20.07%,55.02%,27.73%,19.55%,3.72%,10.93%,30.71%,81.48%,43.90%,-11.08%
19,Shares Outstanding (Basic),1101,1101,1100,1099,1095,1093,1087,1076,1067,1049
20,Shares Outstanding (Diluted),1105,1101,1101,1101,1100,1100,1100,1084,1073,1065
21,Shares Change (YoY),0.36%,0.04%,0.10%,0.05%,-0.07%,1.52%,2.51%,1.71%,0.78%,0.65%
22,EPS (Basic),0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00
23,EPS (Diluted),0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00
24,EPS Growth,20.28%,54.46%,27.68%,19.16%,3.87%,9.30%,27.07%,79.15%,41.48%,-11.09%
25,Free Cash Flow,23.26,31.7,21.38,15.66,12.39,4.42,10.81,7.55,12.16,3.36
26,Free Cash Flow Per Share,0.02,0.03,0.02,0.01,0.01,0.00,0.01,0.01,0.01,0.00
27,Dividend Per Share,0.017,0.014,0.014,0.009,0.011,0.008,0.011,0.007,0.008,0.004
28,Dividend Growth,23.17%,55.06%,25.36%,18.98%,5.83%,9.74%,31.65%,75.26%,34.57%,-12.51%
29,Operating Margin,36.24%,38.40%,35.16%,32.46%,30.36%,30.61%,33.87%,32.90%,33.25%,24.13%
30,Profit Margin,31.84%,33.34%,31.79%,27.61%,26.48%,25.70%,28.78%,28.37%,31.72%,21.24%
31,Free Cash Flow Margin,39.10%,55.33%,43.07%,35.08%,26.56%,11.02%,26.12%,23.04%,42.34%,13.95%
32,EBITDA,22.39,22.82,18.23,15.22,14.84,12.97,14.68,11.46,10.26,6.43
33,D&A For EBITDA,0.83,0.82,0.78,0.73,0.68,0.69,0.67,0.69,0.71,0.62
34,EBIT,21.56,22,17.45,14.49,14.16,12.28,14.01,10.77,9.55,5.82
