,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,2014,6657,2561,13763,8409,17618,22297,28579,13033,23081,Upgrade
1,Short-Term Investments,44320,39736,41558,30146,36029,27141,19740,15555,29042,20461,Upgrade
2,Trading Asset Securities,-,13,-,8,9.15,7.94,8.11,9.92,8.77,8.65,Upgrade
3,Cash & Short-Term Investments,46334,46406,44119,43917,44447,44767,42045,44144,42084,43551,Upgrade
4,Cash Growth,5.02%,5.67%,-0.74%,-1.90%,5.71%,1.41%,-0.09%,1.36%,1.52%,12.53%,Upgrade
5,Accounts Receivable,357,281,259.32,276,260.57,318.93,217.36,257.79,241.29,249.09,Upgrade
6,Other Receivables,7365,7380,7196,6544,6132,5421,6393,6566,5767,4671,Upgrade
7,Receivables,8039,7884,7561,7029,6531,5901,6721,7048,6096,5008,Upgrade
8,Inventory,15310,15810,14974,16389,16150,20390,20420,23162,31696,30912,Upgrade
9,Prepaid Expenses,-,-,-,-,89.69,-,105,192,516,501,Upgrade
10,Other Current Assets,1501,335,24.3,306,319.19,367.24,304.93,263,664.95,419.83,Upgrade
11,Total Current Assets,71184,70435,66679,67641,67537,71425,69596,74808,81056,80391,Upgrade
12,"Property, Plant & Equipment",2897,2904,3016,3000,1333,2959,1351,3121,1450,1367,Upgrade
13,Long-Term Investments,25069,24583,25010,24747,24001,24731,25112,24291,24580,24411,Upgrade
14,Long-Term Deferred Tax Assets,10,10,9.55,8,12.21,4.45,-,-,-,-,Upgrade
15,Other Long-Term Assets,79079,73582,81111,74840,77158,66999,69571,67789,71421,70451,Upgrade
16,Total Assets,180996,180344,179087,179270,179391,178984,178678,181715,188363,186724,Upgrade
17,Accounts Payable,116,116,100.24,144,176.29,154.36,194.05,138.13,95.46,83.9,Upgrade
18,Current Portion of Long-Term Debt,2937,1660,1701,2804,3137,3115,1643,3623,3580,1571,Upgrade
19,Current Portion of Leases,37,20,36.81,41,40.71,31.18,48.18,49.24,47.96,32.03,Upgrade
20,Current Income Taxes Payable,486,837,848.21,1344,3158,3151,2818,2286,527.96,578.63,Upgrade
21,Current Unearned Revenue,341,254,93.8,986,1213,2743,2251,6008,22888,23597,Upgrade
22,Other Current Liabilities,5135,4931,5700,5583,6110,5909,6278,5861,6441,6457,Upgrade
23,Total Current Liabilities,9052,7818,8480,10902,13835,15105,13232,17966,33581,32319,Upgrade
24,Long-Term Debt,2062,3451,2603,2564,2737,2943,4317,4274,4252,6150,Upgrade
25,Long-Term Leases,27,2,3.66,15,35.9,13.55,9.19,19.74,35.96,7.54,Upgrade
26,Long-Term Deferred Tax Liabilities,2748,2757,2754,2684,2692,2694,2712,2647,2639,2488,Upgrade
27,Total Liabilities,13889,14028,13841,16165,19300,20755,20270,24907,40508,40965,Upgrade
28,Common Stock,67145,64287,63305,60441,59339,56404,55397,53212,52428,49806,Upgrade
29,Retained Earnings,-,102394,-,102786,100605,101387,101019,101897,94560,96113,Upgrade
30,Comprehensive Income & Other,99443,-891,101212,-878,-620.86,-393.77,177.29,50.82,27.2,-1003,Upgrade
31,Total Common Equity,166588,165790,164517,162349,159323,157397,156593,155160,147015,144916,Upgrade
32,Minority Interest,519,526,728.62,756,767.67,831.22,1816,1649,839.59,843.31,Upgrade
33,Shareholders' Equity,167107,166316,165246,163105,160091,158229,158409,156809,147855,145759,Upgrade
34,Total Liabilities & Equity,180996,180344,179087,179270,179391,178984,178678,181715,188363,186724,Upgrade
35,Total Debt,5063,5133,4344,5424,5950,6103,6017,7966,7916,7760,Upgrade
36,Net Cash (Debt),41271,41273,39775,38493,38497,38663,36028,36178,34168,35791,Upgrade
37,Net Cash Growth,3.76%,7.22%,3.32%,-0.44%,6.85%,6.87%,5.44%,1.08%,-0.73%,15.21%,Upgrade
38,Net Cash Per Share,4.74,4.81,4.83,4.75,4.96,5.05,4.85,4.92,4.82,5.12,Upgrade
39,Filing Date Shares Outstanding,8709,8650,8227,8172,8061,7718,7615,7396,7327,7045,Upgrade
40,Total Common Shares Outstanding,8709,8650,8227,8172,8061,7718,7615,7396,7327,7045,Upgrade
41,Working Capital,62132,62617,58199,56739,53703,56320,56364,56843,47476,48072,Upgrade
42,Book Value Per Share,19.13,19.17,20.00,19.87,19.76,20.39,20.56,20.98,20.07,20.57,Upgrade
43,Tangible Book Value,166588,165790,164517,162349,159323,157397,156593,155160,147015,144916,Upgrade
44,Tangible Book Value Per Share,19.13,19.17,20.00,19.87,19.76,20.39,20.56,20.98,20.07,20.57,Upgrade
45,Machinery,-,918,-,983,-,908.44,-,880.09,-,833.37,Upgrade
46,Leasehold Improvements,-,46,-,76,-,56.96,-,55.16,-,51,Upgrade
