,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,147363,147363,150650,144969,155433,145518,145766,144910,133874,127598,139765,132166,128854,120266,128805,123845,101882,101882,112585,111023,Upgrade
1,Revenue Growth (YoY),-5.19%,1.27%,3.35%,0.04%,16.10%,14.04%,4.29%,9.64%,3.90%,6.10%,8.51%,6.72%,26.47%,18.04%,14.41%,11.55%,-4.32%,7.04%,20.15%,27.11%,Upgrade
2,Cost of Revenue,136392,136392,137335,133043,143103,134577,132378,132521,122226,117588,128186,120281,117486,111047,117241,112327,93261,93261,102278,101284,Upgrade
3,Gross Profit,10972,10972,13315,11926,12330,10941,13388,12389,11647,10010,11579,11884,11368,9219,11564,11518,8621,8621,10307,9739,Upgrade
4,"Selling, General & Admin",6200,6200,8031,5723,6536,5871,7819,5652,6024,5418,6649,5508,5756,5298,6903,5009,4645,4645,6165,4440,Upgrade
5,Research & Development,-,-,-260.77,260.77,-95.96,95.96,-210.37,210.37,-61.62,61.62,-126.04,126.04,-42.25,42.25,-97.24,97.24,-,-,-96.78,96.78,Upgrade
6,Other Operating Expenses,-75.3,-75.3,-1252,921.92,-445.59,193.38,-1276,833.43,-434.66,200.98,-1132,785.73,-446.65,203.35,-1008,673.48,-158.87,-158.87,-898.5,632.49,Upgrade
7,Operating Expenses,6783,6783,5550,7206,6511,6927,5440,7086,5894,6251,4906,6646,5510,6005,5452,6108,4831,4831,4824,5361,Upgrade
8,Operating Income,4189,4189,7765,4720,5819,4014,7948,5303,5753,3760,6673,5239,5859,3214,6112,5410,3790,3790,5483,4378,Upgrade
9,Interest Expense,-677.76,-677.76,-917.53,-482.45,-1095,-560.15,-1256,-764.91,-1109,-689.75,-1416,-638.33,-1155,-635.14,-1514,-567.87,-841.92,-841.92,-1164,-882.52,Upgrade
10,Interest & Investment Income,195.01,195.01,542.39,-,173.12,177.79,545.84,-,262.98,56.69,375.97,-,139.11,174.86,708.77,-,176.34,176.34,521.76,-,Upgrade
11,Earnings From Equity Investments,312.36,312.36,1107,-574.28,574.28,-,1067,-492.88,492.88,-,1070,-454.91,454.91,-,987.46,-369.09,184.54,184.54,887.07,-394.89,Upgrade
12,Currency Exchange Gain (Loss),-4.51,-4.51,-9.98,0.48,-0.48,-,-2.39,4.48,-4.48,-,-10.51,5.7,-5.7,-,11.81,-66.85,33.42,33.42,-12.81,12.27,Upgrade
13,Other Non Operating Income (Expenses),-148.71,-148.71,-272.33,108.15,-149.68,3.77,-465.05,54.3,-57.98,4.42,-363.55,124.3,-110.21,9.99,-437.85,142.94,-70.56,-70.56,-384.61,112.85,Upgrade
14,EBT Excluding Unusual Items,3865,3865,8215,3772,5321,3636,7838,4104,5338,3131,6329,4276,5181,2763,5868,4549,3272,3272,5331,3226,Upgrade
15,Impairment of Goodwill,-,-,-27.02,-,-,-,-38.98,-,-,-,-396.06,-,-,-,-156.29,-,-,-,-140.85,-,Upgrade
16,Gain (Loss) on Sale of Investments,-75.63,-75.63,-1986,245.86,-245.91,-0.06,-1900,402.01,-402.11,7.76,-1094,289.38,-289.4,0.02,-1287,335.41,-183.83,-183.83,-1392,225.56,Upgrade
17,Gain (Loss) on Sale of Assets,2.99,2.99,170.3,181.34,117.36,23.3,-20.25,10.73,9.01,3.61,16.32,5.27,0.93,43.35,158.96,-29.5,11.75,11.75,31.62,3.03,Upgrade
18,Asset Writedown,-,-,14.3,-23.9,21.13,-21.13,-2.54,82.07,-103.76,7.43,-182.29,-29.76,18.01,-16.77,216.64,-325.42,-0.02,-0.02,71.58,-20.04,Upgrade
19,Other Unusual Items,5.56,5.56,98.92,-14.93,14.93,-,97.81,-12.66,12.66,-,88.71,-16.01,16.01,-,68.74,-17.02,8.51,8.51,40.82,-2.62,Upgrade
20,Pretax Income,3798,3798,6485,4161,5228,3638,5974,4586,4854,3150,4762,4524,4927,2790,4869,4512,3109,3109,3942,3432,Upgrade
21,Income Tax Expense,848.64,848.64,1542,987.09,1145,827.84,1440,1003,1053,721.61,1214,1036,1059,629.22,1063,1024,706.88,706.88,932.33,789.31,Upgrade
22,Earnings From Continuing Operations,2950,2950,4943,3174,4083,2810,4533,3583,3800,2428,3548,3488,3868,2161,3805,3489,2402,2402,3010,2642,Upgrade
23,Minority Interest in Earnings,-1098,-1098,-1986,-1182,-1569,-1220,-1865,-1420,-1534,-1000,-1491,-1370,-1501,-944.62,-1577,-1426,-953.85,-953.85,-1352,-1022,Upgrade
24,Net Income,1852,1852,2957,1992,2514,1590,2669,2163,2266,1428,2057,2118,2367,1216,2229,2063,1448,1448,1657,1620,Upgrade
25,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07,-,-,-,1.18,-2.38,Upgrade
26,Net Income to Common,1852,1852,2957,1992,2514,1590,2669,2163,2266,1428,2057,2118,2367,1216,2229,2063,1448,1448,1656,1622,Upgrade
