,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,36124,34964,30217,32155,31405,27199,32097,30511,31416,36048,34151,Upgrade
1,Market Cap Growth,8.74%,8.74%,-3.78%,18.22%,-2.16%,-10.86%,2.17%,-15.36%,-8.01%,1.34%,-1.82%,Upgrade
2,Enterprise Value,91553,91883,82758,84096,80954,77168,77084,87889,90545,93261,89392,Upgrade
3,Last Close Price,4.67,4.52,3.82,3.79,3.60,2.90,3.34,2.98,3.00,3.28,2.92,Upgrade
4,PE Ratio,-,-116.55,-,-68.27,-,172.14,-,29.37,-,-,-,Upgrade
5,Forward PE,-,91.50,141.67,99.28,115.67,25.62,32.10,44.89,42.62,59.26,38.87,Upgrade
6,PS Ratio,0.96,0.93,0.81,0.88,0.87,0.75,0.94,0.86,1.75,-,0.88,Upgrade
7,PB Ratio,22.51,3.04,4.53,3.31,2.91,2.13,2.59,1.97,1.91,2.66,2.30,Upgrade
8,P/FCF Ratio,-,-,2.87,2.88,3.17,3.40,5.59,4.99,8.90,-,4.58,Upgrade
9,P/OCF Ratio,-,-,2.38,2.41,2.57,2.63,3.44,3.14,8.90,-,2.75,Upgrade
10,EV/Sales Ratio,2.44,2.45,2.22,2.31,2.24,2.14,2.25,2.48,5.03,-,2.30,Upgrade
11,EV/EBITDA Ratio,9.27,8.98,8.35,8.51,8.52,8.13,10.88,12.33,21.88,-,11.84,Upgrade
12,EV/EBIT Ratio,18.19,17.05,16.10,16.93,17.39,16.58,17.03,19.31,49.00,-,18.34,Upgrade
13,EV/FCF Ratio,-,-,7.86,7.54,8.18,9.64,13.42,14.38,25.66,-,11.99,Upgrade
14,Debt / Equity Ratio,4.69,4.69,8.73,5.60,4.95,4.05,4.20,3.19,3.78,4.48,4.10,Upgrade
15,Debt / FCF Ratio,-,-,5.54,4.87,5.40,6.46,9.08,8.07,17.56,-,8.16,Upgrade
16,Return on Capital Employed (ROCE),7.33%,7.33%,7.09%,6.73%,6.33%,6.58%,6.41%,6.27%,2.24%,-,6.10%,Upgrade
17,Earnings Yield,-0.83%,-0.19%,-0.70%,-0.73%,-0.02%,1.44%,4.68%,4.15%,-0.66%,-,-0.19%,Upgrade
18,FCF Yield,-,34.83%,34.70%,31.51%,29.44%,17.89%,20.04%,11.23%,-,21.84%,Upgrade,
19,Dividend Yield,8.19%,8.46%,10.01%,10.10%,10.62%,13.12%,11.16%,12.42%,3.12%,-,11.02%,Upgrade
20,Buyback Yield / Dilution,-0.05%,-0.05%,-0.05%,-0.03%,-0.04%,0.14%,-0.04%,-,-0.07%,-,0.08%,Upgrade
21,Total Shareholder Return,8.14%,8.41%,9.97%,10.07%,10.58%,13.26%,11.12%,12.42%,3.05%,-,11.10%,Upgrade
