,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020",+2 Quarters
0,Market Capitalization,512,565,627,1193,1413,2644,2208,1347,2434,3172,3563,Upgrade
1,Market Cap Growth,-52.59%,-52.59%,-55.62%,-54.90%,-36.00%,96.36%,-9.27%,-57.55%,-31.68%,-13.69%,-23.54%,Upgrade
2,Enterprise Value,42975,45515,45344,48621,50089,50962,46372,46138,46523,49992,48427,Upgrade
3,Last Close Price,0.58,0.64,0.71,1.35,1.60,4.26,3.56,3.25,4.61,6.01,6.85,Upgrade
4,PS Ratio,0.09,0.10,0.11,0.24,0.27,0.48,0.35,0.21,0.45,0.58,0.63,Upgrade
5,PB Ratio,0.03,0.02,0.02,0.03,0.03,0.06,0.05,0.03,0.05,0.07,0.07,Upgrade
6,P/FCF Ratio,-,-,-,-2.84,-,-,-,1.12,3.60,-11.54,-,Upgrade
7,P/OCF Ratio,-,-,-,-2.84,-,-,-,1.12,3.60,-11.54,-,Upgrade
8,EV/Sales Ratio,7.27,7.70,8.10,9.61,9.71,9.34,7.39,7.36,8.65,9.17,8.54,Upgrade
9,EV/EBITDA Ratio,-,-,-53.95,-,-644.78,-,252.40,-,-,-,90.75,Upgrade
10,EV/EBIT Ratio,-,-,-36.85,-,-,-,-158.50,-,-,-,609.14,Upgrade
11,EV/FCF Ratio,-,-,-,-115.61,-,-,-,38.42,68.83,-181.87,-,Upgrade
12,Debt / Equity Ratio,0.80,0.80,0.78,0.72,0.67,0.71,0.64,0.63,0.54,0.53,0.47,Upgrade
13,Debt / FCF Ratio,-,-,-,-66.56,-,-,-,24.15,37.23,-88.63,-,Upgrade
14,Earnings Yield,-423.11%,-383.44%,-313.05%,-139.65%,-119.65%,-45.24%,-35.98%,-94.16%,-82.57%,-61.97%,-24.42%,Upgrade
15,FCF Yield,-134.14%,-134.14%,7.48%,-35.27%,-208.41%,-163.59%,-77.21%,89.18%,27.77%,-8.66%,-36.40%,Upgrade
16,Buyback Yield / Dilution,-14.53%,-0.21%,-33.63%,-49.69%,-12.47%,-3.52%,-49.70%,-46.20%,-1.48%,0.03%,0.18%,Upgrade
17,Total Shareholder Return,-14.53%,-0.21%,-33.63%,-49.69%,-12.47%,-3.52%,-49.70%,-46.20%,-1.48%,0.03%,0.18%,Upgrade
