,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020",+2 Quarters
0,Other Revenue,2816,3094,2502,2557,2604,2855,3423,2849,2529,2921,Upgrade
1,Total Revenue,2816,3094,2502,2557,2604,2855,3423,2849,2529,2921,Upgrade
2,Revenue Growth (YoY,12.52%,21.01%,-3.88%,-10.44%,-23.95%,0.22%,35.38%,-2.48%,-8.09%,-33.76%,Upgrade
3,Property Expenses,2503,1979,2633,1560,1768,1762,2432,2272,1980,1685,Upgrade
4,"Selling, General & Administrative",584.2,578.05,623.44,620.21,558.12,604.91,611.64,580.69,566.09,629.22,Upgrade
5,Other Operating Expenses,571.81,371.11,642.65,383.18,812.41,398.33,762.05,342.61,622.35,459.77,Upgrade
6,Total Operating Expenses,3659,2928,3899,2563,3138,2765,3806,3196,3169,2774,Upgrade
7,Operating Income,-843.45,165.81,-1396,-6.62,-534.88,89.78,-382.34,-347.11,-639.84,146.94,Upgrade
8,Interest Expense,-636.45,-644.85,-550.05,-532.28,-365.18,-453.45,-370.39,-344.98,-346.19,-326.02,Upgrade
9,Interest & Investment Income,246.66,-,229.15,-,183.05,-,138.6,-,101.64,-,Upgrade
10,Currency Exchange Gain (Loss),-14.25,-25.8,-30.57,23.39,-114.49,-47.49,-27.38,49.23,-26.77,31.55,Upgrade
11,Other Non-Operating Income,-62.17,-59.61,-81.85,-50.17,-43.79,-42.22,-38.55,-36.44,-32.41,-30.65,Upgrade
12,EBT Excluding Unusual Items,-1310,-564.45,-1830,-565.68,-875.29,-453.38,-680.06,-679.29,-943.56,-178.19,Upgrade
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-1.38,-,Upgrade
14,Impairment of Goodwill,-,-,-,-,-36.1,-,-,-,-1.32,-,Upgrade
15,Gain (Loss) on Sale of Investments,-270.06,-350.26,-6.29,-90.79,-403.44,-141.45,-246.19,-287.6,-141.71,-226.81,Upgrade
16,Gain (Loss) on Sale of Assets,-10.41,-,0.97,-,-42.51,-0.57,-1.55,-2.95,-354.07,-234.67,Upgrade
17,Asset Writedown,-286.01,-1117,-190.31,-916.05,-400.37,12.69,-313.75,-475.89,-1390,-1068,Upgrade
18,Other Unusual Items,22.42,28.96,12.43,-,127.89,-,190.02,-,94.17,-,Upgrade
19,Pretax Income,-1854,-2003,-2013,-1573,-1630,-582.7,-1052,-1446,-2738,-1708,Upgrade
20,Income Tax Expense,289.57,110.15,-107.8,51.43,135,132.47,64,197.99,-158.51,75.64,Upgrade
21,Earnings From Continuing Operations,-2143,-2113,-1905,-1624,-1765,-715.17,-1116,-1644,-2579,-1784,Upgrade
22,Minority Interest in Earnings,1092,996.04,1058,805.33,892.31,391.39,644.73,846.56,1366,1031,Upgrade
23,Net Income,-1051,-1117,-846.8,-818.6,-872.52,-323.79,-470.81,-797.15,-1213,-753.09,Upgrade
24,Net Income to Common,-1051,-1117,-846.8,-818.6,-872.52,-323.79,-470.81,-797.15,-1213,-753.09,Upgrade
25,Basic Shares Outstanding,883,883,882,661,589,588,569,393,389,387,Upgrade
26,Diluted Shares Outstanding,883,883,882,661,589,588,569,393,389,387,Upgrade
27,Shares Change (YoY),0.21%,33.63%,49.69%,12.47%,3.52%,49.70%,46.20%,1.48%,-0.03%,-0.18%,Upgrade
28,EPS (Basic),-1.19,-1.26,-0.96,-1.24,-1.48,-0.55,-0.83,-2.03,-3.12,-1.95,Upgrade
29,EPS (Diluted),-1.19,-1.26,-0.96,-1.24,-1.48,-0.55,-0.83,-2.03,-3.12,-1.95,Upgrade
30,Operating Margin,-29.95%,5.36%,-55.80%,-0.26%,-20.54%,3.14%,-11.17%,-12.19%,-25.30%,5.03%,Upgrade
31,Profit Margin,-37.33%,-36.09%,-33.84%,-32.02%,-33.51%,-11.34%,-13.75%,-27.98%,-47.96%,-25.78%,Upgrade
32,Free Cash Flow Margin,-5.34%,-19.66%,26.17%,-42.07%,-71.83%,-86.02%,21.92%,15.82%,8.91%,-17.13%,Upgrade
33,EBITDA,-661.75,349.46,-1190,205.86,-283.54,328.5,-144.78,-83.01,-380.3,391.24,Upgrade
34,D&A For Ebitda,181.7,183.65,206.45,212.47,251.34,238.72,237.57,264.1,259.53,244.3,Upgrade
35,EBIT,-843.45,165.81,-1396,-6.62,-534.88,89.78,-382.34,-347.11,-639.84,146.94,Upgrade
