,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,14.75,21.13,34.98,37.53,16.5,11.62,7.09,25.22,22.37,27.2,Upgrade
1,Short-Term Investments,3.93,3.77,3.73,3.92,3.01,3.31,3.23,2.2,2.11,1.13,Upgrade
2,Trading Asset Securities,7.14,7.69,1.68,2.9,3.44,5.89,4.79,5.74,3.6,8.91,Upgrade
3,Cash & Short-Term Investments,25.81,32.59,40.38,44.35,22.96,20.83,15.11,33.16,28.08,37.24,Upgrade
4,Cash Growth,-36.07%,-26.51%,75.90%,112.94%,51.94%,-37.19%,-46.18%,-10.96%,-49.62%,31.50%,Upgrade
5,Accounts Receivable,14.93,24.26,19.34,16.76,11.63,20.46,20.25,23.38,33.07,38.95,Upgrade
6,Other Receivables,19.99,12.4,20.65,15.31,6.75,5.76,22.97,13.24,19.44,19.28,Upgrade
7,Receivables,34.92,36.66,39.99,32.07,18.38,26.22,43.22,36.63,52.51,58.22,Upgrade
8,Inventory,1.44,1.25,0.22,0.22,0.28,0.33,0.36,0.13,0.13,0.16,Upgrade
9,Prepaid Expenses,2.11,2.88,2.04,5.94,10.74,10.16,2.03,6.2,2.3,5.76,Upgrade
10,Restricted Cash,-,0.83,0.83,0.88,-,-,-,-,-,-,Upgrade
11,Other Current Assets,15.52,27.45,13.5,13.5,13.5,23.5,23.8,23.8,23.8,23.8,Upgrade
12,Total Current Assets,79.8,101.66,96.97,96.96,65.85,81.03,84.51,99.92,106.82,125.18,Upgrade
13,"Property, Plant & Equipment",267.08,257.91,269.27,277.31,276.06,281.3,296.07,284.39,338.32,344.13,Upgrade
14,Long-Term Investments,8.7,7.86,7.98,9.17,9.9,10.51,11.51,9.98,4.75,9.57,Upgrade
15,Other Intangible Assets,86.18,97.78,91.57,92.88,150.4,126.93,159.45,138.38,177.04,148.16,Upgrade
16,Long-Term Accounts Receivable,-,-,-,-,-,-,1.46,3.42,-,-,Upgrade
