,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,81.31,56.22,61.62,46.06,29.51,39.12,39.1,63.13,32.46,96.13,Upgrade
1,Revenue Growth (YoY),31.96%,22.05%,108.81%,17.76%,-24.53%,-38.04%,20.48%,-34.33%,-43.53%,51.67%,Upgrade
2,Cost of Revenue,65.07,32.38,20.21,33.65,8.11,20.41,15.65,27.61,12.53,30,Upgrade
3,Gross Profit,16.24,23.84,41.41,12.41,21.4,18.7,23.46,35.52,19.92,66.13,Upgrade
4,"Selling, General & Admin",44.12,34.77,35.2,41.3,37.98,51.17,41.74,86.64,43.02,103.46,Upgrade
5,Other Operating Expenses,-7.24,-3.64,-5.02,-4.19,-5.02,-3.67,-6.3,-12.8,-14.02,-4.93,Upgrade
6,Operating Expenses,36.88,32.33,30.19,37.11,32.97,46.5,35.44,73.84,29,98.53,Upgrade
7,Operating Income,-20.64,-8.49,11.22,-24.7,-11.57,-27.8,-11.98,-38.31,-9.08,-32.4,Upgrade
8,Interest Expense,-3.83,-3.91,-3.9,-3.9,-4.35,-4.28,-5.62,-4.94,-5.01,-5,Upgrade
9,Interest & Investment Income,0.17,0.37,0.28,0.27,0.06,0.27,0.07,0.58,0.31,2.07,Upgrade
10,Earnings From Equity Investments,-0.21,-0.57,-1.19,-0.68,-0.61,-1.15,3.75,3.05,-4.82,-0.65,Upgrade
11,Other Non Operating Income (Expenses),-,2.19,-,27.46,-,-0.55,-,-8.12,-,-,Upgrade
12,EBT Excluding Unusual Items,-24.51,-10.4,6.42,-1.56,-16.48,-33.5,-13.79,-47.75,-18.6,-35.98,Upgrade
13,Gain (Loss) on Sale of Investments,-0.56,1.53,-1.22,-0.52,-2.45,1.1,-0.95,2.51,-1.27,-1.42,Upgrade
14,Gain (Loss) on Sale of Assets,-,0.02,-,-,-,-1.06,-,-0.01,-,-0.02,Upgrade
15,Asset Writedown,-14.25,-12.17,-10.2,-20.69,-12.09,-2.79,8.35,-4.72,-6.44,-26.08,Upgrade
16,Other Unusual Items,-,-,-,0.69,-,0.05,-,9.12,-,-,Upgrade
17,Pretax Income,-39.32,-21.02,-5,-22.08,-31.02,-36.19,-6.38,-40.85,-26.32,-63.5,Upgrade
18,Income Tax Expense,-0.49,-2.18,-0.41,-2.93,-1.02,-3.73,0.49,-7.25,-0.52,-0.72,Upgrade
19,Earnings From Continuing Operations,-38.83,-18.84,-4.59,-19.16,-30,-32.46,-6.87,-33.6,-25.8,-62.78,Upgrade
20,Minority Interest in Earnings,2.81,1.91,0.07,-0.38,0.62,0.1,-,0.61,0.54,0.64,Upgrade
21,Net Income,-36.02,-16.93,-4.52,-19.53,-29.38,-32.36,-6.87,-32.99,-25.26,-62.13,Upgrade
22,Net Income to Common,-36.02,-16.93,-4.52,-19.53,-29.38,-32.36,-6.87,-32.99,-25.26,-62.13,Upgrade
23,Shares Outstanding (Basic),5924,5924,5924,5924,5924,5924,5924,5924,5924,5924,Upgrade
24,Shares Outstanding (Diluted),5924,5924,5924,5924,5924,5924,5924,5924,5924,5924,Upgrade
25,EPS (Basic),-0.01,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.01,-0.00,-0.01,Upgrade
26,EPS (Diluted),-0.01,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.01,-0.00,-0.01,Upgrade
27,Free Cash Flow,1.7,-0.81,21.33,36.55,15.23,9.25,-14.14,22.34,-9.62,-15.81,Upgrade
28,Free Cash Flow Per Share,0.00,-0.00,0.00,0.01,0.00,0.00,-0.00,0.00,-0.00,-0.00,Upgrade
29,Operating Margin,-25.38%,-15.09%,18.21%,-53.63%,-39.21%,-71.06%,-30.65%,-60.69%,-27.96%,-33.70%,Upgrade
30,Profit Margin,-44.29%,-30.12%,-7.33%,-42.41%,-99.57%,-82.73%,-17.58%,-52.25%,-77.83%,-64.63%,Upgrade
31,Free Cash Flow Margin,2.09%,-1.44%,34.62%,79.36%,51.60%,23.64%,-36.17%,35.39%,-29.64%,-16.45%,Upgrade
32,EBITDA,-14.13,-3.8,17.61,-22.44,-1.58,-25.65,-2.28,-28.85,0.07,-20.09,Upgrade
33,D&A For EBITDA,6.51,4.69,6.38,2.26,10,2.14,9.7,9.47,9.14,12.31,Upgrade
34,EBIT,-20.64,-8.49,11.22,-24.7,-11.57,-27.8,-11.98,-38.31,-9.08,-32.4,Upgrade
