,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,31.82,25.44,42.86,54.38,18.57,29.91,51.38,27.81,1.86,5.66,Upgrade
1,Revenue Growth (YoY),-25.77%,-53.23%,130.85%,81.81%,-63.86%,7.57%,2665.34%,391.69%,-,-95.76%,Upgrade
2,Cost of Revenue,33.65,31.79,41.14,54.32,19.89,27.69,51,30.09,1.66,5.57,Upgrade
3,Gross Profit,-1.83,-6.36,1.72,0.06,-1.33,2.22,0.38,-2.29,0.2,0.09,Upgrade
4,"Selling, General & Admin",7.41,6.45,8.28,9.96,9.48,11.82,7.62,5.95,11.41,6.33,Upgrade
5,Operating Expenses,10.55,31.28,7.94,14.45,4.51,7.04,0.85,18.44,11.41,18.44,Upgrade
6,Operating Income,-12.39,-37.64,-6.22,-14.39,-5.83,-4.83,-0.46,-20.72,-11.21,-18.36,Upgrade
7,Interest Expense,-,-,-,-,-,-,-1.14,-0.52,-0.18,-,Upgrade
8,Interest & Investment Income,2.01,0.74,0.79,0.73,0.58,0.88,0.76,1.36,13.65,14.87,Upgrade
9,Other Non Operating Income (Expenses),1.5,21.72,3.91,6.05,3.95,11.11,-3.26,3.78,2.74,-0.03,Upgrade
10,EBT Excluding Unusual Items,-8.88,-15.18,-1.52,-7.62,-1.3,7.17,-4.1,-16.1,5.01,-3.51,Upgrade
11,Gain (Loss) on Sale of Investments,0.28,-0.59,-0.11,-0.03,0.32,-2.52,3.3,-0.53,-0.46,-4.4,Upgrade
12,Gain (Loss) on Sale of Assets,-,-13.14,-,-0.39,-,-16.76,-,-2.09,-,1.17,Upgrade
13,Asset Writedown,-,-117.28,-,-,-,-19,-,-19.92,-,-100.88,Upgrade
14,Other Unusual Items,-,0.89,-,0.05,0.01,0.04,-,0.31,0.18,-71.98,Upgrade
15,Pretax Income,-8.6,-145.3,-1.64,-7.99,-0.97,-31.08,-0.8,-38.34,4.73,-179.59,Upgrade
16,Income Tax Expense,-,0,3.35,-,-,-,-,-,3.12,6.24,Upgrade
17,Earnings From Continuing Operations,-8.6,-145.3,-4.98,-7.99,-0.97,-31.08,-0.8,-38.34,1.61,-185.83,Upgrade
18,Minority Interest in Earnings,0.05,5.72,0.19,2.76,0.55,0.52,-0.4,-0.14,0.24,0.05,Upgrade
19,Net Income,-8.55,-139.58,-4.8,-5.23,-0.42,-30.57,-1.2,-38.47,1.85,-185.78,Upgrade
20,Net Income to Common,-8.55,-139.58,-4.8,-5.23,-0.42,-30.57,-1.2,-38.47,1.85,-185.78,Upgrade
21,Shares Outstanding (Basic),884,881,881,881,881,881,881,881,881,881,Upgrade
22,Shares Outstanding (Diluted),884,881,881,881,881,881,881,881,881,881,Upgrade
23,Shares Change (YoY),0.37%,-,-,-,-,-,-,-,-,0.44%,Upgrade
24,EPS (Basic),-0.01,-0.16,-0.01,-0.01,-0.00,-0.03,-0.00,-0.04,0.00,-0.21,Upgrade
25,EPS (Diluted),-0.01,-0.16,-0.01,-0.01,-0.00,-0.03,-0.00,-0.04,0.00,-0.21,Upgrade
26,Free Cash Flow,1.82,-14.73,-13.72,229.03,55.24,70.1,69.01,-13.16,14.81,-16.64,Upgrade
27,Free Cash Flow Per Share,0.00,-0.02,-0.02,0.26,0.06,0.08,0.08,-0.01,0.02,-0.02,Upgrade
28,Operating Margin,-38.93%,-147.97%,-14.51%,-26.47%,-31.41%,-16.13%,-0.90%,-74.52%,-603.44%,-324.62%,Upgrade
29,Profit Margin,-26.88%,-548.76%,-11.19%,-9.62%,-2.24%,-102.20%,-2.34%,-138.37%,99.52%,-3285.25%,Upgrade
30,Free Cash Flow Margin,5.71%,-57.91%,-32.01%,421.17%,297.49%,234.37%,134.32%,-47.34%,797.31%,-294.32%,Upgrade
31,EBITDA,-9.61,-32.5,-1.3,-9.47,-0.91,0.23,4.45,-15.73,-6.2,-19.16,Upgrade
32,D&A For EBITDA,2.78,5.14,4.93,4.93,4.93,5.06,4.91,5,5.01,-0.8,Upgrade
33,EBIT,-12.39,-37.64,-6.22,-14.39,-5.83,-4.83,-0.46,-20.72,-11.21,-18.36,Upgrade
