,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,31,43,29,40,44,62,73,83,113,58,104,Upgrade
1,Market Cap Growth,9.42%,9.42%,-34.00%,-35.71%,-39.76%,-25.53%,-35.16%,42.42%,8.47%,-48.03%,-10.61%,Upgrade
2,Enterprise Value,-399,-396,-412,-440,-181,-105,-20,63,93,55,90,Upgrade
3,Last Close Price,0.03,0.05,0.03,0.04,0.05,0.07,0.08,0.09,0.13,0.07,0.12,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-0.29,-,Upgrade
5,PS Ratio,0.49,0.71,0.39,0.38,0.53,1.09,0.73,0.87,3.20,7.05,16.43,Upgrade
6,PB Ratio,0.07,0.10,0.06,0.07,0.07,0.09,0.10,0.11,0.16,0.08,0.15,Upgrade
7,P/TBV Ratio,0.10,0.10,0.06,0.07,0.07,0.09,0.10,0.11,0.16,0.08,0.15,Upgrade
8,P/FCF Ratio,-,-3.13,-,-,0.14,0.42,0.43,1.23,-,-28.96,-,Upgrade
9,P/OCF Ratio,-,-3.19,-,-,0.14,0.42,0.43,1.23,-,-28.96,-,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,-,0.66,2.63,6.72,14.21,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-4.62,-,-,-,Upgrade
12,EV/FCF Ratio,28.77,-,-,-,-,-,-,0.93,-,-27.58,-,Upgrade
13,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.02,0.02,Upgrade
14,Debt / FCF Ratio,-,-0.01,-,-,0.00,0.00,0.00,0.16,-,-5.67,-,Upgrade
15,Earnings Yield,-507.27%,-366.96%,-547.17%,-27.33%,-14.49%,-58.86%,-53.34%,-57.63%,-38.58%,-347.12%,-206.12%,Upgrade
16,FCF Yield,-44.22%,-31.99%,-107.81%,586.95%,729.67%,238.11%,233.57%,81.12%,1.74%,-3.45%,-6.86%,Upgrade
17,Buyback Yield / Dilution,-0.18%,-0.37%,-,-,-,-,-,-,-,-,-0.44%,Upgrade
18,Total Shareholder Return,-0.18%,-0.37%,-,-,-,-,-,-,-,-,-0.44%,Upgrade
