,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,1700,1616,1557,1039,1866,621.72,941,589.55,268.87,324.85,Upgrade
1,Revenue Growth (YoY),9.16%,55.52%,-16.56%,67.13%,98.32%,5.46%,249.99%,81.48%,-66.40%,-21.97%,Upgrade
2,Cost of Revenue,1059,1008,978.53,746.25,1074,436.95,511.02,380.2,169.37,210.92,Upgrade
3,Gross Profit,640.71,608.16,578.73,292.82,792.28,184.77,429.98,209.35,99.5,113.93,Upgrade
4,"Selling, General & Admin",150.11,163.07,166.87,149.05,88.8,92.3,70.89,84.37,73.12,94.65,Upgrade
5,Other Operating Expenses,-4.43,-2.2,2.2,0.7,0.54,0.71,0.54,-0.17,-0.06,-,Upgrade
6,Operating Expenses,145.68,-722.06,169.07,1144,89.35,401.95,71.42,-841.66,73.07,-391.39,Upgrade
7,Operating Income,495.03,1330,409.66,-850.95,702.93,-217.18,358.56,1051,26.43,505.32,Upgrade
8,Interest Expense,-345.43,-316.7,-339.16,-305.72,-293.49,-277.8,-265.57,-238.66,-252.57,-390.69,Upgrade
9,Interest & Investment Income,0.45,0.53,6.54,0.19,0.77,0.3,0.11,0.05,0.16,0.41,Upgrade
10,Currency Exchange Gain (Loss),-0.66,-18.54,-11.56,36.16,-5.75,6.04,0.09,2.02,0.51,-1.74,Upgrade
11,Other Non Operating Income (Expenses),167.99,641.99,329.71,120.66,-409.54,404.32,-208.44,1674,-714.51,1198,Upgrade
12,EBT Excluding Unusual Items,317.38,1638,395.19,-999.66,-5.08,-84.31,-115.25,2489,-939.98,1311,Upgrade
13,Gain (Loss) on Sale of Investments,-5.92,-15.65,-5.08,11.84,-11,10.57,-10.57,8.46,-9.3,-29.13,Upgrade
14,Gain (Loss) on Sale of Assets,0.08,0.23,0.07,0.19,-,-,0,0.04,-0.01,0.06,Upgrade
15,Asset Writedown,-598.49,862.68,-661.06,181.73,-548.6,-329.1,221.21,286.82,-91.67,413.54,Upgrade
16,Legal Settlements,-,-,-,-,-,-,-,0.29,33.9,-,Upgrade
17,Other Unusual Items,-,0.14,-,1.11,-,-0.84,1.22,39.27,3.97,249.44,Upgrade
18,Pretax Income,-286.95,2485,-270.87,-804.78,-564.68,-403.68,96.61,2824,-1003,1945,Upgrade
19,Income Tax Expense,155.96,260.15,275.97,52.37,181.27,-6.3,48.29,20.97,4.6,16.4,Upgrade
20,Net Income,-442.91,2225,-546.84,-857.15,-745.95,-397.37,48.32,2803,-1008,1929,Upgrade
21,Net Income to Common,-442.91,2225,-546.84,-857.15,-745.95,-397.37,48.32,2803,-1008,1929,Upgrade
22,Net Income Growth,-,-,-,-,-,-,-,45.30%,-,906.16%,Upgrade
23,Shares Outstanding (Basic),188,188,188,188,188,188,188,188,188,188,Upgrade
24,Shares Outstanding (Diluted),188,188,188,188,188,188,3145,5930,188,8341,Upgrade
25,Shares Change (YoY),-,-,-,-,-94.02%,-96.83%,1571.76%,-28.90%,-,4333.50%,Upgrade
26,EPS (Basic),-2.35,11.83,-2.91,-4.56,-3.97,-2.11,0.26,14.90,-5.36,10.25,Upgrade
27,EPS (Diluted),-2.35,11.83,-2.91,-4.56,-3.97,-4.10,0.13,0.36,-5.36,0.14,Upgrade
28,EPS Growth,-,-,-,-,-,-,-,167.11%,-,-86.70%,Upgrade
29,Free Cash Flow,185.87,293.03,150.84,294.25,307.89,-32.35,224.76,49.36,-9.32,67.57,Upgrade
30,Free Cash Flow Per Share,0.99,1.56,0.80,1.56,1.64,-0.17,0.07,0.01,-0.05,0.01,Upgrade
31,Operating Margin,29.12%,82.32%,26.31%,-81.90%,37.67%,-34.93%,38.10%,178.27%,9.83%,155.55%,Upgrade
32,Profit Margin,-26.05%,137.67%,-35.12%,-82.49%,-39.97%,-63.92%,5.14%,475.41%,-374.79%,593.81%,Upgrade
33,Free Cash Flow Margin,10.93%,18.13%,9.69%,28.32%,16.50%,-5.20%,23.89%,8.37%,-3.47%,20.80%,Upgrade
34,EBITDA,551.15,2370,439.03,175.38,746.22,127.73,396.92,-45.57,45.57,-308.11,Upgrade
35,D&A For EBITDA,56.12,1040,29.37,1026,43.29,344.92,38.36,-,19.14,-,Upgrade
36,EBIT,495.03,1330,409.66,-850.95,702.93,-217.18,358.56,1051,26.43,505.32,Upgrade
