,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,550.45,579.15,681.28,691.63,669.94,741.53,1079,1452,197.18,218.44
1,Short-Term Investments,-,9.82,-,29.47,-,15.42,-,9.58,-,8.24
2,Cash & Short-Term Investments,550.45,588.97,681.28,721.1,669.94,756.95,1079,1461,197.18,226.68
3,Cash Growth,-19.20%,-18.32%,1.69%,-4.74%,-37.89%,-48.19%,447.05%,544.55%,-,-
4,Accounts Receivable,340.96,355.19,500.19,428.55,539.37,644.65,606.98,346.87,259,138.86
5,Other Receivables,-,15.21,-,31.65,-,3.35,-,3.03,-,4.48
6,Receivables,340.96,370.4,500.19,460.2,539.37,648,606.98,349.9,259,143.34
7,Prepaid Expenses,-,40.11,-,27.29,-,-,-,-,-,-
8,Other Current Assets,105.52,42.92,128.66,39.42,105.95,37.6,39.39,19.36,45.56,19.17
9,Total Current Assets,996.93,1042,1310,1248,1315,1443,1725,1830,501.74,389.19
10,"Property, Plant & Equipment",8.35,7.48,60.05,74.9,13.75,160.65,16.83,13.88,14.73,15.78
11,Long-Term Investments,0.81,1.07,1.11,1.18,0.98,0.98,-,-,0.06,0.15
12,Goodwill,537.78,537.78,537.78,537.78,766.63,766.63,766.63,59.54,59.54,59.54
13,Other Intangible Assets,34.12,37.45,41.6,44.7,48.42,52.13,55.51,30.8,31.44,33.05
14,Long-Term Accounts Receivable,27.67,-,-,-,18.49,53.72,77.61,-,-,-
15,Long-Term Deferred Tax Assets,54.09,55.95,53.49,53.38,61.35,20.32,26.16,19.52,10,9.9
16,Other Long-Term Assets,283.15,164.6,2.44,21.6,123.22,21.6,194.19,21.6,21.5,21.5
17,Total Assets,1943,1847,2007,1982,2348,2519,2862,1976,639,529.11
18,Accounts Payable,130.74,167.87,194.25,151.32,196.22,204.51,202.47,167.51,73.17,49.89
19,Accrued Expenses,-,107.51,-,93.68,-,136.12,-,107.62,79.95,77.6
20,Short-Term Debt,57,58,69.23,68.77,46.6,77.04,-,-,-,-
21,Current Portion of Long-Term Debt,6.04,6.04,10.95,16.25,49.65,10.5,43.02,14,3.5,3
22,Current Portion of Leases,51.84,3.12,37.43,69.41,66.81,70.6,35.53,3.99,3.99,4.37
23,Current Income Taxes Payable,71.84,65.84,38.96,40.57,49.34,37.37,48.42,55.64,24.41,40.52
24,Current Unearned Revenue,-,173.78,-,199.3,-,207.6,-,120.42,131.74,104
25,Other Current Liabilities,377.02,146.41,433.6,125.18,367.48,136.41,892.31,93.11,102.54,80.76
26,Total Current Liabilities,694.47,728.57,784.41,764.47,776.09,880.15,1222,562.28,419.29,360.13
27,Long-Term Debt,6.04,9.06,12.06,15.1,22.66,30.56,40.83,13.38,15.63,17.38
28,Long-Term Leases,151.67,0.9,0.63,2.98,38.06,79.81,145.03,6.73,5.44,6.3
29,Long-Term Deferred Tax Liabilities,11.52,12.28,13.04,18.6,41.03,44.58,48.12,9.66,9.93,10.24
30,Other Long-Term Liabilities,7.65,7.36,11.55,11.11,11.04,10.18,-,-,-,7
31,Total Liabilities,871.34,758.18,821.69,812.26,888.87,1045,1456,592.04,450.28,401.05
32,Common Stock,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,0.35,0.35
33,Additional Paid-In Capital,1062,1062,1062,1062,1062,1062,1062,1134,-,-
34,Retained Earnings,118.04,133.18,229.81,214.37,504.06,495.69,422.19,321.11,209.05,149.47
35,Comprehensive Income & Other,-120.19,-120.18,-120.19,-120.15,-120.2,-113.98,-105.92,-99.6,-38.31,-38.31
36,Total Common Equity,1067,1082,1179,1164,1453,1451,1386,1364,171.09,111.5
37,Minority Interest,4.26,6.11,5.86,5.65,5.93,22.16,20.53,20.07,17.63,16.56
38,Shareholders' Equity,1072,1089,1185,1169,1459,1473,1406,1384,188.72,128.06
39,Total Liabilities & Equity,1943,1847,2007,1982,2348,2519,2862,1976,639,529.11
40,Total Debt,272.59,77.12,130.29,172.51,223.78,268.5,264.4,38.1,28.55,31.04
41,Net Cash (Debt),277.86,511.85,550.99,548.6,446.16,488.44,814.25,1423,168.62,195.64
42,Net Cash Growth,-49.57%,-6.70%,23.50%,12.32%,-45.21%,-65.68%,382.89%,627.36%,-,-
43,Net Cash Per Share,0.27,0.49,0.53,0.53,0.43,0.47,0.78,1.39,0.22,0.27
44,Filing Date Shares Outstanding,1038,1038,1038,1038,1038,1038,1038,1038,750,1000
45,Total Common Shares Outstanding,1038,1038,1038,1038,1038,1038,1038,1038,750,750
46,Working Capital,302.46,313.82,525.72,483.54,539.16,562.39,503.28,1268,82.45,29.07
47,Book Value Per Share,1.03,1.04,1.14,1.12,1.40,1.40,1.34,1.31,0.23,0.15
48,Tangible Book Value,495.39,507.21,599.68,581.17,638.24,632.39,563.56,1273,80.11,18.92
49,Tangible Book Value Per Share,0.48,0.49,0.58,0.56,0.62,0.61,0.54,1.23,0.11,0.03
50,Machinery,-,17.28,-,16.47,-,14.62,-,11.1,-,9.6
51,Leasehold Improvements,-,9.09,-,8.3,-,7.16,-,4.35,-,2.8
