,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,548.14,539.03,606.47,535.5,605.8,651.58,684.21,659.08,443.67,420.65
1,Revenue Growth (YoY),-9.62%,0.66%,0.11%,-17.82%,-11.46%,-1.14%,54.22%,56.68%,50.10%,-
2,Cost of Revenue,436.98,450.91,449.93,475.72,412.71,461.27,446.41,431.01,288.37,264.59
3,Gross Profit,111.15,88.13,156.54,59.77,193.09,190.31,237.8,228.08,155.3,156.06
4,"Selling, General & Admin",81.16,63.09,82.68,82.54,75.19,55.07,89.03,76.14,63.87,52.75
5,Other Operating Expenses,17.1,86.23,13.66,36.77,90.12,16.23,11.41,7.32,6.18,-
6,Operating Expenses,98.27,149.32,96.34,119.32,165.31,71.3,100.43,83.46,70.04,52.75
7,Operating Income,12.89,-61.19,60.21,-59.54,27.77,119.01,137.37,144.62,85.25,103.31
8,Interest Expense,-7.34,-3.23,-3.53,-5.24,-6.48,-9.07,-1.04,-0.36,-0.94,-35.7
9,Interest & Investment Income,-,2.85,-,4.58,3.66,3.6,0.76,0.61,0.33,34.99
10,Earnings From Equity Investments,-0.27,-0.04,-0.07,-,-,-,-,-0.06,-0.09,-0.11
11,Other Non Operating Income (Expenses),27.38,5.23,7.76,15.74,9.06,7.79,3.84,4.06,3.15,2.09
12,EBT Excluding Unusual Items,32.67,-56.38,64.37,-44.46,34.01,121.33,140.92,148.87,87.71,104.57
13,Merger & Restructuring Charges,-,-,-,-,-,-1.26,-,-,-,-
14,Impairment of Goodwill,-,-,-,-228.85,-,-,-,-,-,-
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,1.01
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,0,0.01,-
17,Asset Writedown,-33.78,-32.67,-31.92,-37.03,-26.57,-27.7,-,0.1,-,0.7
18,Pretax Income,-1.12,-89.05,32.45,-310.34,7.44,92.37,140.92,148.97,87.73,106.28
19,Income Tax Expense,13.76,8.3,17.04,-20.36,-1.79,17.46,38.19,34.47,27.07,27.05
20,Earnings From Continuing Operations,-14.88,-97.35,15.41,-289.98,9.23,74.91,102.74,114.5,60.66,79.23
21,Minority Interest in Earnings,-0.26,0.71,0.03,0.29,-0.86,-1.4,-1.66,-2.44,-1.07,-2.68
22,Net Income,-15.13,-96.64,15.45,-289.7,8.37,73.5,101.08,112.06,59.58,76.55
23,Net Income to Common,-15.13,-96.64,15.45,-289.7,8.37,73.5,101.08,112.06,59.58,76.55
24,Net Income Growth,-,-,84.57%,-,-91.72%,-34.41%,69.64%,46.39%,106.84%,-
25,Shares Outstanding (Basic),1038,1038,1038,1038,1038,1038,1038,1021,750,733
26,Shares Outstanding (Diluted),1038,1038,1038,1038,1038,1038,1038,1021,750,733
27,Shares Change (YoY),-,-,-,-,-,1.59%,38.33%,39.41%,3.45%,-
28,EPS (Basic),-0.01,-0.09,0.01,-0.28,0.01,0.07,0.10,0.11,0.08,0.10
29,EPS (Diluted),-0.01,-0.09,0.01,-0.28,0.01,0.07,0.10,0.11,0.08,0.10
30,EPS Growth,-,-,84.58%,-,-91.72%,-35.44%,22.63%,5.00%,99.95%,-
31,Free Cash Flow,-1.56,97.79,35.12,8.79,-9.98,104.83,84.2,163.61,-7.03,93.83
32,Free Cash Flow Per Share,-0.00,0.09,0.03,0.01,-0.01,0.10,0.08,0.16,-0.01,0.13
33,Operating Margin,2.35%,-11.35%,9.93%,-11.12%,4.58%,18.26%,20.08%,21.94%,19.22%,24.56%
34,Profit Margin,-2.76%,-17.93%,2.55%,-54.10%,1.38%,11.28%,14.77%,17.00%,13.43%,18.20%
35,Free Cash Flow Margin,-0.28%,18.14%,5.79%,1.64%,-1.65%,16.09%,12.31%,24.82%,-1.58%,22.31%
36,EBITDA,18.09,-57.71,65.35,-54.06,33.59,125.33,141.76,149.04,88.48,106.02
37,D&A For EBITDA,5.21,3.48,5.15,5.49,5.82,6.32,4.39,4.42,3.23,2.71
38,EBIT,12.89,-61.19,60.21,-59.54,27.77,119.01,137.37,144.62,85.25,103.31
