,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,146,135,135,178,188,188,193,233,202,227,301,Upgrade
1,Market Cap Growth,-23.94%,-23.94%,-28.00%,-5.33%,-2.60%,-19.35%,-4.22%,2.97%,-33.07%,-35.86%,-22.48%,Upgrade
2,Enterprise Value,164,125,142,189,227,236,263,206,189,245,321,Upgrade
3,Last Close Price,0.29,0.24,0.23,0.28,0.28,0.26,0.25,0.29,0.25,0.26,0.33,Upgrade
4,PE Ratio,7.99,7.43,6.77,9.29,9.19,10.69,12.67,12.48,9.80,9.36,13.39,Upgrade
5,PS Ratio,0.45,0.41,0.41,0.58,0.57,0.52,0.57,0.88,0.94,1.04,1.53,Upgrade
6,PB Ratio,1.33,1.23,1.20,1.57,1.72,1.58,1.64,1.94,1.75,1.95,2.76,Upgrade
7,P/TBV Ratio,1.24,1.24,1.21,1.60,1.76,1.61,1.66,1.95,1.76,1.95,2.76,Upgrade
8,P/FCF Ratio,1.53,1.42,2.78,2.74,2.36,3.08,4.77,6.10,3.20,3.27,6.01,Upgrade
9,P/OCF Ratio,1.39,1.39,2.64,2.68,2.32,2.79,4.13,5.50,3.02,3.10,5.23,Upgrade
10,EV/Sales Ratio,0.50,0.38,0.43,0.61,0.69,0.65,0.78,0.78,0.88,1.12,1.62,Upgrade
11,EV/EBITDA Ratio,2.47,5.03,-,8.02,-,8.49,-,12.12,-,6.11,9.92,Upgrade
12,EV/EBIT Ratio,7.72,5.89,5.84,9.37,10.09,10.17,13.62,19.62,12.89,8.50,11.93,Upgrade
13,EV/FCF Ratio,1.72,1.31,2.92,2.90,2.85,3.87,6.48,5.38,2.99,3.53,6.39,Upgrade
14,Debt / Equity Ratio,0.76,0.76,0.25,0.41,0.61,0.74,0.84,0.97,0.31,0.44,0.61,Upgrade
15,Debt / FCF Ratio,0.88,0.88,0.57,0.72,0.84,1.44,2.45,3.04,0.56,0.74,1.34,Upgrade
16,Return on Capital Employed (ROCE),13.76%,13.76%,20.90%,17.28%,17.08%,14.50%,10.94%,5.44%,12.22%,23.09%,19.51%,Upgrade
17,Earnings Yield,12.52%,13.45%,14.78%,10.77%,10.89%,9.36%,7.89%,8.01%,10.20%,10.69%,7.47%,Upgrade
18,FCF Yield,65.52%,70.38%,35.91%,36.48%,42.30%,32.48%,20.97%,16.41%,31.29%,30.61%,16.65%,Upgrade
19,Dividend Yield,13.79%,4.12%,-,-,7.03%,11.71%,12.03%,3.46%,-,-,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,0.00%,-0.08%,0.03%,0.01%,-0.30%,-2.01%,-1.72%,Upgrade,
21,Total Shareholder Return,13.79%,4.12%,-,-,7.03%,11.64%,12.06%,3.47%,-0.30%,-2.01%,-1.72%,Upgrade
