,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+20 Quarters
0,Market Capitalization,54653,61781,77227,69504,71880,77227,71286,77227,76039,94454,90890,97425,84950,79603,79009,64752,64752,71880,79603,74257,74257,Upgrade
1,Market Cap Growth,-20.00%,-20.00%,8.33%,-10.00%,-5.47%,-18.24%,-21.57%,-20.73%,-10.49%,18.66%,15.04%,50.46%,31.19%,10.74%,-0.75%,-12.80%,-12.80%,-6.92%,-30.93%,-28.98%,-28.57%,Upgrade
2,Enterprise Value,25848,27356,50549,40419,45728,43706,38713,40419,41250,43106,61967,70106,64352,59005,58411,50052,50052,43113,68087,63559,39721,Upgrade
3,Last Close Price,9200.00,10400.00,12200.00,10980.00,11355.38,12200.00,10296.26,11154.29,10982.68,13642.55,11962.55,12822.61,11180.69,10477.01,9637.93,7898.76,7898.76,8768.34,8623.41,8044.23,8044.23,Upgrade
4,PE Ratio,17.52,8.21,9.02,8.02,7.54,8.37,6.20,5.65,8.37,8.51,7.16,-,5.34,4.65,5.24,4.62,4.40,4.78,5.28,4.56,4.18,Upgrade
5,PS Ratio,0.32,0.28,0.33,0.27,0.25,0.25,0.23,0.26,0.30,0.40,0.38,0.41,0.30,0.27,0.27,0.19,0.18,0.19,0.21,0.20,0.19,Upgrade
6,PB Ratio,0.47,0.53,0.65,0.59,0.62,0.63,0.58,0.64,0.65,0.80,0.75,0.82,0.71,0.65,0.65,0.55,0.57,0.63,0.67,0.63,0.65,Upgrade
7,P/TBV Ratio,0.53,0.53,0.65,0.59,0.62,0.63,0.58,0.64,0.65,0.80,0.75,0.82,0.71,0.65,0.65,0.55,0.57,0.63,0.67,0.63,0.65,Upgrade
8,P/FCF Ratio,-,-,-,-,-125.54,35.88,-11.38,-,3.85,-,3.52,23.50,-,14.07,-100.54,-,3.52,-,8.67,34.22,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-125.54,35.88,-11.38,-,3.85,-,3.52,23.50,-,14.07,-100.54,-,3.52,-,8.67,34.22,-,Upgrade
10,EV/Sales Ratio,0.15,0.12,0.22,0.16,0.16,0.14,0.12,0.13,0.17,0.18,0.26,0.29,0.23,0.20,0.20,0.14,0.14,0.12,0.18,0.17,0.10,Upgrade
11,EV/EBITDA Ratio,-,12.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,6.34,3.37,6.36,5.11,4.74,3.25,2.23,2.20,3.26,4.37,5.22,-,3.53,2.63,2.86,2.53,2.49,2.24,3.59,3.08,2.00,Upgrade
13,EV/FCF Ratio,-,-,-,-,-79.86,20.30,-6.18,-,2.09,-,2.40,16.91,-,10.43,-74.33,-,2.72,-,7.41,29.29,-,Upgrade
14,Debt / Equity Ratio,-,-,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,0.09,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.34,-,Upgrade
