,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Premiums & Annuity Revenue,60069,73604,62966,74215,58397,70315,63275,70684,54508,66867,57577,65845,73884,77307,122499,58809,80373,75613,116988,55180,Upgrade
1,Total Interest & Dividend Income,-55163,47715,-8959,7254,-25955,43003,-4946,-3900,-21143,32762,4333,-476,38037,7955,27329,2393,32622,12948,19996,11880,Upgrade
2,Gain (Loss) on Sale of Investments,25044,1955,15104,-10954,-1335,-12780,12198,2313,580,-748,-368,18996,-13693,13521,-26,14581,-4622,4905,-83,3816,Upgrade
3,Other Revenue,1026,1064,701,609,543,856,1414,7434,672,1178,1024,1756,1239,1334,1184,1334,1174,1151,1156,1160,Upgrade
4,Total Revenue,30976,124338,69812,71124,31650,101394,71941,76531,34617,100059,62566,86121,99467,100117,150986,77117,109547,94617,138057,72036,Upgrade
5,Revenue Growth (YoY),-2.13%,22.63%,-2.96%,-7.07%,-8.57%,1.33%,14.98%,-11.14%,-65.20%,-0.06%,-58.56%,11.68%,-9.20%,5.81%,9.36%,7.05%,20.80%,8.65%,3.64%,13.12%,Upgrade
6,Policy Benefits,12185,106330,53322,65133,22024,91377,53928,64649,17414,85831,48912,65011,71063,71119,114661,53035,73685,65288,101407,46379,Upgrade
7,Policy Acquisition & Underwriting Costs,19,2,13,-71,26,20,32,-35,14,4,17,-8751,6042,7320,11353,-12297,9953,10401,12218,-9705,Upgrade
8,"Selling, General & Administrative",2325,1565,1500,2400,1366,1415,2216,2106,1392,1501,1205,12284,10575,9100,10140,11788,12356,10470,9926,10931,Upgrade
9,Provision for Bad Debts,-,-,-,-,-,-,-,-,-4,4,-,263,-506,506,-,152,-354,354,-,115,Upgrade
10,Other Operating Expenses,460,491,330,-1073,1964,540,107,63,643,421,287,12494,3796,-631,2145,17386,3605,-426,1675,17521,Upgrade
11,Reinsurance Income or Expense,-,-,-,-,-,-,-,-,-,-,-,-48,-53,78,-216,-621,-283,-338,-94,-231,Upgrade
12,Total Operating Expenses,14989,108388,55165,66389,25380,93352,56283,66783,19459,87761,50421,81349,91023,87336,138515,70685,99528,86425,125320,65472,Upgrade
13,Operating Income,15987,15950,14647,4735,6270,8042,15658,9748,15158,12298,12145,4772,8444,12781,12471,6432,10019,8192,12737,6564,Upgrade
14,Interest Expense,-572,-572,-665,-932,-477,-605,-669,-767,-631,-680,-720,-4931,-,-2928,-891,-4408,-,-2567,-866,-3880,Upgrade
15,Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,1302,-,-,-,1092,-,-,-,Upgrade
16,Currency Exchange Gain (Loss),-286,19,13,-139,-109,544,-137,-276,651,794,-84,-285,65,-327,130,-742,-711,-38,63,53,Upgrade
17,Other Non Operating Income (Expenses),38,-69,77,-169,213,-95,59,-150,21,1,58,-158,158,-87,87,-86,86,6,-6,-36,Upgrade
18,EBT Excluding Unusual Items,15167,15328,14072,3495,5897,7886,14911,8555,15199,12413,11399,-602,9969,9439,11797,1196,10486,5593,11928,2701,Upgrade
19,Gain (Loss) on Sale of Assets,-,2,-,22,-1,2,-,23,1,-,-,8,1,1,-,2,1,-,1,2,Upgrade
20,Asset Writedown,-155,-,-,-253,-,-,-,-2519,-2784,372,-372,3938,-3938,956,-956,3911,-3911,1105,-1105,2294,Upgrade
21,Other Unusual Items,7,18,-25,42,-157,157,-,196,-,-,-,183,-163,163,-,31,-108,108,-,24,Upgrade
22,Pretax Income,15019,15348,14047,3306,5739,8045,14911,6255,12416,12785,11027,3527,5869,10559,10841,5140,6468,6806,10824,5021,Upgrade
23,Income Tax Expense,1418,1578,1959,-925,806,1186,3023,-692,1657,1603,1693,-794,367,1552,2053,-37,884,805,2234,59,Upgrade
24,Earnings From Continuing Ops.,13601,13770,12088,4231,4933,6859,11888,6947,10759,11182,9334,4321,5502,9007,8788,5177,5584,6001,8590,4962,Upgrade
25,Minority Interest in Earnings,-423,-397,-329,-123,-116,-153,-262,-183,-216,-235,-207,-173,-120,-250,-241,-241,-175,-150,-202,-135,Upgrade
