,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,84.98,94.78,50.24,91.79,97.25,85.52,99.72,79.12,112.87,85.39,75.32,133.03,94.08,114.21,64.39,127.21,138.87,122.18,27.08
1,Other Revenue,-4.55,4.55,-,7.73,-1.19,1.19,-,5.78,-1.02,1.02,-,2.93,-3.53,3.53,-,5.13,-1,1,-
2,Revenue,80.43,99.33,50.24,99.53,96.07,86.71,99.72,84.9,111.85,86.41,75.32,135.95,90.56,117.73,64.39,132.34,137.87,123.18,27.08
3,Revenue Growth (YoY),-16.28%,14.56%,-49.62%,17.23%,-14.11%,0.34%,32.40%,-37.55%,23.51%,-26.60%,16.97%,2.73%,-34.32%,-4.42%,137.74%,-,-,-,-
4,Cost of Revenue,40.25,47.67,25.66,41.19,50.17,41.69,44.04,44.47,47.8,38.97,32.16,57.54,37.71,51.67,27.18,58.33,50.15,60.05,-
5,Gross Profit,40.17,51.66,24.57,58.33,45.9,45.02,55.68,40.43,64.05,47.44,43.16,78.42,52.84,66.06,37.2,74.01,87.72,63.13,27.08
6,"Selling, General & Admin",16.31,19.28,13.1,23.45,12.51,13.88,14.03,16.05,15.98,13.95,12.68,17.8,11.46,13.83,12.74,9.89,23.31,19.41,-
7,Research & Development,4.83,4.64,4.7,7.73,5.94,5.65,2.8,5.78,4.73,5.18,3.45,5.6,4.13,3.63,2.2,6.52,2.54,6.01,-
8,Other Operating Expenses,-2.87,-0.05,-1.77,-6.44,-0.74,-2.11,-5.97,2.64,-1.4,-1.51,-2.9,-1.79,-2.85,-0.72,-2.01,1.72,-8.53,-20.82,15.02
9,Operating Expenses,24.65,29.09,16.85,39.37,18.55,23.12,10.53,35.64,21.33,25.28,10.97,34.41,15.41,20.19,10.75,20.13,22.26,6.36,15.02
10,Operating Income,15.52,22.57,7.72,18.97,27.35,21.9,45.15,4.79,42.72,22.16,32.19,44.01,37.43,45.87,26.46,53.87,65.46,56.77,12.07
11,Interest Expense,-0.01,-0,-,-,-0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,Interest & Investment Income,3.23,3.31,0.87,9.56,1.37,3.07,2.61,6.88,2.26,3.11,1.83,8.57,1.08,3.49,0.44,2.41,0.48,2.86,-
13,Currency Exchange Gain (Loss),-0.03,0.03,-,0.03,-0.01,0.01,-,0.01,-0.01,0.01,-,-0.04,-0,0,-,-0.01,0.01,-0.01,-
14,Other Non Operating Income (Expenses),0.2,-0.21,-0,0.92,-0.17,0.17,-0.03,-3.31,0.19,2.21,0.1,-1.1,-0.12,0.09,-0.01,0.16,0.05,-0.36,-0.32
15,EBT Excluding Unusual Items,18.92,25.69,8.59,29.48,28.55,25.15,47.74,8.37,45.16,27.49,34.12,51.44,38.38,49.45,26.88,56.43,66,59.26,11.75
16,Gain (Loss) on Sale of Investments,-0.16,-0.11,0.54,-0.54,-0.08,-0.23,0.84,-4.11,-1.21,1.48,2.7,-3.03,4.17,-,-,-0.03,0.03,-,-
17,Gain (Loss) on Sale of Assets,-,-,-,-0.07,-,-,-,-,-,-,-,0,-,-,-,0.05,-,-,-
18,Asset Writedown,-1.17,-,-,-0.83,-0.19,-,-,0.45,-0.45,-0.04,0.24,-1.51,-0.2,-0.08,-0.09,0.73,0.54,-0.64,-
19,Other Unusual Items,-0.77,0.99,-0,0.19,-1.43,1.43,-,11.37,-3.06,3.06,-,-2.81,-0.03,0.03,-,8.79,0.22,-0.22,-
20,Pretax Income,16.83,26.57,9.13,28.24,26.85,26.35,48.58,16.08,40.43,31.99,37.06,44.09,42.33,49.39,26.8,65.98,66.79,58.39,11.75
21,Income Tax Expense,3.65,2.2,1.55,4.74,3.64,2.01,7.34,3.51,2.65,4.08,6.18,6.67,4.72,6.9,4.19,9.33,9.4,7.96,1.94
22,Net Income,13.18,24.37,7.58,23.49,23.21,24.34,41.24,12.57,37.78,27.91,30.88,37.42,37.61,42.5,22.61,56.64,57.39,50.44,9.81
23,Net Income to Common,13.18,24.37,7.58,23.49,23.21,24.34,41.24,12.57,37.78,27.91,30.88,37.42,37.61,42.5,22.61,56.64,57.39,50.44,9.81
24,Net Income Growth,-43.21%,0.13%,-81.62%,86.90%,-38.57%,-12.80%,33.54%,-66.41%,0.45%,-34.32%,36.56%,-33.94%,-34.46%,-15.74%,130.51%,-,-,-,-
25,Shares Outstanding (Basic),138,139,139,139,139,139,139,139,139,139,139,139,128,116,104,105,105,104,-
26,Shares Outstanding (Diluted),138,139,139,139,139,139,139,139,139,139,139,139,128,116,104,105,105,104,-
27,Shares Change (YoY),-0.88%,-0.31%,0.04%,0.01%,-0.01%,0.02%,-0.01%,0.05%,9.07%,19.98%,33.36%,32.44%,22.11%,11.75%,-,-,-,-,-
28,EPS (Basic),0.10,0.18,0.05,0.17,0.17,0.17,0.30,0.09,0.27,0.20,0.22,0.27,0.29,0.37,0.22,0.54,0.55,0.49,-
29,EPS (Diluted),0.10,0.18,0.05,0.17,0.17,0.17,0.30,0.09,0.27,0.20,0.22,0.27,0.29,0.37,0.22,0.54,0.55,0.49,-
30,EPS Growth,-42.71%,0.44%,-81.63%,86.88%,-38.56%,-12.81%,33.56%,-66.43%,-7.90%,-45.26%,2.40%,-50.12%,-46.33%,-24.60%,-,-,-,-,-
31,Free Cash Flow,-65.03,-5.74,-38.65,52.41,-20.03,-2.71,-8.19,0.5,-66.42,17.14,-0.82,46.72,2.45,15.2,9.14,39.54,55.88,-,-
32,Free Cash Flow Per Share,-0.47,-0.04,-0.28,0.38,-0.14,-0.02,-0.06,0.00,-0.48,0.12,-0.01,0.34,0.02,0.13,0.09,0.38,0.53,-,-
33,Dividend Per Share,-,-,-,0.302,-,-,-,0.350,-,-,-,0.200,-,-,-,0.500,-,-,-
34,Dividend Growth,-,-,-,-13.59%,-,-,-,75.00%,-,-,-,-60.00%,-,-,-,-,-,-,-
35,Gross Margin,49.95%,52.01%,48.91%,58.61%,47.78%,51.92%,55.84%,47.62%,57.27%,54.90%,57.30%,57.68%,58.35%,56.11%,57.78%,55.92%,63.63%,51.25%,100.00%
36,Operating Margin,19.30%,22.72%,15.37%,19.06%,28.47%,25.26%,45.28%,5.65%,38.19%,25.64%,42.74%,32.37%,41.34%,38.96%,41.09%,40.71%,47.48%,46.09%,44.55%
37,Profit Margin,16.39%,24.54%,15.09%,23.60%,24.16%,28.07%,41.35%,14.80%,33.78%,32.30%,41.00%,27.52%,41.53%,36.10%,35.12%,42.80%,41.63%,40.95%,36.22%
38,Free Cash Flow Margin,-80.86%,-5.78%,-76.93%,52.66%,-20.85%,-3.13%,-8.21%,0.58%,-59.39%,19.84%,-1.10%,34.36%,2.71%,12.91%,14.19%,29.88%,40.53%,-,-
39,EBITDA,17.22,25.07,9.42,20.67,28.67,23.39,46.47,6.11,43.98,23.51,33.45,45.27,38.62,47.13,27.65,55.06,66.64,57.94,13.24
40,EBITDA Margin,21.41%,25.24%,18.76%,20.77%,29.84%,26.97%,46.60%,7.20%,39.32%,27.21%,44.41%,33.30%,42.65%,40.03%,42.94%,41.61%,48.34%,47.04%,48.91%
41,D&A For EBITDA,1.7,2.49,1.7,1.7,1.32,1.48,1.32,1.32,1.26,1.35,1.26,1.26,1.19,1.26,1.19,1.19,1.18,1.17,1.18
42,EBIT,15.52,22.57,7.72,18.97,27.35,21.9,45.15,4.79,42.72,22.16,32.19,44.01,37.43,45.87,26.46,53.87,65.46,56.77,12.07
43,EBIT Margin,19.30%,22.72%,15.37%,19.06%,28.47%,25.26%,45.28%,5.65%,38.19%,25.64%,42.74%,32.37%,41.34%,38.96%,41.09%,40.71%,47.48%,46.09%,44.55%
44,Effective Tax Rate,21.67%,8.29%,16.98%,16.80%,13.56%,7.62%,15.12%,21.83%,6.54%,12.75%,16.67%,15.13%,11.14%,13.96%,15.62%,14.15%,14.07%,13.62%,16.51%
45,Revenue as Reported,80.43,99.33,50.24,99.53,96.07,86.71,99.72,84.9,111.85,86.41,75.32,135.95,90.56,117.73,64.39,132.34,137.87,150.26,-
