,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,1995,2223,1628,1929,2522,2752,3642,2971,2174,2160,2618,3202,3355,3830,4248,-,-,-,-,-
1,Market Cap Growth,-19.23%,-19.23%,-55.30%,-35.07%,16.02%,27.40%,39.10%,-7.22%,-35.20%,-43.60%,-38.36%,-,-,-,-,-,-,-,-,-
2,Enterprise Value,1466,1584,971,1256,1850,2022,2931,2256,1459,1353,1833,2470,2624,3034,3935,-,-,-,-,-
3,Last Close Price,14.44,16.09,11.37,13.47,17.61,19.22,25.04,20.43,14.95,14.85,17.81,21.78,22.83,26.06,28.46,-,-,-,-,-
4,PE Ratio,29.22,32.39,20.70,24.54,22.47,27.15,31.42,24.86,19.92,16.12,19.57,21.58,23.94,24.03,23.71,-,-,-,-,-
5,PS Ratio,6.09,6.75,4.72,5.80,6.60,7.49,9.51,7.76,6.07,5.27,6.74,7.63,8.21,9.46,9.39,-,-,-,-,-
6,PB Ratio,1.64,1.83,1.35,1.56,2.05,2.29,3.09,2.47,1.87,1.88,2.36,2.88,3.11,3.68,3.96,-,-,-,-,-
7,P/TBV Ratio,1.94,1.94,1.44,1.66,2.19,2.44,3.29,2.63,1.99,2.00,2.43,2.98,3.22,3.73,4.01,-,-,-,-,-
8,P/FCF Ratio,-,-,-,-,117.45,-,-,-,-43.83,-,39.98,-,45.65,57.75,35.47,-,-,-,-,-
9,P/OCF Ratio,73.42,-,39.93,-,36.88,60.08,110.69,81.65,56.45,-,25.72,33.47,34.17,54.83,34.23,-,-,-,-,-
10,EV/Sales Ratio,4.45,4.81,2.81,3.78,4.84,5.50,7.65,5.89,4.07,3.30,4.72,5.89,6.42,7.49,8.70,-,-,-,-,-
11,EV/EBITDA Ratio,20.10,21.89,11.58,15.29,15.52,19.32,24.44,18.79,13.63,9.26,13.01,15.02,16.53,18.01,20.03,-,-,-,-,-
12,EV/EBIT Ratio,22.62,24.45,12.67,16.54,16.31,20.38,25.59,19.65,14.32,9.59,13.50,15.49,17.06,18.54,20.53,-,-,-,-,-
13,EV/FCF Ratio,-25.71,-,-,-,86.12,-,-,-,-29.41,-,27.99,-,35.69,45.74,32.86,-,-,-,-,-
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-
15,Debt / EBITDA Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-,-,-,-,-,-,-,-,-,-,-
16,Debt / FCF Ratio,-,-,-,-,0.00,-,-,-,-0.01,-,-,-,-,-,-,-,-,-,-,-
