,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,33,43,39,61,69,96,392,309,315,407,425,Upgrade
1,Market Cap Growth,-30.00%,-30.00%,-44.12%,-36.17%,-82.38%,-69.08%,24.52%,-24.00%,-25.84%,-32.20%,-32.58%,Upgrade
2,Enterprise Value,524,533,530,552,592,617,886,841,819,897,876,Upgrade
3,Last Close Price,0.02,0.02,0.02,0.03,0.03,0.05,0.19,0.15,0.15,0.20,0.21,Upgrade
4,PS Ratio,0.46,0.61,0.57,0.85,0.78,0.75,2.97,2.84,3.12,4.66,2.30,Upgrade
5,PB Ratio,-2.01,-2.01,0.87,0.24,0.23,0.25,0.92,0.58,0.56,0.70,0.69,Upgrade
6,P/TBV Ratio,-,-,1.31,0.27,0.25,0.27,0.97,0.61,0.59,0.71,0.71,Upgrade
7,P/FCF Ratio,0.92,1.20,-,1.72,1.97,11.83,13.09,8.99,-13.32,-,-,Upgrade
8,P/OCF Ratio,1.17,1.17,-,1.60,1.83,7.54,11.35,7.97,-16.35,-,-,Upgrade
9,EV/Sales Ratio,7.43,7.56,7.83,7.70,6.67,4.84,6.70,7.74,8.10,10.28,4.74,Upgrade
10,EV/EBITDA Ratio,-,-,-,37.29,228.14,-,-,-,-,-,-408.61,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-28.99,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,14.77,15.04,-,15.60,16.89,76.37,29.56,24.49,-34.65,-,-,Upgrade
13,Debt / Equity Ratio,-23.13,-23.13,11.00,1.96,1.65,1.37,1.21,0.93,0.95,0.90,0.85,Upgrade
14,Debt / FCF Ratio,13.86,13.86,-,13.80,13.96,64.10,17.21,14.50,-22.54,-,-,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-5.30%,-,-,-,-,-,-,Upgrade
16,Earnings Yield,-819.11%,-624.08%,-618.98%,-146.19%,-135.19%,-158.23%,-36.74%,-33.66%,-34.36%,-25.62%,-22.19%,Upgrade
17,FCF Yield,109.07%,83.10%,9.90%,58.00%,50.72%,8.45%,7.64%,11.12%,-7.51%,-18.08%,-16.30%,Upgrade
