,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,2380,5446,5437,3591,3112,3593,2764,3746,2868,1538,Upgrade
1,Short-Term Investments,2432,2259,1804,2563,2549,970.03,835,258.42,185,220.87,Upgrade
2,Trading Asset Securities,5258,3256,3076,3665,4829,5893,4499,4605,4363,5664,Upgrade
3,Cash & Short-Term Investments,10069,10961,10317,9818,10490,10456,8099,8610,7416,7423,Upgrade
4,Cash Growth,-2.40%,11.64%,-1.65%,-6.10%,29.53%,21.44%,9.20%,15.98%,-1.59%,-10.01%,Upgrade
5,Accounts Receivable,4297,3433,3230,3175,2767,3507,3854,3136,2608,2566,Upgrade
6,Other Receivables,-,305.11,-,432.48,-,319.81,58.75,327.91,-,183.87,Upgrade
7,Receivables,4297,3829,3230,3625,2767,4092,3913,3481,2608,2791,Upgrade
8,Inventory,3953,3597,3489,3203,3093,3095,3422,2998,2505,2413,Upgrade
9,Prepaid Expenses,638.46,-,149.42,-,61.54,-,317.81,-,182.75,-,Upgrade
10,Other Current Assets,93.64,76.93,56.86,46.69,76.14,108.09,184.04,36.37,190.48,71.46,Upgrade
11,Total Current Assets,19051,18464,17242,16693,16488,17751,15935,15125,12903,12698,Upgrade
12,"Property, Plant & Equipment",7045,6763,6697,6181,5476,5070,4823,4635,4163,4148,Upgrade
13,Long-Term Investments,3524,3167,3114,2116,2194,2847,2596,2795,2629,1518,Upgrade
14,Goodwill,-,43.09,-,43.09,-,43.09,-,43.09,-,43.09,Upgrade
15,Other Intangible Assets,49.19,6.79,50.52,8.11,51.86,9.41,52.77,10.73,54.61,12.05,Upgrade
16,Long-Term Accounts Receivable,170.4,170.41,88.82,111.79,163.41,133.64,84.57,130.35,103.54,200.38,Upgrade
17,Long-Term Deferred Tax Assets,233.92,210.09,242.8,208.41,212.96,207.5,192.48,157.54,137.72,143,Upgrade
18,Other Long-Term Assets,79.79,75.19,81.63,112.11,75.34,82.91,200,-,536.29,-,Upgrade
19,Total Assets,30329,29094,27794,25791,24912,26153,24152,23392,20527,19303,Upgrade
20,Accounts Payable,5702,4023,4387,3574,4060,4222,5504,4113,3406,2960,Upgrade
21,Accrued Expenses,1584,1426,1661,1421,1568,1522,1445,1212,936.39,868.15,Upgrade
22,Short-Term Debt,-,-,-,-,-,1861,1343,1318,1239,1022,Upgrade
23,Current Portion of Long-Term Debt,218.69,244.93,132.99,1323,2214,-,-,-,-,-,Upgrade
24,Current Portion of Leases,1.7,1.14,2.42,2.7,0.26,0.28,0.66,0.61,0.89,1.13,Upgrade
25,Current Income Taxes Payable,278.41,315.67,167.41,208.45,137.62,319.13,232.52,254.88,185.89,99.89,Upgrade
