,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,4558,3487,2814,2259,2359,2718,1773,1696,817.79,1140
1,Revenue Growth (YoY),61.98%,54.40%,19.29%,-16.91%,33.07%,60.29%,116.75%,48.74%,50.50%,-
2,Cost of Revenue,1639,1321,1115,974.37,988.41,1077,655.51,635.01,284.35,380.3
3,Gross Profit,2919,2166,1698,1284,1370,1642,1117,1061,533.44,759.74
4,"Selling, General & Admin",1788,1502,1210,1141,1016,1004,659.45,561.61,348.43,306.89
5,Other Operating Expenses,-4.8,-32.34,-41.92,48.53,-90.17,-14.3,-29.95,-13.05,-22.28,-13.29
6,Operating Expenses,1783,1470,1168,1194,925.74,990.76,629.5,549.63,325.07,295.55
7,Operating Income,1136,695.59,530.71,90.39,444.67,650.8,487.57,511.04,208.37,464.19
8,Interest Expense,-19.77,-17.64,-14.7,-24.39,-14.19,-13.55,-7.69,-6.32,-4.62,-3.8
9,Interest & Investment Income,105.99,104.6,79.61,44.69,22.99,14.72,13.89,1.25,0.7,0.34
10,Earnings From Equity Investments,18.25,15.88,17.35,22.18,4.87,9.88,4.14,5,-1.13,3
11,Currency Exchange Gain (Loss),-9.87,-5.56,7.06,-1.94,1.39,-2.42,-0.88,-1.66,-,0.01
12,Other Non Operating Income (Expenses),-2.45,0.76,-1.47,1.38,-1.79,-0.04,-0.47,-,-,-0.23
13,EBT Excluding Unusual Items,1228,793.64,618.55,132.31,457.94,659.38,496.56,509.31,203.32,463.5
14,Gain (Loss) on Sale of Investments,-,6.11,-,49.48,-,15.26,-,1.33,-6.44,0.52
15,Gain (Loss) on Sale of Assets,-,-2.54,-,-0.2,-,-0,-,-0.12,-,-0.16
16,Other Unusual Items,-,-,-,-,-,-,-,-,-,-16.54
17,Pretax Income,1228,797.21,618.55,181.59,457.94,674.64,496.56,510.52,196.88,447.33
18,Income Tax Expense,264.3,185.68,141.31,38.74,124.99,178.87,137.76,128.49,55.6,109.83
19,Earnings From Continuing Operations,964.14,611.53,477.24,142.86,332.95,495.77,358.8,382.03,141.28,337.51
20,Minority Interest in Earnings,-42.81,-5.76,-0.67,-0.02,-0.13,-0.17,-0.06,0.12,0.07,-
21,Net Income,921.33,605.77,476.58,142.84,332.82,495.6,358.74,382.15,141.36,337.51
22,Net Income to Common,921.33,605.77,476.58,142.84,332.82,495.6,358.74,382.15,141.36,337.51
23,Net Income Growth,93.32%,324.09%,43.19%,-71.18%,-7.23%,29.69%,153.78%,13.23%,24.42%,-
24,Shares Outstanding (Basic),1326,1332,1344,1355,1377,1378,1378,1239,1151,1155
25,Shares Outstanding (Diluted),1331,1336,1346,1356,1377,1379,1379,1272,1151,1155
26,Shares Change (YoY),-1.07%,-1.52%,-2.28%,-1.66%,-0.12%,8.44%,19.80%,10.15%,-0.33%,-
27,EPS (Basic),0.69,0.45,0.35,0.11,0.24,0.36,0.26,0.31,0.12,0.29
28,EPS (Diluted),0.69,0.45,0.35,0.11,0.24,0.36,0.26,0.31,0.12,0.29
29,EPS Growth,95.43%,331.60%,46.55%,-70.69%,-7.11%,17.71%,111.89%,4.61%,25.31%,-
30,Free Cash Flow,1747,760.7,905.72,387.17,237.72,164.29,327.31,461.88,65.49,280.53
31,Free Cash Flow Per Share,1.31,0.57,0.67,0.29,0.17,0.12,0.24,0.36,0.06,0.24
32,Operating Margin,24.93%,19.95%,18.86%,4.00%,18.85%,23.94%,27.51%,30.14%,25.48%,40.72%
33,Profit Margin,20.21%,17.37%,16.94%,6.32%,14.11%,18.23%,20.24%,22.54%,17.29%,29.60%
34,Free Cash Flow Margin,38.34%,21.81%,32.19%,17.14%,10.08%,6.04%,18.47%,27.24%,8.01%,24.61%
35,EBITDA,1332,849.46,689.81,233.41,571.26,781.32,568.85,575.31,246.33,484.26
36,D&A For EBITDA,195.36,153.87,159.1,143.03,126.59,130.52,81.28,64.27,37.96,20.07
37,EBIT,1136,695.59,530.71,90.39,444.67,650.8,487.57,511.04,208.37,464.19
