,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,3609,2078,1473,685.31,1075,5265,1504,5680,821.69,324.61
1,Short-Term Investments,3401,3885,4066,4356,4087,-,4264,-,-,-
2,Trading Asset Securities,7.41,8.42,10.7,12.83,13.93,20.54,39.96,-,-,50
3,Cash & Short-Term Investments,7017,5972,5550,5054,5177,5285,5807,5680,821.69,374.61
4,Cash Growth,26.43%,18.15%,7.22%,-4.37%,-10.86%,-6.95%,606.75%,1416.29%,-,-
5,Accounts Receivable,263.72,321.34,208.91,194.37,132.44,171.33,135.39,78.33,41.37,45.64
6,Other Receivables,92.13,85.14,174.19,58.57,197.1,11.96,117.51,3.25,2.41,6.2
7,Receivables,355.85,406.48,383.1,252.93,329.55,183.29,252.9,81.58,43.78,51.84
8,Inventory,1016,984.05,758.77,1009,1156,983.3,488.72,314.31,294.13,194.54
9,Prepaid Expenses,144.78,134.03,-,116.33,133.84,116.98,19.05,67.17,25.05,26.8
10,Restricted Cash,19.95,18.16,22.01,13.27,3.49,3.35,3.23,3.26,3.55,-
11,Other Current Assets,161.69,169.05,364.86,169.53,42.04,185.11,112.8,109.34,89.04,68.81
12,Total Current Assets,8715,7683,7079,6616,6842,6757,6684,6256,1277,716.6
13,"Property, Plant & Equipment",1416,1379,1130,1151,1044,975.8,650.43,526.12,344.64,282.5
14,Long-Term Investments,542.9,578.77,564.26,542.37,539.2,390.23,138.18,67.28,45.98,22.1
15,Goodwill,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,-
16,Other Intangible Assets,123.04,115.79,122.25,146.4,119.28,133.93,90.1,92.62,85.16,18.62
17,Long-Term Deferred Tax Assets,96.91,83.42,89.97,80.98,30.63,35.55,25.88,23.09,22.34,16.22
18,Other Long-Term Assets,122.75,127.99,79.43,44.17,14.68,30.73,52.34,6.18,13.7,10.44
19,Total Assets,11017,9969,9065,8580,8590,8324,7641,6971,1789,1066
20,Accounts Payable,555.14,444.94,349.48,259.01,308.47,266.1,222.94,115.8,77.19,49.41
21,Accrued Expenses,649.52,508.75,427.6,352.27,233.08,254.89,177.74,172.44,67.76,82
22,Short-Term Debt,-,15.06,-,-,-,-,-,-,-,-
23,Current Portion of Leases,356.18,351.8,292.12,293.57,256.05,256.91,181.41,144.72,111.05,92.59
24,Current Income Taxes Payable,197,115.12,99.42,47.07,65.62,97.17,73.28,59.67,35.86,67.18
25,Current Unearned Revenue,151.54,112.14,92.53,88.8,93.33,119.62,156.43,83.94,58.34,35.17
26,Other Current Liabilities,158.98,185.48,84.55,90.04,69.57,98.02,280.38,88.74,60.92,55.23
27,Total Current Liabilities,2068,1733,1346,1131,1026,1093,1092,665.31,411.13,381.57
28,Long-Term Leases,466,425.95,385.77,447.56,421.41,364.54,209.45,147.05,100.13,90.81
29,Long-Term Deferred Tax Liabilities,16.29,14.42,15.67,15.12,-,-,-,-,-,-
30,Other Long-Term Liabilities,14.19,14.81,12.22,21.31,28.16,46.37,24.69,27.93,36.13,1.32
31,Total Liabilities,2565,2188,1759,1615,1476,1504,1326,840.3,547.4,473.7
32,Common Stock,0.88,0.89,0.89,0.91,0.92,0.92,0.92,0.92,0.09,0.08
33,Additional Paid-In Capital,-,11305,-,11845,-,12417,-,12552,8021,7500
34,Retained Earnings,4239,3409,2746,2327,2127,1851,1298,997.08,614.93,473.57
35,Treasury Stock,-,-10.47,-,-186.4,-,-,-,-,-,-
36,Comprehensive Income & Other,4159,-6935,4557,-7023,4985,-7451,5014,-7420,-7397,-7381
37,Total Common Equity,8399,7770,7303,6963,7112,6818,6313,6129,1240,592.78
38,Minority Interest,53.62,10.46,2.57,2.04,2.04,1.82,1.62,1.63,1.83,-
39,Shareholders' Equity,8453,7780,7306,6965,7114,6820,6315,6131,1242,592.78
40,Total Liabilities & Equity,11017,9969,9065,8580,8590,8324,7641,6971,1789,1066
41,Total Debt,822.18,792.81,677.89,741.13,677.46,621.45,390.86,291.77,211.19,183.4
42,Net Cash (Debt),6195,5179,4872,4313,4499,4664,5416,5388,610.5,191.22
43,Net Cash Growth,27.15%,20.07%,8.30%,-7.52%,-16.94%,-13.45%,787.21%,2718.00%,-,-
44,Net Cash Per Share,4.65,3.88,3.62,3.18,3.27,3.38,3.93,4.24,0.53,0.17
45,Filing Date Shares Outstanding,1326,1329,1344,1347,1398,1402,1402,1402,1382,1155
46,Total Common Shares Outstanding,1326,1329,1344,1347,1398,1402,1402,1402,1221,1155
47,Working Capital,6647,5950,5733,5485,5816,5665,5592,5591,866.11,335.03
48,Book Value Per Share,6.33,5.85,5.43,5.17,5.09,4.86,4.50,4.37,1.02,0.51
49,Tangible Book Value,8276,7654,7181,6817,6993,6684,6223,6037,1155,574.16
50,Tangible Book Value Per Share,6.24,5.76,5.34,5.06,5.00,4.77,4.44,4.31,0.95,0.50
51,Machinery,443.87,436.48,376.18,338.79,304.29,272,211.62,181.79,121.7,89.64
52,Construction In Progress,3.32,0.47,152.43,66.95,17.76,7.39,4.21,-,-,-
53,Leasehold Improvements,826.08,777.07,439.67,413.95,357.83,305.21,191.78,146.94,85.7,61.21
