,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,867,789.7,749.16,847.57,776.01,818.89,755.45,411.65,414.55,380.16
1,Revenue Growth (YoY),15.73%,-6.83%,-3.46%,3.50%,2.72%,98.93%,82.23%,8.28%,35.61%,-
2,Cost of Revenue,676.29,675.06,617.7,747.52,654.88,569.67,682.24,385.92,379.58,339.2
3,Gross Profit,190.71,114.64,131.46,100.05,121.13,249.23,73.21,25.73,34.97,40.96
4,"Selling, General & Admin",151.07,92.56,96.7,75.59,91.59,231.46,14.01,11.75,6.04,4.96
5,Other Operating Expenses,-0.12,0.07,-0.44,-0.45,-,-1.87,-,-0.47,-,-0.05
6,Operating Expenses,150.95,94.94,96.27,76.74,91.59,229.59,14.01,11.27,6.04,4.91
7,Operating Income,39.76,19.7,35.19,23.31,29.54,19.63,59.21,14.45,28.93,36.05
8,Interest Expense,-0.55,-1.16,-1,-0.97,-0.42,-0.42,-0.13,-0.01,-0.01,-0.03
9,Interest & Investment Income,3.07,2.58,2.58,1.12,0.71,0.71,0.74,0.43,0,0.01
10,Earnings From Equity Investments,-,-,-,0.22,-0.22,-0.23,-0.11,-,-,-
11,EBT Excluding Unusual Items,42.28,21.13,36.77,23.67,29.62,19.69,59.71,14.88,28.93,36.03
12,Gain (Loss) on Sale of Investments,-,0.28,-,-0.55,-,-,-,-,-,-
13,Other Unusual Items,-,0.03,-,14.08,7.61,-,-,9.23,-3.09,-3.29
14,Pretax Income,42.28,21.43,36.77,37.2,37.23,19.68,59.73,24.11,25.83,32.73
15,Income Tax Expense,10.79,6.3,7.93,5.73,6.84,5.58,14.37,2.44,4.77,6.2
16,Earnings From Continuing Operations,31.5,15.13,28.84,31.47,30.4,14.1,45.36,21.67,21.07,26.53
17,Minority Interest in Earnings,-13.96,-7.84,-8.03,-5.11,-3.25,-6.71,-13.99,0.04,-,-
18,Net Income,17.54,7.3,20.81,26.36,27.15,7.38,31.37,21.7,21.07,26.53
19,Net Income to Common,17.54,7.3,20.81,26.36,27.15,7.38,31.37,21.7,21.07,26.53
20,Net Income Growth,-15.73%,-72.32%,-23.34%,257.02%,-13.46%,-65.99%,48.89%,-18.19%,61.20%,-
21,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,999,816,750
22,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,999,816,750
23,Shares Change (YoY),-,-,-,-,-,0.05%,22.61%,33.27%,14.53%,-
24,EPS (Basic),0.02,0.01,0.02,0.03,0.03,0.01,0.03,0.02,0.03,0.04
25,EPS (Diluted),0.02,0.01,0.02,0.03,0.03,0.01,0.03,0.02,0.03,0.04
26,EPS Growth,-15.73%,-72.32%,-23.34%,257.02%,-13.46%,-66.00%,21.43%,-38.62%,40.76%,-
27,Free Cash Flow,-29.53,30.94,-91.9,159.24,-48.67,46.88,-13.72,13.69,30.72,4.88
28,Free Cash Flow Per Share,-0.03,0.03,-0.09,0.16,-0.05,0.05,-0.01,0.01,0.04,0.01
29,Operating Margin,4.59%,2.50%,4.70%,2.75%,3.81%,2.40%,7.84%,3.51%,6.98%,9.48%
30,Profit Margin,2.02%,0.92%,2.78%,3.11%,3.50%,0.90%,4.15%,5.27%,5.08%,6.98%
31,Free Cash Flow Margin,-3.41%,3.92%,-12.27%,18.79%,-6.27%,5.72%,-1.82%,3.33%,7.41%,1.28%
32,EBITDA,40.61,19.31,35.85,20.61,32.69,19.32,59.78,14.5,29.28,35.89
33,D&A For EBITDA,0.84,-0.39,0.66,-2.7,3.15,-0.32,0.57,0.04,0.35,-0.16
34,EBIT,39.76,19.7,35.19,23.31,29.54,19.63,59.21,14.45,28.93,36.05
