,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,2450,2550,3040,3300,2140,2410,3020,3400,2800,340,-
1,Market Cap Growth,-22.73%,-22.73%,42.06%,36.93%,-29.14%,-29.12%,7.86%,900.00%,-,-,-
2,Enterprise Value,2304,2348,2849,3020,1999,2215,2866,3215,2616,308,-
3,Last Close Price,2.45,2.55,3.04,3.30,2.14,2.41,3.02,3.40,2.80,0.34,-
4,PE Ratio,98.66,102.68,108.16,69.97,40.00,69.80,77.93,64.06,65.46,7.14,-
5,PS Ratio,1.48,1.54,1.98,2.07,1.32,1.51,1.92,2.91,3.39,0.43,-
6,PB Ratio,4.98,5.07,6.34,7.02,4.70,5.64,7.48,8.39,7.80,1.02,-
7,P/TBV Ratio,5.18,5.18,6.46,7.14,4.80,5.78,7.63,8.76,7.87,1.02,-
8,P/FCF Ratio,1735.13,-,-49.87,-,19.35,-,91.08,-,63.04,9.55,-
9,P/OCF Ratio,1768.38,-,-49.90,-,19.02,-,90.34,-,63.02,9.55,-
10,EV/Sales Ratio,1.39,1.42,1.85,1.89,1.23,1.39,1.82,2.75,3.17,0.39,-
11,EV/EBITDA Ratio,37.77,39.18,51.65,53.49,37.51,42.60,36.24,43.28,59.76,4.72,-
12,EV/EBIT Ratio,38.74,39.48,51.90,51.62,37.83,45.05,36.35,43.64,60.30,4.74,-
13,EV/FCF Ratio,1631.41,-,-46.74,-,18.08,-,86.44,-,58.90,8.65,-
14,Debt / Equity Ratio,0.02,0.02,0.07,0.07,0.06,0.09,0.04,0.03,0.03,0.00,0.01
15,Debt / FCF Ratio,7.87,-,-0.53,-,0.27,-,0.51,-,0.24,0.03,0.02
16,Return on Capital Employed (ROCE),11.81%,11.81%,11.43%,12.44%,11.57%,11.45%,19.48%,18.13%,12.08%,19.48%,32.88%
17,Earnings Yield,1.01%,0.97%,0.92%,1.43%,2.50%,1.43%,1.28%,1.56%,1.53%,14.00%,-
18,FCF Yield,0.06%,0.06%,-2.01%,2.04%,5.17%,-0.07%,1.10%,-0.00%,1.59%,10.47%,-
19,Buyback Yield / Dilution,-,-,-,-,-,-0.05%,-22.61%,-33.27%,-14.53%,-,
20,Total Shareholder Return,-,-,-,-,-,-0.05%,-22.61%,-33.27%,-14.53%,-,
