,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,424,300,343,518,711,1958,4168,4286,-,-,-
1,Market Cap Growth,-42.10%,-42.10%,-51.70%,-73.52%,-82.95%,-54.33%,-,-,-,-,-
2,Enterprise Value,603,442,419,561,852,1905,3448,4444,-,-,-
3,Last Close Price,0.60,0.42,0.49,0.74,1.02,2.81,6.00,6.23,-,-,-
4,PE Ratio,-,-3.46,-,-22.57,-,11.24,20.06,60.97,-,-,-
5,Forward PE,-,3.60,3.60,3.60,13.03,13.03,13.03,11.91,-,-,-
6,PS Ratio,0.31,0.23,0.37,0.49,0.64,1.40,1.99,2.64,-,-,-
7,PB Ratio,0.22,0.16,0.18,0.26,0.34,0.91,1.92,2.09,-,-,-
8,P/TBV Ratio,0.17,0.17,0.19,0.28,0.37,0.98,2.06,2.28,-,-,-
9,P/FCF Ratio,-,-,-5.54,-,8.68,-,-,-,-,-,-
10,P/OCF Ratio,1886.91,-,-5.79,-,8.34,-,-,-,-,-,-
11,PEG Ratio,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.22,-,-,-
12,EV/Sales Ratio,0.46,0.34,0.45,0.53,0.77,1.36,1.65,2.74,-,-,-
13,EV/EBITDA Ratio,-,-5.44,-,-55.49,-,8.24,12.10,18.65,-,-,-
14,EV/EBIT Ratio,-,-5.30,-,-20.66,-,8.33,12.35,19.22,-,-,-
15,EV/FCF Ratio,-145.21,-,-6.76,-,10.41,-,-,-,-,-,-
16,Debt / Equity Ratio,0.17,0.17,0.18,0.17,0.15,0.21,0.16,0.11,1.07,0.86,1.45
17,Debt / FCF Ratio,-,-,-5.57,-,3.89,-,-,-,23.55,42.03,-
18,Return on Capital Employed (ROCE),-,-4.35%,-,-1.34%,-,10.59%,12.76%,11.20%,18.93%,14.50%,11.34%
19,Earnings Yield,-20.48%,-28.92%,-35.09%,-4.43%,8.10%,8.89%,4.98%,1.64%,-,-,-
20,FCF Yield,-0.98%,-1.38%,-18.06%,17.78%,11.51%,-31.56%,-17.70%,-4.30%,-,-,-
21,Buyback Yield / Dilution,-1.08%,-0.88%,2.32%,4.25%,2.62%,-1.15%,-78.43%,-44.82%,-,-,-
22,Total Shareholder Return,-1.08%,-0.88%,2.32%,4.25%,2.62%,-1.15%,-78.43%,-44.82%,-,-,-
