,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,105.44,154.39,210.16,208.05,253.53,302.8,748.02,95.6,83.3,52.35
1,Short-Term Investments,14.11,19.95,23.66,22.78,11.67,25.43,42.7,11.8,-,8.49
2,Trading Asset Securities,20,11.15,11.4,11.4,-,-,-,-,-,-
3,Cash & Short-Term Investments,139.54,185.48,245.22,242.23,265.2,328.23,790.72,107.39,83.3,60.84
4,Cash Growth,-43.10%,-23.43%,-7.53%,-26.20%,-66.46%,205.63%,849.30%,76.51%,-,-
5,Accounts Receivable,876.83,554.17,577.41,545.36,722.88,802.96,812.75,440.73,776.63,485.4
6,Other Receivables,-,1.41,-,-,30.3,0.84,22.99,-,-,-
7,Receivables,927.4,590.3,680.93,637.76,819.85,863.85,858.35,460.91,776.63,649.08
8,Inventory,1064,1308,1215,1109,1313,1100,610.11,856.34,681.12,919.12
9,Restricted Cash,-,0.01,-,43.2,-,-,-,2.32,0.02,54.31
10,Other Current Assets,341.42,335.03,292.94,325.57,346.65,397.62,251.31,236.86,254.01,171.73
11,Total Current Assets,2473,2419,2434,2358,2745,2690,2510,1664,1795,1855
12,"Property, Plant & Equipment",14.19,12.76,8.15,10.57,10.51,10.73,14.03,17.33,14.44,3.56
13,Long-Term Investments,22.09,22.75,6.53,8.51,12.98,11.57,1.86,14.82,14,14.3
14,Goodwill,108.34,108.34,108.34,108.34,108.34,108.34,112.98,112.98,112.98,108.34
15,Other Intangible Assets,0.01,0.01,0.01,0.01,14.51,14.51,25.31,26.19,27.2,42.92
16,Long-Term Deferred Tax Assets,24.65,20.47,6.09,6.94,5.01,5.72,13.66,24.77,30.02,28.05
17,Total Assets,2642,2584,2563,2493,2896,2841,2678,1860,1994,2052
18,Accounts Payable,316.66,300.79,280.24,215.31,171.55,256.83,333.48,238.35,425.52,449.19
19,Accrued Expenses,19.56,4.31,2.83,6.81,14.38,19.32,44.69,99.15,117.48,113.24
20,Short-Term Debt,168.6,270.62,278.08,275.97,380.54,278.34,180,232.3,206.76,266.93
21,Current Portion of Long-Term Debt,129.19,8.04,-,-,-,-,4.5,-,5,15
22,Current Portion of Leases,4.32,3.61,1.73,3.05,3.05,3.3,2.21,2.25,0.9,0.51
23,Current Income Taxes Payable,2.33,2.77,2.28,9.26,7.8,15.89,21.25,5.26,8,6.6
24,Current Unearned Revenue,190.96,215.53,114.83,137.04,389.68,392.6,266.34,411.01,405.41,535.76
25,Other Current Liabilities,25.88,4.58,4.18,14.33,86.09,90.65,109.09,157.6,159.92,167.04
26,Total Current Liabilities,857.48,810.26,684.16,661.77,1053,1057,961.55,1146,1329,1554
27,Long-Term Debt,-,28,32,-,-,-,-,-,-,-
28,Long-Term Leases,3.5,3.32,1.83,2.25,2.55,3.89,3.87,5.27,2.87,-
29,Long-Term Deferred Tax Liabilities,2.72,2.73,2.91,2.94,6.5,6.51,7.69,8.67,8.68,14.01
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,475.43,401.49,289.52
31,Total Liabilities,863.71,844.31,720.9,666.96,1062,1067,973.11,1635,1742,1858
32,Common Stock,0.12,0.11,0.11,0.11,0.11,0.11,0.11,-,-,-
33,Additional Paid-In Capital,1405,1395,1394,1383,1383,1375,1378,-,-,-
34,Retained Earnings,301.69,271.81,382.45,381.11,403.7,330.18,255.08,160.93,196.63,142.5
35,Treasury Stock,-33.44,-37.38,-40.18,-42.65,-43.44,-17.05,-,-,-,-
36,Comprehensive Income & Other,103.77,108.88,104.68,104.67,90.35,84.95,71.36,62.78,54.19,51.95
37,Total Common Equity,1777,1739,1841,1827,1834,1773,1704,223.71,250.82,194.45
38,Minority Interest,0.93,0.81,1.54,-1.03,-0.34,-0.1,1.08,0.93,0.87,-
39,Shareholders' Equity,1778,1739,1842,1826,1834,1773,1705,224.64,251.7,194.45
40,Total Liabilities & Equity,2642,2584,2563,2493,2896,2841,2678,1860,1994,2052
41,Total Debt,305.61,313.6,313.63,281.27,386.14,285.53,190.58,239.82,215.53,282.44
42,Net Cash (Debt),-166.06,-128.12,-68.41,-39.05,-120.94,42.7,600.14,-132.42,-132.24,-221.59
43,Net Cash Per Share,-0.24,-0.19,-0.10,-0.06,-0.17,0.06,0.86,-0.33,-0.27,-
44,Filing Date Shares Outstanding,706.04,700.39,700.39,696.63,696.63,694.75,687.97,687.97,400,400
45,Total Common Shares Outstanding,706.04,700.39,700.39,696.63,696.63,694.75,687.97,687.97,400,400
46,Working Capital,1615,1609,1750,1696,1692,1633,1549,517.91,466.1,300.81
47,Book Value Per Share,2.52,2.48,2.63,2.62,2.63,2.55,2.48,0.33,0.63,0.49
48,Tangible Book Value,1669,1630,1732,1718,1711,1650,1566,84.53,110.64,43.19
49,Tangible Book Value Per Share,2.36,2.33,2.47,2.47,2.46,2.38,2.28,0.12,0.28,0.11
50,Machinery,-,6.52,-,6.13,-,5.22,-,22.59,19.28,5.19
51,Construction In Progress,-,-,-,-,-,-,-,-,2.87,-
52,Leasehold Improvements,-,4.52,-,3.4,-,2.34,-,2.25,1.77,1.26
