,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,147.97,136.18,135.16,200.02,208.28,170.06,150.28,140.89,115.64,100.28
1,Revenue Growth (YoY),9.48%,-31.92%,-35.11%,17.62%,38.60%,20.70%,29.95%,40.50%,20.68%,13.10%
2,Cost of Revenue,73.83,67.23,66.61,76.7,92.47,79.84,61.75,61.32,45.31,42.38
3,Gross Profit,74.15,68.94,68.55,123.31,115.81,90.22,88.53,79.57,70.33,57.9
4,"Selling, General & Admin",6.13,10.68,7.57,17.6,22.47,7.19,6.62,11.29,6.09,5.48
5,Other Operating Expenses,6.59,8.58,6.72,5.14,9.22,2.69,8.64,5.65,5.61,2.91
6,Operating Expenses,36.32,42.94,38.25,46.74,52.32,29.27,32.44,33.87,26.8,24.68
7,Operating Income,37.82,26.01,30.3,76.57,63.49,60.96,56.09,45.7,43.53,33.22
8,Interest Expense,-8.46,-6.61,-5.4,-4.93,-3.87,-3.67,-4.28,-3.28,-2.6,-2.83
9,Interest & Investment Income,0.31,2.96,0.74,0.2,0.05,-,0.01,0.19,0.76,1.82
10,Other Non Operating Income (Expenses),0.58,6.05,0.37,-2.25,3.68,0.35,0.07,0.21,-0.16,-0.43
11,EBT Excluding Unusual Items,30.26,28.41,26.02,69.6,63.36,57.63,51.9,42.83,41.53,31.78
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,1.12,-,-,-,-
13,Asset Writedown,-,18.61,-,10.4,-,5.3,-,0.67,-,-
14,Other Unusual Items,-,0.86,-,5.66,4.45,1.21,-,8.96,-,0.35
15,Pretax Income,30.26,47.89,26.02,85.66,67.81,65.27,51.9,52.45,41.53,32.13
16,Income Tax Expense,4.76,3.9,5.89,16.98,10.71,10.06,8.02,6.5,7.98,5.1
17,Earnings From Continuing Operations,25.5,43.98,20.13,68.68,57.1,55.21,43.88,45.95,33.55,27.03
18,Minority Interest in Earnings,0.16,0.27,-0.2,0.3,0.07,-0.33,0.18,0.2,0.17,-
19,Net Income,25.66,44.26,19.93,68.98,57.17,54.88,44.06,46.16,33.72,27.03
20,Net Income to Common,25.66,44.26,19.93,68.98,57.17,54.88,44.06,46.16,33.72,27.03
21,Net Income Growth,28.77%,-35.85%,-65.14%,25.71%,29.75%,18.89%,30.67%,70.78%,61.81%,28.72%
22,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
23,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
24,Shares Change (YoY),-,-,-,-,-,-,-,-0.00%,11.08%,33.33%
25,EPS (Basic),0.03,0.04,0.02,0.07,0.06,0.05,0.04,0.05,0.03,0.03
26,EPS (Diluted),0.03,0.04,0.02,0.07,0.06,0.05,0.04,0.05,0.03,0.03
27,EPS Growth,28.96%,-35.85%,-65.19%,25.88%,29.75%,18.73%,30.74%,70.78%,45.89%,-3.46%
28,Free Cash Flow,39.78,88.29,19.81,35.03,71.98,49.57,64.48,57.63,54.3,37.15
29,Free Cash Flow Per Share,0.04,0.09,0.02,0.04,0.07,0.05,0.06,0.06,0.05,0.04
30,Dividend Per Share,-,0.020,0.010,0.022,0.022,0.025,0.020,0.020,0.020,0.020
31,Dividend Growth,-,-9.09%,-54.55%,-12.00%,10.00%,25.00%,0%,0%,0%,-
32,Operating Margin,25.56%,19.10%,22.42%,38.28%,30.48%,35.84%,37.33%,32.44%,37.64%,33.13%
33,Profit Margin,17.34%,32.50%,14.75%,34.49%,27.45%,32.27%,29.32%,32.76%,29.16%,26.95%
34,Free Cash Flow Margin,26.88%,64.83%,14.66%,17.51%,34.56%,29.15%,42.91%,40.90%,46.95%,37.05%
35,EBITDA,43.74,31.37,35.78,82.2,66.65,64.11,59.06,48.76,45.8,35.36
36,D&A For EBITDA,5.92,5.36,5.48,5.63,3.16,3.15,2.97,3.06,2.28,2.14
37,EBIT,37.82,26.01,30.3,76.57,63.49,60.96,56.09,45.7,43.53,33.22
